primary_sentiment,sentiment_score,sentiment_combo_score,intent,message_quality,summary_length,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,historical_avg_sentiment,industry_close_rate,sale_score
4,2,2,2,2,2,0,1,2,1,2,1,0.1689
6,3,3,4,2,2,1,2,3,1,3,2,0.7952
5,2,2,9,2,2,0,3,1,0,3,3,0.8548
5,2,2,10,2,2,0,1,3,1,2,2,0.3647
2,2,2,7,2,2,1,2,1,0,2,2,0.6559
1,1,1,2,1,1,0,1,3,1,1,1,0.1198
7,3,3,5,3,3,0,2,2,0,3,2,0.6259
3,1,1,8,2,2,1,3,3,1,1,3,0.9371
6,3,3,9,3,3,1,3,3,1,2,3,0.976
1,1,1,7,3,3,1,2,1,0,1,2,0.6249
1,1,1,2,1,1,0,1,1,0,1,1,0.0733
7,3,2,10,1,1,1,2,1,0,2,2,0.7196
4,2,2,4,3,2,1,2,2,0,3,2,0.6533
4,2,2,10,1,1,0,1,1,0,2,2,0.2172
6,3,3,4,2,2,1,2,1,0,3,1,0.5523
5,2,2,7,3,2,1,2,1,0,3,2,0.6573
1,1,1,9,2,2,0,2,1,0,1,3,0.5939
1,1,1,1,1,1,0,1,1,0,1,1,0.0704
6,3,3,8,4,3,1,3,2,1,3,3,0.9733
7,3,3,9,2,2,0,3,3,1,3,3,0.9402
5,2,2,8,3,2,0,3,2,0,3,3,0.8795
3,2,1,7,4,3,0,2,2,1,1,3,0.8147
7,2,2,10,1,1,0,2,1,0,3,2,0.4458
2,2,2,7,2,2,1,2,1,0,2,3,0.777
7,2,3,4,2,2,0,2,3,1,2,1,0.4555
1,1,1,9,1,1,1,2,2,1,1,3,0.778
5,2,2,1,1,1,1,2,1,0,3,1,0.3631
4,2,2,6,2,2,0,2,1,0,2,2,0.4888
3,1,1,8,3,3,0,3,2,1,1,3,0.8973
7,2,2,3,3,2,1,3,1,0,2,3,0.9165
2,2,1,6,2,2,0,2,1,0,2,1,0.3383
5,2,2,6,3,3,0,2,2,1,3,2,0.6133
7,3,2,4,2,2,0,2,1,0,2,2,0.5627
3,1,1,3,4,3,1,3,2,1,1,3,0.9391
1,1,1,8,2,2,1,3,3,1,1,2,0.8927
6,3,2,9,1,1,1,3,1,0,3,3,0.9315
3,1,1,10,1,1,0,1,2,0,1,2,0.181
5,2,2,4,4,3,0,2,1,0,2,1,0.4028
1,1,1,2,1,1,0,1,2,1,1,1,0.1096
5,2,2,4,2,2,1,2,3,1,2,2,0.7365
3,1,1,7,2,2,1,2,2,0,1,2,0.5978
2,2,2,8,2,2,0,3,1,0,2,3,0.8677
2,2,3,4,4,3,1,2,2,1,2,1,0.6793
3,1,1,1,1,1,0,1,2,0,1,2,0.1304
4,2,2,8,3,2,1,3,2,0,2,3,0.9396
5,2,2,6,2,2,1,2,1,0,2,2,0.6389
5,2,3,4,4,3,1,2,3,1,2,2,0.8058
2,2,2,1,2,2,0,1,2,1,2,1,0.1658
6,3,3,10,1,1,0,2,3,1,3,2,0.689
5,2,2,5,3,3,1,2,2,0,3,2,0.6688
2,2,2,1,2,2,0,1,3,1,2,1,0.1803
5,2,2,10,2,2,1,1,1,0,2,2,0.384
5,2,2,3,3,2,1,3,2,0,2,3,0.9254
3,1,1,3,4,3,1,3,3,1,2,3,0.938
1,1,1,2,1,1,0,1,1,0,1,1,0.0733
5,2,2,1,1,1,0,1,1,0,2,2,0.1571
7,2,2,7,4,3,1,2,1,0,2,2,0.7198
6,3,2,10,1,1,1,2,2,0,3,2,0.718
7,3,2,1,2,2,0,2,1,0,3,2,0.5008
4,2,2,8,3,2,1,3,2,0,2,3,0.9396
6,3,2,10,2,2,0,2,2,0,2,1,0.5048
3,1,1,1,1,1,0,1,1,0,1,2,0.1194
2,2,2,6,1,1,0,2,1,0,2,1,0.3056
7,3,2,8,2,2,0,3,1,0,2,3,0.9041
5,2,2,7,4,3,1,2,2,0,2,2,0.7438
6,3,2,8,3,3,1,3,1,0,2,3,0.9558
6,3,3,4,4,3,1,2,2,1,3,1,0.7317
1,1,1,1,1,1,0,1,2,0,1,1,0.0773
4,2,2,7,3,2,0,2,2,0,2,3,0.7026
1,1,1,5,2,2,0,2,1,0,1,2,0.4024
2,2,2,3,3,3,1,3,1,0,2,3,0.9231
3,1,1,2,2,2,0,1,3,1,1,1,0.1393
1,1,1,2,1,1,0,1,1,0,1,1,0.0733
3,1,2,9,3,3,0,2,2,1,1,2,0.6073
3,2,1,10,1,1,0,1,2,0,1,1,0.1547
6,3,2,5,2,2,0,2,2,0,3,2,0.5713
6,3,2,1,2,2,1,2,1,0,3,1,0.5091
1,1,1,6,3,2,0,1,1,0,1,2,0.1961
1,1,1,8,4,3,1,2,3,1,1,3,0.865
6,3,2,3,3,2,0,3,2,0,3,3,0.8982
1,1,1,7,4,3,1,2,2,1,1,2,0.7521
6,3,2,5,4,3,1,2,2,0,3,2,0.7798
1,1,1,4,2,2,0,1,2,0,1,2,0.1746
3,1,1,3,3,2,1,3,1,0,1,3,0.8908
2,2,2,2,2,2,0,1,2,1,2,1,0.1719
1,1,1,6,4,3,0,1,1,0,1,2,0.2285
6,3,2,8,3,2,0,3,1,0,3,3,0.9082
4,2,2,4,2,2,1,2,1,0,2,1,0.4729
3,1,1,1,1,1,0,1,2,0,1,1,0.0758
4,2,3,4,1,1,1,2,3,1,2,2,0.7086
5,2,2,9,2,2,1,3,1,0,2,2,0.8716
7,3,3,6,1,1,0,2,2,1,2,1,0.5069
6,3,2,5,2,2,0,2,1,0,3,2,0.5464
5,2,2,4,2,2,0,2,1,0,2,1,0.3219
3,1,1,1,2,2,0,1,2,1,1,1,0.1229
7,2,2,6,4,3,0,2,1,0,2,2,0.5682
5,2,2,1,1,1,1,2,1,0,2,2,0.5402
2,2,2,5,3,3,0,2,1,0,2,2,0.5317
7,3,3,9,2,2,0,3,3,1,2,2,0.9064
6,3,2,4,2,2,0,2,1,0,3,1,0.387
7,2,2,1,2,2,1,2,2,0,2,2,0.6071
7,2,2,3,2,2,1,3,1,0,2,3,0.9037
1,1,1,5,2,2,0,2,2,1,1,2,0.5117
3,1,1,1,1,1,0,1,2,0,1,2,0.1304
5,2,2,7,3,2,0,2,1,0,2,2,0.5362
1,1,1,10,1,1,0,1,3,1,1,1,0.1612
4,2,3,4,4,3,1,2,2,1,2,2,0.7912
6,3,3,4,4,3,1,2,1,0,2,2,0.7831
7,3,2,1,2,2,0,2,1,0,3,2,0.5008
7,3,2,6,4,3,0,2,1,0,3,2,0.6387
7,3,3,10,1,1,0,2,3,1,3,1,0.5453
5,2,2,8,3,3,1,3,1,0,2,3,0.9352
7,3,3,5,3,3,1,2,1,0,2,2,0.7612
7,3,2,2,1,1,0,2,2,1,2,1,0.4529
6,3,2,7,2,2,1,2,1,0,3,2,0.7106
1,1,1,7,4,3,1,2,1,0,1,3,0.7809
7,3,3,3,3,2,1,3,3,1,2,3,0.9677
6,3,3,3,3,3,1,3,2,0,3,3,0.947
7,3,2,4,1,1,0,2,1,0,3,2,0.4847
3,1,1,6,3,3,1,1,1,0,1,2,0.3166
2,2,2,10,2,2,0,1,1,0,2,2,0.256
1,1,1,1,1,1,0,1,1,0,1,2,0.1216
1,1,1,10,1,1,0,1,1,0,1,2,0.1694
3,2,1,8,4,3,0,3,1,0,1,3,0.9086
5,2,2,9,2,2,1,3,1,0,2,3,0.9254
2,2,3,6,3,2,0,2,3,1,2,2,0.6728
2,2,2,3,3,2,0,3,2,1,2,3,0.906
7,3,3,2,2,2,0,1,3,1,2,2,0.3865
5,2,2,7,4,3,1,2,1,0,2,2,0.7241
6,3,3,9,2,2,1,3,2,1,2,2,0.943
3,2,1,8,3,3,0,3,2,0,2,3,0.893
7,3,2,8,3,2,1,3,1,0,3,3,0.9482
4,2,3,5,3,2,0,2,3,1,3,2,0.6312
7,3,3,1,2,2,0,2,3,1,3,1,0.4969
1,1,1,1,1,1,0,1,1,0,1,2,0.1216
1,1,1,1,1,1,0,1,1,0,1,1,0.0704
1,1,1,9,2,2,1,2,1,0,1,3,0.7322
2,2,1,9,2,2,0,2,2,0,2,3,0.6826
1,1,1,7,3,3,1,2,1,0,1,2,0.6249
7,3,3,3,3,3,0,3,3,1,3,3,0.9364
2,2,2,5,3,3,0,2,3,1,2,2,0.6616
4,2,3,5,4,3,1,2,2,0,2,2,0.7377
3,2,1,5,2,2,0,2,1,0,2,2,0.4697
4,2,2,9,2,2,1,3,2,0,2,2,0.8836
4,2,2,4,3,2,0,2,2,0,2,2,0.5318
3,1,1,2,2,2,1,1,2,0,1,1,0.1628
3,1,1,8,3,2,1,3,3,1,1,3,0.9457
7,2,3,3,3,2,0,3,2,1,3,3,0.8944
5,2,3,5,3,3,1,2,3,1,2,2,0.7873
5,2,2,2,2,2,0,1,3,1,3,1,0.1648
6,3,3,9,3,2,1,3,2,0,3,3,0.9571
3,1,1,6,2,2,1,1,1,0,1,2,0.2762
6,3,2,3,4,3,1,3,1,0,2,3,0.9533
3,1,1,3,2,2,0,3,1,0,1,3,0.7885
7,2,3,3,3,3,1,3,2,0,2,3,0.9294
1,1,1,6,1,1,1,1,3,1,1,2,0.356
2,2,3,4,2,2,1,2,2,1,2,2,0.7315
3,1,1,7,4,3,1,2,1,0,1,3,0.7772
7,2,2,1,2,2,0,1,1,0,3,2,0.1642
5,2,2,2,1,1,1,1,1,0,2,1,0.166
5,2,2,4,3,2,1,2,2,1,2,2,0.7472
6,3,2,9,2,2,1,3,2,1,2,3,0.9666
7,3,2,6,2,2,1,2,1,0,2,2,0.724
7,3,3,3,2,2,0,3,2,1,2,3,0.9251
1,1,1,1,2,2,0,1,2,0,1,2,0.1568
5,2,1,4,2,2,0,2,1,0,2,1,0.3124
5,2,2,4,1,1,1,2,2,0,2,2,0.5966
5,2,2,9,3,3,1,2,1,0,2,3,0.8171
6,3,3,1,1,1,0,2,3,1,3,2,0.6005
5,2,2,2,2,2,0,1,1,0,2,1,0.1144
6,3,2,2,2,2,0,1,1,0,3,1,0.1466
7,3,2,1,2,2,0,2,2,0,3,1,0.3778
3,1,1,5,1,1,1,2,1,0,1,2,0.5038
7,2,2,5,3,2,0,2,1,0,3,2,0.4795
2,2,2,8,2,2,1,3,3,1,2,3,0.9548
7,3,2,8,3,2,0,3,2,0,2,3,0.9243
6,3,2,8,3,3,0,3,2,0,2,2,0.875
5,2,2,8,2,2,1,3,1,0,2,3,0.9224
4,2,3,7,3,3,1,2,3,1,2,3,0.8817
2,2,2,8,3,2,1,3,1,0,2,3,0.9349
4,2,2,5,1,1,1,2,1,0,2,2,0.5852
4,2,3,6,3,2,1,2,3,1,2,2,0.7902
6,3,3,7,3,2,0,2,2,0,2,2,0.6669
5,2,2,1,2,2,0,1,2,0,2,2,0.2002
7,3,3,10,1,1,0,2,2,1,3,1,0.5201
1,1,1,8,2,2,1,3,1,0,1,3,0.8983
7,2,2,4,2,2,1,2,1,0,3,2,0.585
1,1,1,1,2,2,0,1,1,0,1,1,0.0842
5,2,2,4,4,3,1,2,1,0,3,2,0.6717
7,3,2,1,1,1,0,2,1,0,3,1,0.3113
5,2,2,3,3,2,0,3,1,0,2,3,0.8571
2,2,3,7,4,3,1,2,3,1,3,3,0.8877
4,2,2,8,4,3,1,3,1,0,2,3,0.9446
4,2,2,3,4,3,1,3,2,0,2,3,0.9384
3,1,1,5,2,2,1,1,1,0,1,2,0.2677
1,1,1,5,1,1,0,1,1,0,1,2,0.1412
4,2,2,10,1,1,0,1,3,1,2,2,0.3233
6,3,2,6,3,2,0,2,1,0,3,1,0.446
2,2,2,3,4,3,1,3,1,0,2,3,0.9336
7,3,3,10,1,1,0,2,2,1,3,2,0.6646
2,2,2,2,1,1,0,1,1,0,2,1,0.099
5,2,2,8,4,3,1,3,1,0,2,2,0.9023
3,2,1,4,2,2,0,1,1,0,2,2,0.201
7,2,2,7,2,2,1,2,1,0,3,2,0.616
7,3,3,2,2,2,0,2,2,0,3,1,0.3985
5,2,3,6,3,3,1,2,2,0,3,2,0.6878
7,3,2,2,1,1,0,2,2,0,3,1,0.3431
5,2,2,5,1,1,1,2,1,0,2,2,0.5826
3,2,1,1,1,1,0,1,2,0,2,1,0.0993
7,2,3,9,2,2,1,2,3,1,2,3,0.8664
7,2,2,2,1,1,0,2,2,1,3,1,0.3267
7,2,2,7,4,3,0,2,1,0,3,2,0.5493
4,2,2,1,1,1,1,2,1,0,2,2,0.5428
7,2,3,2,1,1,0,1,2,1,2,1,0.1449
4,2,2,9,4,3,1,3,2,0,2,2,0.9151
1,1,1,4,2,2,0,1,2,1,1,2,0.2294
2,2,3,4,2,2,0,2,2,1,2,1,0.4436
1,1,1,7,3,2,1,2,1,0,1,3,0.7459
1,1,1,6,4,3,0,2,2,1,1,1,0.4595
1,1,1,7,3,2,1,2,3,1,1,2,0.7344
1,1,1,8,3,2,1,3,1,0,1,2,0.8497
3,2,2,7,4,3,1,2,2,1,2,2,0.8066
2,2,2,8,4,3,1,3,3,1,2,2,0.9426
3,1,1,10,2,2,0,1,3,1,1,1,0.1859
1,1,1,8,3,2,1,2,1,0,1,3,0.754
3,1,1,7,4,3,1,2,2,0,1,3,0.7942
6,3,3,2,1,1,1,2,1,0,3,1,0.4825
2,2,2,8,4,3,1,3,3,1,2,2,0.9426
5,2,3,10,2,2,0,1,2,1,2,1,0.2288
4,2,2,10,2,2,0,2,1,0,2,2,0.5318
1,1,1,10,2,2,1,1,3,1,1,2,0.4437
2,2,2,1,1,1,0,2,1,0,2,2,0.3934
2,2,3,3,2,2,1,3,3,1,2,2,0.9069
7,3,2,5,2,2,0,2,1,0,3,2,0.5438
6,3,3,7,2,2,1,2,2,0,3,3,0.8384
6,3,3,6,4,3,0,2,2,0,3,1,0.5306
2,2,2,10,2,2,1,1,2,0,2,1,0.2803
6,3,3,2,1,1,0,2,2,1,2,1,0.4665
4,2,2,4,1,1,0,2,2,0,2,2,0.4443
1,1,1,8,2,2,1,2,1,0,1,2,0.5889
1,1,1,9,1,1,0,2,1,0,1,2,0.3972
2,2,3,9,4,3,1,3,2,1,2,3,0.9673
3,1,1,3,2,2,1,3,2,0,1,3,0.8852
6,3,3,5,4,3,1,2,2,1,3,2,0.8388
2,2,3,7,2,2,1,2,3,1,2,2,0.7743
7,3,2,2,1,1,0,1,1,0,2,1,0.1363
5,2,2,6,1,1,0,2,1,0,2,2,0.438
2,2,2,5,2,2,1,2,1,0,2,2,0.6362
1,1,1,1,2,2,0,1,3,1,1,1,0.1367
5,2,3,5,2,2,0,2,3,1,2,2,0.6199
6,3,3,10,1,1,0,2,2,1,2,2,0.6929
7,3,3,9,2,2,1,3,3,1,3,2,0.9414
2,2,1,10,1,1,0,1,1,0,2,1,0.1292
3,1,1,2,1,1,0,1,3,1,1,1,0.1176
4,2,2,5,2,2,0,2,3,1,2,2,0.612
1,1,1,5,2,2,1,2,1,0,1,2,0.5573
6,3,2,6,2,2,1,2,2,0,3,2,0.7224
2,2,2,6,3,2,1,2,2,0,2,2,0.7028
3,1,1,3,4,3,1,3,2,0,1,3,0.9164
5,2,2,10,2,2,1,1,1,0,2,2,0.384
7,2,3,8,4,3,1,3,3,1,3,2,0.9352
5,2,2,7,4,3,1,2,1,0,3,3,0.8097
5,2,2,8,2,2,0,3,1,0,2,3,0.8641
6,3,2,5,4,3,0,2,1,0,3,2,0.6312
6,3,2,1,2,2,0,2,1,0,3,1,0.3568
4,2,3,6,2,2,1,2,3,1,3,2,0.7406
5,2,2,3,2,2,0,3,1,0,3,3,0.8197
2,2,1,5,1,1,0,2,1,0,2,2,0.4244
7,3,2,1,2,2,0,2,2,0,2,1,0.4063
7,3,3,3,4,3,1,3,1,0,3,2,0.911
4,2,3,9,2,2,0,3,3,1,2,3,0.9235
3,1,1,9,3,2,1,2,2,0,1,3,0.7761
4,2,2,7,4,3,1,2,1,0,3,2,0.7017
1,1,1,3,2,2,0,3,2,0,1,3,0.8082
2,2,2,4,3,2,1,2,1,0,2,1,0.5175
3,1,1,7,4,3,1,2,1,0,1,2,0.6562
7,3,2,5,2,2,0,2,3,1,2,2,0.6982
1,1,1,2,2,2,0,1,1,0,1,2,0.1493
7,3,3,10,1,1,0,2,3,1,2,2,0.7118
3,1,1,2,1,1,0,1,1,0,1,2,0.124
4,2,2,4,3,3,1,2,1,0,2,2,0.6657
4,2,1,3,3,3,0,3,1,0,2,3,0.8575
3,1,1,9,3,2,1,2,2,0,1,3,0.7761
5,2,3,1,2,2,1,1,3,1,2,1,0.294
3,2,1,10,1,1,0,1,1,0,2,1,0.128
3,1,1,9,2,2,1,2,1,0,1,2,0.5942
7,3,2,8,2,2,1,3,1,0,3,3,0.9399
4,2,2,8,2,2,1,3,1,0,2,3,0.9232
5,2,2,8,3,2,1,3,2,0,3,3,0.9318
6,3,3,3,3,2,1,3,3,1,3,3,0.9641
4,2,2,8,3,2,1,3,1,0,2,2,0.8849
2,2,2,3,3,2,1,3,2,1,2,3,0.9474
6,3,2,9,1,1,1,3,1,0,3,2,0.8814
3,1,1,5,3,2,0,1,2,0,1,2,0.202
7,2,2,4,1,1,0,2,2,0,2,2,0.4365
4,2,3,2,2,2,0,1,2,1,2,1,0.1752
6,3,3,6,1,1,1,2,2,1,2,1,0.6602
2,2,2,6,2,2,0,1,3,1,2,2,0.3327
7,2,2,6,4,3,0,2,1,0,2,2,0.5682
4,2,2,10,2,2,0,1,3,1,2,2,0.3671
1,1,1,6,2,2,1,1,1,0,1,2,0.2805
7,3,2,2,1,1,1,2,1,0,3,1,0.4688
6,3,2,1,1,1,0,2,1,0,3,1,0.3136
4,2,2,4,1,1,0,2,2,0,3,2,0.415
4,2,2,4,3,2,0,2,2,1,2,2,0.615
4,2,2,4,4,3,1,2,1,0,3,1,0.5307
5,3,3,3,4,3,1,3,3,1,2,3,0.9738
7,3,3,6,2,2,1,2,3,1,3,2,0.8072
4,2,2,9,2,2,1,2,2,0,2,3,0.8045
4,2,2,6,4,3,0,2,1,0,2,2,0.576
3,1,1,8,2,2,1,3,3,1,2,3,0.9296
7,3,2,5,2,2,0,2,2,1,2,3,0.7926
7,2,2,3,4,3,1,3,2,0,3,3,0.929
3,1,1,4,2,2,0,1,1,0,1,2,0.1577
7,3,3,7,2,2,0,2,3,1,2,2,0.7249
6,3,2,8,4,3,1,3,1,0,3,3,0.9574
5,2,2,10,1,1,0,2,2,1,2,2,0.5903
7,3,3,8,3,3,1,3,2,1,3,3,0.9686
2,2,3,9,1,1,0,3,2,1,2,3,0.9018
2,2,3,2,1,1,0,2,3,1,2,1,0.4
4,2,3,9,1,1,1,3,2,0,3,2,0.8529
2,2,3,5,4,3,1,2,3,1,2,2,0.8172
1,1,1,2,2,2,0,1,1,0,2,1,0.0785
6,3,3,4,3,3,1,2,3,1,3,2,0.825
7,2,3,1,2,2,0,2,3,1,2,2,0.5734
4,2,2,6,2,2,0,2,1,0,2,1,0.3434
7,2,2,8,2,2,0,3,1,0,2,2,0.773
4,2,3,9,4,3,1,3,3,1,3,3,0.966
3,2,1,10,1,1,0,1,3,1,1,2,0.3425
7,2,2,2,1,1,0,1,2,0,2,1,0.1034
7,3,2,8,2,2,0,3,1,0,3,3,0.8932
6,3,3,7,3,3,1,2,3,1,3,2,0.8429
3,1,1,4,2,2,1,1,1,0,1,2,0.2593
4,2,2,6,3,3,0,2,1,0,2,1,0.3884
5,2,3,8,2,2,1,3,2,0,3,3,0.9242
3,1,1,2,2,2,0,1,2,0,2,1,0.0845
3,1,1,2,1,1,1,1,1,0,1,1,0.1264
4,2,3,8,2,2,1,3,2,0,2,3,0.9328
1,1,1,7,4,3,0,2,3,1,1,2,0.6422
7,2,2,10,2,2,0,1,1,0,2,1,0.1515
1,1,1,3,3,3,1,3,1,0,1,3,0.8963
7,3,2,6,3,3,1,2,1,0,3,2,0.7386
1,1,1,6,4,3,0,1,2,0,1,2,0.2468
3,1,2,7,2,2,1,2,3,1,1,2,0.7074
4,2,2,3,2,2,0,3,1,0,3,3,0.8213
2,2,1,10,2,2,0,1,1,0,2,2,0.2477
7,3,2,10,1,1,0,1,1,0,2,1,0.1821
7,3,3,1,1,1,0,2,3,1,2,2,0.6263
1,1,1,5,3,3,0,2,3,1,1,2,0.5846
6,3,2,9,3,3,1,3,1,0,3,2,0.9164
4,2,2,7,2,2,1,2,1,0,2,3,0.7733
5,2,2,10,1,1,0,2,1,0,2,1,0.3362
2,2,2,10,1,1,0,1,1,0,2,2,0.2208
2,2,2,6,1,1,0,2,3,1,2,2,0.5808
7,3,3,8,2,2,0,3,2,0,3,3,0.9063
1,1,1,3,4,3,1,3,1,0,1,3,0.91
5,2,3,8,2,2,1,3,2,0,2,2,0.8826
3,1,1,9,2,2,1,2,2,0,1,3,0.7476
1,1,1,2,2,2,0,1,2,1,1,1,0.13
4,2,2,9,3,3,1,3,1,0,2,2,0.8928
7,2,3,5,4,3,0,2,2,1,2,2,0.6722
2,2,2,6,2,2,0,2,3,1,2,2,0.6271
3,1,1,8,4,3,0,3,3,1,2,3,0.9094
6,3,3,7,2,2,1,2,2,1,3,3,0.8795
7,2,2,7,2,2,1,2,1,0,3,3,0.7457
1,1,1,8,3,3,0,2,1,0,1,2,0.4819
6,3,3,5,4,3,1,2,2,1,2,2,0.8544
5,2,2,1,2,2,1,2,1,0,3,1,0.4091
7,3,2,4,2,2,1,2,1,0,2,2,0.7064
1,1,1,1,1,1,0,1,1,0,1,2,0.1216
7,3,3,7,4,3,1,2,2,0,2,2,0.8181
6,3,3,3,2,2,0,3,3,1,3,3,0.9246
2,2,2,6,2,2,0,2,3,1,2,2,0.6271
6,3,3,1,1,1,0,2,3,1,3,2,0.6005
5,2,2,10,1,1,0,2,3,1,3,2,0.5859
5,2,2,10,1,1,1,2,2,0,2,2,0.657
7,2,3,7,3,2,1,2,2,0,2,2,0.7099
4,2,2,3,2,2,1,3,1,0,2,3,0.9064
1,1,1,2,1,1,0,1,2,1,1,2,0.1836
7,3,2,1,2,2,0,2,1,0,3,1,0.3543
7,2,2,2,1,1,0,1,2,0,3,1,0.0928
4,2,2,9,1,1,1,3,1,0,2,2,0.8497
7,3,2,6,4,3,1,2,1,0,3,2,0.7678
5,2,3,10,1,1,1,1,2,1,3,2,0.4256
6,3,3,2,1,1,1,2,3,1,3,1,0.6162
2,2,1,8,3,3,1,3,1,0,2,3,0.9344
1,1,1,3,3,3,0,3,1,0,2,3,0.804
5,2,2,7,3,3,1,2,2,0,2,2,0.7127
6,3,3,8,2,2,1,3,3,1,3,3,0.966
6,3,2,5,2,2,0,2,3,1,3,2,0.6747
5,2,2,1,2,2,0,2,1,0,2,1,0.2944
4,2,3,7,2,2,1,2,2,1,2,3,0.8473
3,1,1,10,2,2,0,1,2,0,1,2,0.2115
7,3,2,4,1,1,0,2,1,0,3,2,0.4847
5,2,2,1,1,1,0,2,2,0,3,2,0.3815
7,2,2,8,3,2,1,3,1,0,2,3,0.9316
1,1,1,8,2,2,1,3,1,0,1,2,0.8285
7,2,2,10,1,1,0,2,1,0,2,1,0.3315
1,1,1,8,2,2,0,3,3,1,1,2,0.8165
2,2,2,4,2,2,0,1,1,0,2,2,0.2099
3,1,1,4,4,3,1,1,1,0,2,2,0.3062
7,3,3,9,3,3,1,3,3,1,3,3,0.9727
4,2,2,2,2,2,0,1,1,0,2,1,0.1155
6,3,3,3,3,2,0,3,2,0,3,3,0.9021
1,1,1,4,3,3,1,1,2,0,1,2,0.3245
6,3,3,7,2,2,1,2,2,1,3,3,0.8795
3,1,1,10,2,2,0,1,1,0,1,2,0.1952
3,1,1,2,1,1,0,1,1,0,1,1,0.0718
7,3,3,4,1,1,0,2,3,1,2,1,0.5107
1,1,1,2,1,1,0,1,3,1,1,1,0.1198
1,1,1,4,2,2,0,1,2,1,1,1,0.14
2,2,2,10,2,2,0,1,2,0,2,2,0.2757
4,2,2,5,4,3,0,2,2,0,2,2,0.5901
5,2,2,5,3,2,1,2,1,0,2,2,0.6648
3,1,1,3,2,2,1,3,2,1,1,3,0.9156
2,2,2,3,4,3,1,3,1,0,2,3,0.9336
1,1,1,9,2,2,1,2,2,1,1,2,0.6995
6,3,3,4,3,2,1,2,1,0,3,2,0.7252
7,2,2,1,1,1,0,2,2,0,2,2,0.405
7,3,2,6,2,2,1,2,1,0,2,2,0.724
4,2,2,1,2,2,0,2,2,0,3,1,0.2928
5,2,2,3,3,3,0,3,2,1,2,3,0.9064
1,1,1,5,2,2,0,2,1,0,1,2,0.4024
7,2,2,1,2,2,0,2,1,0,2,1,0.29
7,2,2,8,3,3,1,3,1,0,2,3,0.9339
2,2,2,5,3,2,1,2,2,0,2,2,0.6937
2,2,2,7,3,3,1,2,2,0,2,2,0.7191
5,2,2,10,1,1,0,2,1,0,3,1,0.3101
3,1,1,8,4,3,1,3,3,1,1,3,0.9549
3,1,1,5,3,3,0,2,1,0,1,2,0.4445
5,2,2,8,2,2,1,3,3,1,2,3,0.9534
1,1,1,6,2,2,0,1,2,0,1,2,0.1874
3,1,1,3,2,2,0,3,1,0,1,2,0.671
3,1,1,10,2,2,0,1,2,1,1,2,0.274
5,2,2,9,2,2,0,3,1,0,2,2,0.784
2,2,1,10,2,2,0,1,1,0,2,2,0.2477
5,2,2,5,4,3,0,2,2,1,2,2,0.6671
1,1,1,7,3,3,0,2,2,0,1,3,0.6431
6,3,2,5,4,3,0,2,2,0,2,2,0.6809
4,2,2,9,3,3,0,3,3,1,3,3,0.9256
2,2,2,6,3,2,0,2,2,0,3,1,0.3803
6,3,2,4,1,1,0,2,1,0,2,1,0.3695
2,2,2,8,2,2,1,3,1,0,2,2,0.8703
4,2,2,4,1,1,0,2,1,0,3,2,0.3907
7,2,3,4,1,1,1,2,2,1,3,2,0.6539
7,2,3,5,3,3,1,2,2,0,2,2,0.6996
3,2,1,9,2,2,0,2,1,0,1,2,0.5425
7,2,2,7,3,2,1,2,1,0,2,2,0.6791
7,3,3,4,2,2,0,2,3,1,2,2,0.6984
7,2,2,2,1,1,0,1,1,0,2,1,0.0944
3,1,2,2,1,1,1,1,2,1,1,2,0.3009
2,2,2,5,4,3,1,2,1,0,2,2,0.713
4,2,2,6,2,2,0,2,2,0,2,2,0.5141
3,2,1,10,2,2,0,1,2,0,2,1,0.1647
7,2,2,5,2,2,0,2,1,0,2,2,0.4701
3,2,1,10,1,1,0,1,3,1,2,1,0.2018
1,1,1,3,4,3,1,3,3,1,1,3,0.9457
6,3,2,5,2,2,0,2,1,0,3,2,0.5464
6,3,2,5,3,3,0,2,1,0,3,2,0.5939
2,2,2,5,3,2,0,2,2,0,2,2,0.5477
2,2,2,8,2,2,1,3,2,0,2,3,0.9314
3,1,1,5,4,3,1,2,1,0,1,2,0.6365
5,2,2,6,3,3,0,1,2,0,2,2,0.2737
3,1,1,9,2,2,0,2,3,1,1,3,0.7114
3,1,1,10,1,1,0,1,1,0,1,1,0.0985
6,3,2,6,2,2,1,2,1,0,2,2,0.7261
7,3,2,2,1,1,0,1,1,0,3,1,0.1228
6,3,2,5,2,2,1,2,1,0,3,2,0.6925
5,2,2,6,1,2,0,2,2,1,2,2,0.5572
1,1,1,5,1,1,0,2,1,0,1,2,0.3567
5,2,1,6,2,2,0,2,1,0,2,2,0.4751
4,2,2,7,3,3,1,2,3,1,2,2,0.796
4,2,2,10,1,1,1,1,1,0,2,1,0.2211
6,3,2,6,4,3,0,2,1,0,3,2,0.6411
1,1,1,7,2,2,0,2,3,1,1,2,0.5582
4,2,2,6,4,3,0,2,2,0,2,2,0.6004
3,2,1,4,3,3,0,1,2,1,2,2,0.3222
5,2,3,3,3,2,1,3,3,1,3,3,0.9471
7,3,2,3,2,2,1,3,1,0,3,3,0.9265
2,2,2,4,3,2,1,2,1,0,2,2,0.6622
6,3,2,3,4,3,1,3,1,0,3,3,0.9476
