lead_id,primary_sentiment,sentiment_score,sentiment_combo_score,intent,message_quality,summary_length,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,historical_avg_sentiment,industry_close_rate,sale_closed
lead:00002330,angry,-1.0,1,upsell_opportunity,medium,195,1,1.05,3,1,-0.65,0.612,1
lead:00002331,dissatisfied,-0.53,1,evaluating,detailed,422,0,0.63,2,1,-0.49,0.528,0
lead:00002332,curious,0.06,4,negotiating,long,273,0,1.31,7,1,-0.11,0.554,1
lead:00002333,dissatisfied,-0.77,-3,negotiating,medium,199,1,0.83,0,0,-0.47,0.532,0
lead:00002334,urgent,0.87,8,upsell_opportunity,long,267,1,2.01,2,1,0.76,0.531,1
lead:00002335,urgent,0.63,5,upsell_opportunity,long,242,1,2.33,0,0,0.44,0.655,1
lead:00002336,satisfied,0.98,5,churning,medium,185,0,0.61,0,0,0.78,0.357,0
lead:00002337,curious,0.18,1,ready_to_buy,medium,199,1,2.29,0,0,0.16,0.574,1
lead:00002338,curious,0.1,4,comparison_shopping,long,308,1,0.41,1,1,0.19,0.37,0
lead:00002339,negotiating,0.49,5,closing,long,305,1,2.68,1,1,0.4,0.597,1
lead:00002340,negotiating,0.37,5,comparison_shopping,detailed,487,0,0.42,4,1,0.09,0.449,1
lead:00002341,urgent,0.88,7,evaluating,short,141,1,1.3,2,1,0.39,0.573,1
lead:00002342,urgent,0.65,4,evaluating,medium,218,0,1.37,0,0,0.78,0.539,1
lead:00002343,dissatisfied,-0.27,-1,evaluating,detailed,420,0,0.79,1,0,-0.15,0.528,1
lead:00002344,interested,0.28,4,window_shopping,short,134,0,0.44,5,1,0.05,0.352,1
lead:00002345,angry,-0.55,-3,window_shopping,short,144,0,0.0,0,0,-0.4,0.4,0
lead:00002346,urgent,0.64,6,ready_to_buy,medium,186,1,2.47,2,0,0.66,0.655,1
lead:00002347,curious,0.39,4,window_shopping,medium,194,0,0.34,1,0,0.34,0.431,1
lead:00002348,curious,0.29,3,negotiating,long,261,1,1.54,1,0,0.12,0.62,1
lead:00002349,negotiating,0.54,5,upsell_opportunity,medium,212,1,1.88,2,0,0.33,0.584,1
lead:00002350,satisfied,0.87,8,upsell_opportunity,detailed,386,1,2.2,3,0,0.65,0.574,1
lead:00002351,satisfied,0.83,6,evaluating,medium,173,1,1.38,2,0,0.49,0.59,1
lead:00002352,urgent,0.73,3,information_seeking,medium,172,0,1.05,0,0,0.29,0.502,1
lead:00002353,curious,0.17,1,ready_to_buy,long,280,1,2.22,0,0,0.03,0.636,1
lead:00002354,interested,0.36,3,window_shopping,short,157,0,0.37,1,1,0.16,0.514,0
lead:00002355,negotiating,0.51,4,negotiating,medium,215,0,1.19,0,0,0.45,0.619,1
lead:00002356,urgent,0.87,5,evaluating,medium,175,0,1.18,1,1,0.76,0.557,0
lead:00002357,angry,-0.79,-2,closing,medium,215,1,2.22,0,0,-0.37,0.636,1
lead:00002358,dissatisfied,-0.45,-2,upsell_opportunity,long,267,0,1.75,1,0,-0.23,0.572,0
lead:00002359,angry,-0.76,-5,window_shopping,short,134,0,0.0,0,0,-0.58,0.387,0
lead:00002360,dissatisfied,-0.35,-1,evaluating,long,318,0,0.74,0,0,-0.37,0.456,0
lead:00002361,negotiating,0.39,5,at_risk,medium,225,0,0.72,1,1,0.33,0.485,0
lead:00002362,angry,-0.53,-2,churning,short,105,0,0.14,0,0,-0.2,0.26,0
lead:00002363,interested,0.27,1,information_seeking,medium,179,0,0.91,0,0,0.26,0.496,1
lead:00002364,interested,0.29,4,at_risk,short,115,0,0.56,5,1,0.1,0.453,1
lead:00002365,interested,0.49,1,window_shopping,short,140,0,0.65,0,0,0.47,0.423,1
lead:00002366,curious,0.46,6,at_risk,short,110,0,0.8,2,1,0.24,0.374,1
lead:00002367,negotiating,0.65,6,evaluating,medium,194,0,1.25,2,1,0.24,0.561,1
lead:00002368,urgent,0.59,5,ready_to_buy,long,248,1,2.39,0,0,0.43,0.591,1
lead:00002369,satisfied,0.78,5,information_seeking,long,293,0,0.87,7,1,0.47,0.444,1
lead:00002370,dissatisfied,-0.52,-4,at_risk,medium,189,0,0.0,0,0,-0.43,0.373,0
lead:00002371,dissatisfied,-0.68,0,evaluating,medium,212,1,0.47,6,1,-0.57,0.502,0
lead:00002372,satisfied,0.75,7,ready_to_buy,detailed,441,1,2.48,7,1,0.39,0.579,1
lead:00002373,dissatisfied,-0.43,0,at_risk,short,130,0,0.0,2,0,-0.31,0.318,0
lead:00002374,satisfied,0.85,3,churning,medium,210,0,0.54,0,0,0.28,0.333,0
lead:00002375,dissatisfied,-0.71,-2,upsell_opportunity,long,235,1,1.07,0,0,-0.5,0.595,1
lead:00002376,angry,-0.94,-1,upsell_opportunity,long,280,1,1.44,1,0,-1.0,0.593,1
lead:00002377,interested,0.32,3,at_risk,short,150,0,0.43,3,0,0.02,0.475,1
lead:00002378,dissatisfied,-0.4,-1,evaluating,long,252,1,0.6,0,0,-0.22,0.573,0
lead:00002379,curious,0.22,5,upsell_opportunity,long,304,1,2.04,1,1,0.2,0.557,0
lead:00002380,dissatisfied,-0.59,1,at_risk,short,152,1,0.03,5,1,-0.8,0.425,0
lead:00002381,dissatisfied,-0.53,-2,negotiating,long,298,1,0.96,0,0,-0.06,0.639,0
lead:00002382,angry,-0.83,-4,comparison_shopping,detailed,489,0,0.0,1,0,-0.43,0.415,0
lead:00002383,curious,0.47,4,churning,short,133,1,0.07,0,0,0.58,0.291,1
lead:00002384,dissatisfied,-0.59,0,upsell_opportunity,medium,207,0,1.39,3,1,-0.56,0.609,1
lead:00002385,negotiating,0.6,6,upsell_opportunity,medium,189,1,2.01,7,1,0.71,0.635,1
lead:00002386,interested,0.46,4,closing,detailed,420,0,2.68,7,1,0.64,0.629,1
lead:00002387,dissatisfied,-0.4,1,at_risk,medium,175,0,0.0,2,1,-0.12,0.447,0
lead:00002388,angry,-0.86,-4,upsell_opportunity,medium,207,1,1.51,0,0,-0.59,0.589,1
lead:00002389,satisfied,0.8,5,negotiating,long,249,1,1.73,0,0,0.63,0.52,1
lead:00002390,satisfied,0.85,8,upsell_opportunity,detailed,414,1,2.41,1,1,0.58,0.538,1
lead:00002391,curious,0.32,4,upsell_opportunity,medium,192,0,2.25,3,1,0.13,0.535,1
lead:00002392,angry,-0.6,-1,closing,detailed,436,1,2.11,0,0,-0.69,0.645,1
lead:00002393,negotiating,0.69,2,comparison_shopping,short,138,0,0.91,0,0,0.5,0.409,0
lead:00002394,interested,0.44,3,closing,detailed,404,0,2.52,0,0,0.23,0.695,1
lead:00002395,satisfied,0.93,7,ready_to_buy,long,258,1,2.6,1,0,0.77,0.691,1
lead:00002396,negotiating,0.67,4,closing,detailed,452,1,2.6,0,0,0.59,0.677,1
lead:00002397,urgent,0.81,3,window_shopping,medium,184,0,0.65,0,0,0.73,0.366,0
lead:00002398,curious,0.38,3,churning,short,111,0,0.37,0,0,0.24,0.392,0
lead:00002399,satisfied,0.84,8,information_seeking,medium,178,1,1.16,5,1,0.84,0.452,1
lead:00002400,negotiating,0.47,2,churning,medium,221,0,0.14,0,0,0.18,0.383,0
lead:00002401,urgent,0.56,2,upsell_opportunity,long,308,0,2.02,0,0,0.67,0.559,1
lead:00002402,curious,0.08,2,window_shopping,medium,181,0,0.18,0,0,0.35,0.437,0
lead:00002403,interested,0.62,6,ready_to_buy,detailed,396,1,2.33,2,0,0.2,0.652,1
lead:00002404,curious,0.33,2,window_shopping,short,141,0,0.6,0,0,0.1,0.405,0
lead:00002405,dissatisfied,-0.78,0,upsell_opportunity,medium,189,1,1.25,5,1,-0.44,0.594,1
lead:00002406,negotiating,0.54,2,at_risk,short,152,0,0.73,0,0,0.42,0.428,0
lead:00002407,curious,0.34,3,ready_to_buy,medium,181,1,2.56,1,0,0.22,0.631,1
lead:00002408,curious,0.36,2,window_shopping,short,133,0,0.24,0,0,0.4,0.435,0
lead:00002409,urgent,0.71,4,upsell_opportunity,medium,189,1,1.9,0,0,0.28,0.614,1
lead:00002410,interested,0.63,4,ready_to_buy,detailed,433,0,2.54,0,0,0.51,0.638,1
lead:00002411,negotiating,0.56,4,upsell_opportunity,short,151,1,2.08,1,0,0.36,0.572,1
lead:00002412,urgent,0.56,4,information_seeking,detailed,494,0,0.81,0,0,0.25,0.457,1
lead:00002413,dissatisfied,-0.36,-1,negotiating,medium,193,1,0.96,1,0,-0.44,0.541,1
lead:00002414,interested,0.53,4,at_risk,short,158,0,0.55,0,0,0.3,0.478,1
lead:00002415,interested,0.37,2,churning,medium,190,1,0.33,0,0,0.42,0.32,0
lead:00002416,angry,-0.72,-3,churning,short,163,0,0.0,0,0,-0.29,0.385,0
lead:00002417,negotiating,0.42,5,evaluating,long,247,1,1.08,3,0,0.2,0.508,1
lead:00002418,angry,-0.55,-3,ready_to_buy,detailed,334,1,1.96,0,0,-0.43,0.625,1
lead:00002419,negotiating,0.69,3,churning,short,147,0,0.34,0,0,0.73,0.261,0
lead:00002420,urgent,0.75,7,comparison_shopping,short,101,0,0.64,4,1,0.61,0.38,1
lead:00002421,angry,-0.99,-2,churning,short,152,0,0.0,2,1,-0.84,0.329,0
lead:00002422,interested,0.27,6,comparison_shopping,medium,218,0,0.59,3,1,0.26,0.517,0
lead:00002423,dissatisfied,-0.24,-1,comparison_shopping,medium,229,0,0.38,0,0,-0.23,0.486,0
lead:00002424,curious,0.29,4,negotiating,medium,191,1,1.24,0,0,0.03,0.549,1
lead:00002425,interested,0.56,7,evaluating,medium,167,0,0.97,2,1,0.56,0.463,1
lead:00002426,urgent,0.64,4,upsell_opportunity,long,315,1,2.3,1,0,0.3,0.582,1
lead:00002427,negotiating,0.34,6,at_risk,short,155,0,0.46,7,1,0.08,0.411,0
lead:00002428,angry,-0.91,-1,churning,short,104,0,0.0,3,0,-0.54,0.448,0
lead:00002429,angry,-0.59,1,evaluating,medium,176,1,0.63,7,1,-0.57,0.499,1
lead:00002430,angry,-0.53,-3,churning,short,122,0,0.0,0,0,-0.57,0.359,0
lead:00002431,angry,-0.62,-3,at_risk,short,115,0,0.16,0,0,-0.49,0.481,0
lead:00002432,curious,0.2,2,information_seeking,detailed,423,0,0.62,0,0,0.15,0.504,1
lead:00002433,angry,-0.65,-3,upsell_opportunity,medium,199,1,1.5,0,0,-0.43,0.609,1
lead:00002434,urgent,0.71,5,information_seeking,medium,173,0,0.93,2,1,0.41,0.45,1
lead:00002435,negotiating,0.63,2,at_risk,medium,219,0,0.53,0,0,0.23,0.31,0
lead:00002436,satisfied,0.89,6,ready_to_buy,medium,213,1,2.66,1,1,0.42,0.674,1
lead:00002437,negotiating,0.38,5,closing,long,244,1,2.73,7,1,0.44,0.6,1
lead:00002438,negotiating,0.53,5,window_shopping,short,133,0,0.44,1,1,0.5,0.497,0
lead:00002439,angry,-0.67,1,negotiating,medium,179,0,1.07,2,1,-0.46,0.611,1
lead:00002440,angry,-0.67,-3,negotiating,long,244,1,0.66,0,0,-0.43,0.626,1
lead:00002441,negotiating,0.41,6,ready_to_buy,medium,166,1,2.19,1,1,0.44,0.576,1
lead:00002442,negotiating,0.64,7,comparison_shopping,long,305,1,0.77,2,1,0.44,0.392,1
lead:00002443,angry,-0.79,-4,information_seeking,medium,205,0,0.45,0,0,-0.69,0.507,0
lead:00002444,satisfied,0.76,5,closing,medium,194,1,2.83,0,0,0.55,0.668,0
lead:00002445,urgent,0.68,6,closing,detailed,395,0,2.58,7,1,0.66,0.661,1
lead:00002446,angry,-0.58,-2,ready_to_buy,detailed,403,1,1.97,0,0,-0.27,0.663,1
lead:00002447,negotiating,0.45,2,churning,medium,188,0,0.6,1,0,0.16,0.384,0
lead:00002448,dissatisfied,-0.38,0,negotiating,long,242,1,0.97,0,0,-0.29,0.588,0
lead:00002449,urgent,0.64,7,window_shopping,medium,201,0,0.56,6,1,0.65,0.39,0
lead:00002450,satisfied,0.95,4,window_shopping,short,136,0,0.51,0,0,0.53,0.38,0
lead:00002451,negotiating,0.44,7,closing,long,248,1,2.75,3,1,0.14,0.658,1
lead:00002452,urgent,0.69,5,churning,short,153,0,0.41,1,1,0.52,0.432,0
lead:00002453,dissatisfied,-0.45,1,at_risk,short,124,1,0.03,1,0,-0.43,0.313,1
lead:00002454,urgent,0.85,5,negotiating,medium,211,1,1.62,0,0,0.83,0.524,1
lead:00002455,satisfied,0.82,3,churning,short,119,0,0.87,0,0,0.3,0.276,1
lead:00002456,urgent,0.57,5,evaluating,long,306,1,1.26,0,0,0.55,0.535,1
lead:00002457,angry,-0.86,-2,ready_to_buy,long,263,1,1.88,0,0,-0.79,0.584,1
lead:00002458,interested,0.39,3,window_shopping,short,103,0,0.24,3,0,0.51,0.362,0
lead:00002459,satisfied,0.74,5,ready_to_buy,medium,205,0,2.36,1,0,0.56,0.636,1
lead:00002460,angry,-0.97,-3,comparison_shopping,long,316,1,0.11,0,0,-0.75,0.51,1
lead:00002461,urgent,0.65,7,comparison_shopping,short,151,1,0.84,4,1,0.43,0.49,1
lead:00002462,curious,0.23,4,at_risk,medium,192,1,0.0,0,0,0.25,0.342,0
lead:00002463,angry,-0.54,-1,churning,medium,200,0,0.0,2,1,-0.58,0.351,0
lead:00002464,negotiating,0.45,3,evaluating,medium,185,0,0.95,1,1,0.51,0.452,1
lead:00002465,angry,-0.7,1,window_shopping,short,121,0,0.0,4,1,-0.27,0.358,0
lead:00002466,angry,-0.89,-4,comparison_shopping,medium,203,1,0.18,0,0,-0.59,0.468,0
lead:00002467,interested,0.35,6,at_risk,medium,169,0,0.59,6,1,0.43,0.38,0
lead:00002468,dissatisfied,-0.3,0,evaluating,medium,182,1,0.87,0,0,-0.31,0.582,1
lead:00002469,angry,-0.76,-4,churning,medium,184,0,0.0,0,0,-0.58,0.373,0
lead:00002470,interested,0.57,3,closing,long,294,0,2.94,1,0,0.18,0.639,1
lead:00002471,dissatisfied,-0.58,0,churning,medium,210,0,0.0,5,1,-0.43,0.284,0
lead:00002472,angry,-0.53,-3,evaluating,detailed,466,1,0.62,0,0,-0.73,0.475,0
lead:00002473,urgent,0.69,8,window_shopping,short,101,1,0.57,7,1,0.21,0.42,1
lead:00002474,satisfied,0.87,5,closing,detailed,499,1,2.64,1,0,0.67,0.624,1
lead:00002475,urgent,0.61,3,window_shopping,short,122,0,0.45,0,0,0.4,0.489,1
lead:00002476,interested,0.39,7,upsell_opportunity,short,144,1,1.74,6,1,0.08,0.591,1
lead:00002477,angry,-0.74,-3,at_risk,short,122,0,0.06,0,0,-0.5,0.33,0
lead:00002478,interested,0.34,3,at_risk,medium,228,0,0.49,0,0,0.14,0.403,0
lead:00002479,angry,-0.79,-2,at_risk,short,143,0,0.0,3,1,-0.59,0.365,0
lead:00002480,angry,-0.83,-2,comparison_shopping,short,143,1,0.18,0,0,-0.45,0.483,0
lead:00002481,satisfied,0.99,4,comparison_shopping,medium,180,0,0.82,0,0,0.7,0.464,1
lead:00002482,curious,0.28,3,closing,long,321,1,2.81,0,0,-0.05,0.701,1
lead:00002483,urgent,0.77,4,window_shopping,short,160,0,0.38,0,0,0.38,0.363,0
lead:00002484,interested,0.53,4,window_shopping,short,101,0,0.53,3,0,0.44,0.472,0
lead:00002485,negotiating,0.36,6,evaluating,long,303,0,1.03,5,1,0.41,0.513,0
lead:00002486,satisfied,0.79,6,ready_to_buy,long,272,1,2.69,2,1,0.54,0.595,1
lead:00002487,curious,0.27,5,churning,medium,174,0,0.38,2,1,-0.02,0.436,1
lead:00002488,satisfied,0.76,2,upsell_opportunity,short,118,0,2.13,0,0,0.66,0.558,0
lead:00002489,interested,0.27,3,negotiating,detailed,365,0,1.19,0,0,0.2,0.549,1
lead:00002490,curious,0.34,4,information_seeking,long,315,1,0.7,0,0,0.51,0.525,0
lead:00002491,angry,-0.91,-1,upsell_opportunity,short,135,1,1.53,2,0,-0.6,0.527,1
lead:00002492,interested,0.43,4,evaluating,medium,167,1,1.16,0,0,0.3,0.473,1
lead:00002493,satisfied,0.71,7,comparison_shopping,short,130,0,0.77,6,1,0.48,0.511,0
lead:00002494,angry,-0.53,-2,information_seeking,short,115,0,0.37,0,0,-0.45,0.454,0
lead:00002495,satisfied,0.86,8,evaluating,long,300,1,1.38,7,1,0.72,0.472,1
lead:00002496,urgent,0.86,7,churning,medium,220,1,0.53,5,1,0.68,0.401,1
lead:00002497,curious,0.26,3,closing,detailed,330,0,2.74,0,0,0.01,0.593,1
lead:00002498,dissatisfied,-0.49,-2,negotiating,long,258,1,0.8,0,0,-0.34,0.54,1
lead:00002499,curious,0.35,2,window_shopping,medium,178,0,0.64,0,0,0.09,0.502,0
lead:00002500,negotiating,0.46,3,comparison_shopping,medium,167,1,0.86,1,0,0.04,0.414,0
lead:00002501,negotiating,0.46,6,at_risk,short,143,0,0.41,3,1,0.1,0.48,0
lead:00002502,urgent,0.84,3,negotiating,detailed,333,0,1.96,0,0,0.7,0.564,1
lead:00002503,negotiating,0.38,4,comparison_shopping,short,139,0,0.84,2,1,0.56,0.509,1
lead:00002504,angry,-0.58,-3,comparison_shopping,long,314,0,0.25,0,0,-0.61,0.389,0
lead:00002505,negotiating,0.48,5,upsell_opportunity,short,103,1,2.0,3,1,0.55,0.622,1
lead:00002506,satisfied,0.99,8,information_seeking,medium,188,0,1.04,7,1,0.72,0.387,1
lead:00002507,negotiating,0.65,4,at_risk,short,145,0,0.64,0,0,0.63,0.433,1
lead:00002508,satisfied,0.95,6,closing,medium,190,1,2.83,0,0,0.69,0.647,1
lead:00002509,negotiating,0.32,3,churning,medium,179,0,0.46,0,0,0.1,0.43,1
lead:00002510,curious,0.28,4,closing,medium,190,1,2.56,0,0,0.15,0.596,1
lead:00002511,satisfied,0.96,4,comparison_shopping,medium,198,0,0.98,1,0,0.85,0.48,1
lead:00002512,curious,0.09,2,information_seeking,medium,194,1,0.59,0,0,0.14,0.494,1
lead:00002513,dissatisfied,-0.45,-3,negotiating,long,285,0,0.79,0,0,-0.35,0.519,0
lead:00002514,interested,0.58,2,information_seeking,short,140,0,0.76,0,0,0.22,0.41,1
lead:00002515,urgent,0.88,5,window_shopping,short,101,0,0.94,0,0,0.37,0.352,1
lead:00002516,urgent,0.55,6,at_risk,short,150,0,0.53,2,1,0.42,0.316,1
lead:00002517,satisfied,0.79,6,negotiating,detailed,344,1,1.6,1,0,0.61,0.626,1
lead:00002518,urgent,0.73,5,upsell_opportunity,short,115,0,2.1,6,1,0.28,0.655,1
lead:00002519,interested,0.64,4,evaluating,detailed,490,1,1.3,0,0,0.41,0.598,1
lead:00002520,satisfied,0.73,6,evaluating,medium,176,1,1.19,2,1,0.41,0.548,1
lead:00002521,angry,-0.63,-3,upsell_opportunity,detailed,483,1,1.48,0,0,-0.48,0.549,1
lead:00002522,curious,0.01,2,churning,short,141,1,0.09,1,0,-0.05,0.345,0
lead:00002523,negotiating,0.52,6,comparison_shopping,long,298,1,0.65,1,0,0.15,0.456,1
lead:00002524,dissatisfied,-0.73,-2,closing,detailed,354,0,2.15,5,1,-0.51,0.692,1
lead:00002525,interested,0.59,5,comparison_shopping,detailed,346,1,0.85,1,1,0.44,0.444,0
lead:00002526,urgent,0.82,6,churning,medium,202,0,0.35,1,0,0.43,0.377,0
lead:00002527,satisfied,0.97,7,information_seeking,medium,167,0,0.97,7,1,0.99,0.523,0
lead:00002528,interested,0.27,5,upsell_opportunity,short,118,1,2.03,4,1,0.15,0.564,1
lead:00002529,interested,0.27,5,negotiating,long,251,1,1.35,1,0,0.21,0.625,0
lead:00002530,negotiating,0.41,3,window_shopping,short,157,0,0.4,0,0,0.46,0.412,1
lead:00002531,curious,0.33,5,closing,medium,175,0,2.6,6,1,0.26,0.633,1
lead:00002532,urgent,0.77,6,negotiating,medium,212,1,1.6,5,1,0.36,0.615,1
lead:00002533,negotiating,0.56,3,comparison_shopping,short,149,1,0.75,0,0,0.63,0.424,1
lead:00002534,angry,-0.96,-1,at_risk,short,121,0,0.0,3,0,-0.81,0.362,0
lead:00002535,urgent,0.81,4,at_risk,short,138,0,0.62,0,0,0.7,0.384,0
lead:00002536,interested,0.49,4,comparison_shopping,long,256,0,0.67,1,0,0.35,0.428,0
lead:00002537,urgent,0.57,4,evaluating,short,161,0,1.46,0,0,0.29,0.507,0
lead:00002538,curious,0.26,7,upsell_opportunity,long,262,1,1.78,3,1,0.45,0.551,1
lead:00002539,angry,-0.84,-1,churning,medium,208,0,0.0,5,1,-0.92,0.354,0
lead:00002540,negotiating,0.4,3,churning,short,146,0,0.45,2,0,0.3,0.278,0
lead:00002541,interested,0.5,5,window_shopping,medium,218,0,0.54,1,0,0.34,0.401,0
lead:00002542,negotiating,0.67,6,churning,short,119,0,0.57,4,1,0.61,0.289,0
lead:00002543,curious,0.12,1,upsell_opportunity,detailed,457,1,1.97,0,0,0.08,0.572,1
lead:00002544,interested,0.43,3,ready_to_buy,detailed,385,1,2.14,0,0,0.65,0.689,1
lead:00002545,satisfied,0.87,6,ready_to_buy,detailed,490,1,2.74,0,0,0.57,0.679,1
lead:00002546,angry,-0.9,-2,at_risk,medium,207,0,0.0,1,0,-0.34,0.367,0
lead:00002547,satisfied,0.91,7,churning,short,131,0,0.69,3,1,0.56,0.405,0
lead:00002548,curious,0.35,3,churning,short,123,0,0.27,0,0,0.17,0.425,1
lead:00002549,satisfied,0.91,6,at_risk,medium,198,1,0.65,0,0,0.79,0.369,1
lead:00002550,angry,-0.78,-2,ready_to_buy,long,251,1,1.57,0,0,-0.62,0.638,1
lead:00002551,negotiating,0.41,4,comparison_shopping,medium,213,1,0.63,0,0,0.07,0.438,0
lead:00002552,interested,0.43,3,at_risk,medium,197,0,0.89,0,0,0.6,0.448,0
lead:00002553,angry,-0.79,0,upsell_opportunity,medium,223,1,1.32,4,1,-0.72,0.562,1
lead:00002554,interested,0.36,2,ready_to_buy,detailed,405,0,2.31,0,0,0.58,0.564,1
lead:00002555,curious,0.13,5,window_shopping,medium,217,1,0.26,6,1,0.15,0.5,1
lead:00002556,urgent,0.58,3,information_seeking,medium,229,1,0.79,0,0,0.31,0.394,0
lead:00002557,angry,-0.65,-1,comparison_shopping,medium,195,0,0.0,3,1,-0.62,0.461,0
lead:00002558,satisfied,0.93,6,window_shopping,short,158,0,0.84,3,0,0.57,0.48,0
lead:00002559,interested,0.32,3,at_risk,medium,195,0,0.48,0,0,0.1,0.469,0
lead:00002560,curious,0.46,2,information_seeking,short,111,0,0.87,1,0,0.27,0.502,0
lead:00002561,angry,-0.59,-4,churning,medium,218,0,0.0,0,0,-0.45,0.309,0
lead:00002562,angry,-0.96,-2,ready_to_buy,long,271,0,1.71,1,1,-0.66,0.673,1
lead:00002563,curious,0.0,2,ready_to_buy,medium,173,1,2.07,0,0,0.04,0.617,1
lead:00002564,dissatisfied,-0.69,-4,evaluating,medium,214,0,0.36,0,0,-0.17,0.519,1
lead:00002565,angry,-0.51,-3,upsell_opportunity,short,102,1,1.15,0,0,-0.14,0.594,1
lead:00002566,dissatisfied,-0.53,-4,at_risk,short,139,0,0.07,0,0,-0.3,0.379,0
lead:00002567,angry,-0.78,-5,ready_to_buy,detailed,461,0,1.64,0,0,-0.84,0.645,1
lead:00002568,interested,0.3,7,negotiating,long,310,1,1.23,2,1,0.26,0.553,1
lead:00002569,negotiating,0.68,5,window_shopping,short,135,0,0.54,1,1,0.28,0.373,1
lead:00002570,negotiating,0.36,6,window_shopping,short,114,0,0.4,7,1,0.25,0.518,0
lead:00002571,satisfied,0.95,3,churning,short,162,0,0.56,0,0,0.84,0.272,0
lead:00002572,negotiating,0.42,2,upsell_opportunity,short,162,1,1.85,0,0,0.48,0.529,1
lead:00002573,negotiating,0.42,6,ready_to_buy,medium,199,0,2.4,5,1,0.55,0.682,1
lead:00002574,urgent,0.66,7,evaluating,medium,176,0,1.23,2,1,0.47,0.512,0
lead:00002575,angry,-0.57,-4,at_risk,short,130,0,0.0,0,0,-0.44,0.398,0
lead:00002576,curious,0.21,1,information_seeking,medium,219,0,0.92,0,0,0.0,0.449,1
lead:00002577,negotiating,0.34,2,closing,medium,182,1,2.82,0,0,0.18,0.623,1
lead:00002578,satisfied,0.77,3,information_seeking,medium,202,0,0.97,0,0,0.74,0.495,1
lead:00002579,angry,-0.97,-4,negotiating,medium,210,1,0.58,0,0,-0.74,0.538,1
lead:00002580,interested,0.49,4,comparison_shopping,detailed,400,0,0.78,1,0,0.53,0.432,1
lead:00002581,urgent,0.76,3,upsell_opportunity,short,100,0,2.25,0,0,0.23,0.618,1
lead:00002582,urgent,0.84,7,ready_to_buy,detailed,444,0,2.9,3,1,0.68,0.68,1
lead:00002583,angry,-0.96,0,ready_to_buy,detailed,412,1,1.65,7,1,-0.72,0.664,1
lead:00002584,dissatisfied,-0.23,0,ready_to_buy,detailed,438,1,1.96,0,0,0.07,0.601,1
lead:00002585,urgent,0.63,4,evaluating,medium,218,0,1.18,1,0,0.43,0.454,0
lead:00002586,dissatisfied,-0.48,1,closing,detailed,449,1,2.59,1,1,-0.41,0.688,1
lead:00002587,angry,-0.61,-2,evaluating,medium,204,0,0.43,0,0,-0.3,0.551,1
lead:00002588,urgent,0.89,5,window_shopping,short,110,0,0.89,0,0,0.95,0.409,1
lead:00002589,interested,0.38,3,churning,medium,218,0,0.18,1,0,0.56,0.423,0
lead:00002590,curious,0.13,2,evaluating,medium,228,0,1.1,0,0,0.3,0.522,1
lead:00002591,interested,0.64,3,evaluating,medium,222,0,1.3,0,0,0.34,0.553,1
lead:00002592,negotiating,0.33,7,information_seeking,medium,187,1,1.04,7,1,0.14,0.548,1
lead:00002593,dissatisfied,-0.61,0,window_shopping,short,125,1,0.03,5,1,-0.55,0.417,0
lead:00002594,dissatisfied,-0.47,-2,closing,long,245,1,2.26,0,0,-0.19,0.686,1
lead:00002595,dissatisfied,-0.62,-1,comparison_shopping,medium,200,0,0.11,2,0,-0.55,0.369,0
lead:00002596,urgent,0.82,4,comparison_shopping,short,100,1,0.98,0,0,0.58,0.368,0
lead:00002597,angry,-0.6,-1,evaluating,medium,204,1,0.71,0,0,-0.42,0.581,1
lead:00002598,negotiating,0.35,3,churning,medium,169,0,0.15,0,0,0.3,0.322,0
lead:00002599,curious,0.3,3,negotiating,long,297,0,1.3,2,0,0.16,0.584,1
lead:00002600,curious,0.26,4,window_shopping,short,146,0,0.27,6,1,0.19,0.507,1
lead:00002601,urgent,0.85,5,closing,medium,194,1,3.02,0,0,0.77,0.642,1
lead:00002602,negotiating,0.69,4,evaluating,short,115,1,1.07,0,0,0.57,0.491,1
lead:00002603,dissatisfied,-0.39,1,upsell_opportunity,medium,192,1,1.58,7,1,-0.26,0.619,1
lead:00002604,dissatisfied,-0.51,1,upsell_opportunity,long,266,0,1.35,2,1,-0.36,0.543,1
lead:00002605,negotiating,0.41,3,churning,medium,190,0,0.54,0,0,0.26,0.269,0
lead:00002606,curious,0.4,2,churning,medium,184,1,0.58,0,0,0.47,0.439,0
lead:00002607,curious,0.25,2,evaluating,long,265,0,0.7,0,0,0.27,0.536,1
lead:00002608,urgent,0.8,7,closing,detailed,470,1,2.91,1,0,0.55,0.698,1
lead:00002609,interested,0.48,4,closing,long,290,0,2.75,1,0,0.19,0.639,1
lead:00002610,dissatisfied,-0.26,0,closing,long,288,1,2.42,0,0,-0.38,0.586,1
lead:00002611,angry,-0.67,-1,information_seeking,long,277,0,0.24,6,1,-0.33,0.471,0
lead:00002612,angry,-0.83,0,churning,short,161,0,0.0,6,1,-0.64,0.399,0
lead:00002613,interested,0.27,3,churning,short,111,0,0.24,0,0,0.14,0.337,0
lead:00002614,angry,-0.81,-4,ready_to_buy,long,297,0,1.89,0,0,-0.5,0.636,1
lead:00002615,satisfied,0.85,5,upsell_opportunity,medium,177,1,1.94,1,0,0.7,0.58,1
