whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,sale_score
1,1,2,1,1,1,3,1,2,2,4,1,1,8,1,0.2171
3,3,2,3,3,2,1,1,2,2,4,2,3,25,3,0.9833
2,2,2,2,1,1,3,1,1,2,5,1,2,3,1,0.626
3,1,2,3,3,3,3,1,1,3,2,2,3,34,1,0.2437
3,2,2,3,3,3,3,1,1,3,4,1,3,26,1,0.7088
2,3,2,3,3,2,1,1,2,3,2,4,3,26,3,0.9601
2,2,2,2,1,1,1,1,1,2,5,1,2,1,3,0.936
1,1,3,1,1,1,1,0,0,2,5,2,1,8,1,0.2177
1,2,1,1,2,3,2,1,1,1,1,4,1,19,1,0.2748
2,1,2,2,1,1,2,1,1,2,5,2,2,10,2,0.6318
3,2,2,3,3,3,3,1,3,2,4,1,3,28,3,0.951
1,1,1,1,3,3,3,1,1,1,1,2,1,29,1,0.1135
3,3,3,3,3,2,2,1,2,3,4,4,3,26,3,0.9915
1,1,2,1,1,1,1,1,1,2,5,3,1,11,1,0.3573
3,3,1,3,3,3,3,1,1,2,5,4,3,26,1,0.9459
1,2,1,1,2,2,2,0,0,1,1,4,1,19,1,0.1523
3,1,2,3,3,3,3,1,1,3,4,3,3,28,1,0.5958
2,2,2,2,1,1,3,1,1,3,2,2,2,6,1,0.3234
2,3,2,3,2,2,2,1,2,1,3,3,2,18,2,0.8669
2,2,3,2,1,3,1,1,3,2,4,2,2,4,2,0.8267
1,1,1,1,1,1,1,0,0,1,1,2,1,7,1,0.0314
1,1,1,1,2,2,1,1,1,1,1,1,1,20,1,0.0574
1,1,1,1,3,3,1,1,1,1,1,1,1,29,1,0.0835
1,1,1,1,1,1,1,0,0,1,1,2,1,7,1,0.0314
2,2,1,2,2,1,3,1,3,2,5,3,2,13,3,0.9703
2,1,2,2,3,1,2,1,1,3,2,3,2,25,3,0.7933
2,1,3,2,1,3,3,1,2,2,5,1,2,8,2,0.6699
1,1,2,1,1,1,2,1,1,2,4,1,1,5,1,0.2261
2,3,2,2,3,1,3,1,2,3,2,3,3,34,3,0.9392
2,2,2,2,1,1,1,1,1,2,4,2,2,10,1,0.4621
2,2,2,2,3,1,2,1,2,2,5,4,2,36,1,0.7707
2,3,1,2,2,2,3,1,3,1,3,4,2,18,1,0.7784
1,1,1,1,2,2,2,0,0,1,3,2,1,20,1,0.0979
2,1,3,3,1,1,1,1,1,3,2,3,2,8,1,0.1566
1,1,3,2,1,1,1,1,1,2,4,2,2,3,2,0.4963
1,1,1,1,3,3,3,0,0,1,1,2,1,32,1,0.0527
2,2,2,2,1,1,1,1,1,3,2,1,2,6,2,0.4995
2,2,2,2,3,3,3,1,3,2,5,3,2,26,3,0.979
1,1,1,1,3,3,3,1,1,1,1,3,1,36,1,0.1038
1,2,1,1,2,2,2,0,0,1,1,4,1,19,1,0.1523
2,1,2,2,3,3,2,1,1,2,5,3,2,25,2,0.8524
1,1,1,1,2,2,2,1,1,1,1,2,1,19,1,0.0793
1,1,1,1,2,2,2,0,0,1,1,3,1,19,1,0.0532
3,2,1,2,3,3,2,1,2,2,5,2,2,25,3,0.9807
1,3,1,2,2,2,2,1,2,1,1,4,1,23,2,0.6475
2,1,2,1,3,3,3,1,2,3,4,2,2,35,2,0.7104
2,2,1,2,3,3,3,1,2,2,4,1,2,26,2,0.8361
2,3,1,2,3,3,1,1,2,2,4,3,2,28,2,0.9458
2,1,2,2,1,3,1,1,1,2,4,2,2,9,1,0.293
1,3,1,2,2,2,2,1,3,1,3,2,2,24,1,0.4812
2,2,1,2,3,3,3,1,2,2,5,3,2,25,3,0.9769
3,2,2,2,3,3,2,1,3,1,3,2,2,34,3,0.9287
1,1,1,1,1,1,1,0,0,1,3,3,1,11,1,0.0822
2,2,1,2,3,1,2,1,3,3,2,3,2,30,1,0.4676
2,2,3,3,1,3,3,1,1,3,2,3,3,10,1,0.3252
2,1,3,2,1,3,1,1,3,3,2,2,3,2,1,0.2204
2,2,1,2,3,3,2,1,1,2,4,4,2,34,2,0.8685
1,1,1,1,1,1,1,0,0,1,1,4,1,1,1,0.0681
1,1,1,1,3,3,3,1,1,3,2,2,2,30,2,0.392
1,1,2,1,1,1,1,1,2,3,2,3,2,9,1,0.1355
1,1,1,1,3,1,1,1,1,1,1,1,1,31,1,0.0675
1,1,1,1,2,2,2,0,0,1,1,2,1,19,1,0.0417
3,2,2,3,3,3,3,1,3,2,4,2,3,34,3,0.9486
2,1,1,1,3,1,1,1,2,2,4,3,2,32,1,0.458
1,1,2,1,1,3,1,1,1,2,4,3,1,6,2,0.5961
3,2,2,2,3,3,3,1,3,3,2,1,2,28,2,0.7824
1,1,1,1,3,3,2,1,1,1,1,4,1,32,1,0.1491
1,1,1,1,3,3,3,0,0,1,3,2,1,28,1,0.1514
2,1,3,3,1,3,2,1,3,3,2,2,3,6,1,0.1653
1,1,2,1,1,1,1,1,1,2,4,3,2,2,2,0.5973
2,1,3,2,1,1,3,1,2,3,2,2,3,6,1,0.1728
3,2,2,3,3,3,2,1,1,3,2,2,3,29,1,0.4965
1,2,2,2,1,3,2,1,2,3,2,1,2,11,2,0.3769
1,3,2,2,2,2,2,1,2,1,3,1,2,18,1,0.5023
2,1,1,1,3,1,2,1,1,3,2,2,2,29,2,0.4792
1,2,1,1,2,2,2,1,2,1,1,4,1,20,1,0.2634
3,3,2,3,3,3,3,1,1,2,5,2,3,25,2,0.9727
3,2,2,3,3,1,2,1,1,3,2,1,3,32,1,0.3661
3,1,1,2,3,3,3,1,1,2,5,1,2,28,2,0.8207
1,1,2,1,1,1,1,1,2,3,2,1,2,10,1,0.0823
1,2,1,1,2,3,3,1,1,1,1,4,1,24,1,0.235
2,2,2,2,2,1,3,1,1,2,5,2,2,14,3,0.9593
2,3,2,3,3,1,1,1,3,2,4,3,3,28,3,0.9757
3,1,3,3,3,3,3,1,2,3,2,4,3,29,1,0.4447
3,1,3,3,3,1,1,1,2,2,4,2,3,30,1,0.4697
1,1,3,2,1,1,2,1,3,2,4,2,2,3,2,0.5354
3,3,2,3,3,3,3,1,3,2,4,2,3,28,3,0.9841
2,2,2,2,2,3,1,1,2,2,4,1,2,16,3,0.9186
1,1,1,1,3,3,3,0,0,1,1,4,1,36,1,0.0702
3,1,2,2,3,1,1,1,2,3,2,2,2,32,1,0.2841
3,1,2,3,3,3,2,1,2,2,4,2,3,30,1,0.4895
2,1,2,2,3,3,3,1,3,2,5,4,2,34,3,0.9419
1,3,1,1,2,2,2,0,0,1,3,3,1,19,1,0.4753
1,1,1,1,1,1,1,0,0,1,1,1,1,5,1,0.0271
2,1,2,2,1,1,1,1,1,2,4,2,2,10,1,0.2572
3,3,2,3,3,2,3,1,3,2,4,2,3,25,3,0.9854
2,3,3,3,1,2,2,1,1,3,2,1,3,1,3,0.8975
2,1,1,2,3,3,3,1,2,2,5,3,2,26,3,0.942
2,2,2,3,3,2,2,1,1,2,4,2,3,34,2,0.758
3,2,3,3,3,3,3,1,2,2,4,1,3,34,1,0.633
1,1,1,1,2,3,3,1,1,1,1,1,1,19,1,0.0692
2,3,1,2,2,2,2,1,1,2,4,1,2,16,3,0.9593
2,1,2,2,1,1,3,1,1,2,5,1,2,10,3,0.8029
1,1,3,2,1,1,1,0,0,3,4,1,1,5,1,0.1223
2,1,3,2,1,1,1,1,2,3,2,1,2,6,1,0.1374
2,1,2,1,1,3,3,1,1,2,4,2,1,11,2,0.6093
2,2,2,2,3,2,2,1,3,2,4,3,2,35,3,0.9427
2,2,2,2,1,3,3,1,2,2,5,3,2,2,3,0.9681
3,2,2,3,3,1,1,1,2,2,5,3,3,34,3,0.9671
3,2,3,3,3,3,2,1,2,3,2,4,3,31,1,0.6324
1,1,3,2,1,1,1,0,0,2,4,2,2,5,2,0.3105
2,2,2,2,1,1,1,1,2,3,2,1,2,8,2,0.4885
1,2,1,1,2,2,2,0,0,1,1,4,1,24,1,0.1224
1,1,1,1,3,1,1,1,1,1,1,3,1,36,1,0.0855
1,2,1,1,2,2,2,1,1,1,1,3,1,24,1,0.1763
3,1,3,3,3,1,3,1,2,3,4,2,3,32,1,0.488
2,2,2,2,3,1,3,1,1,2,5,4,2,33,2,0.9188
3,1,2,2,3,3,1,1,2,3,2,2,2,32,1,0.311
1,1,3,2,1,1,1,1,2,2,4,2,2,10,1,0.1997
2,2,2,2,3,1,1,1,2,2,5,3,2,26,3,0.9727
1,1,1,1,3,3,3,0,0,1,1,3,1,31,1,0.0702
2,3,2,2,2,2,2,1,3,3,2,1,3,24,2,0.7198
2,2,3,2,1,3,3,1,3,3,2,3,2,1,3,0.9052
1,1,1,1,2,2,2,0,0,3,2,3,1,20,1,0.0936
3,2,2,3,3,1,1,1,2,3,2,2,3,29,1,0.4678
2,1,2,2,1,1,1,1,2,3,2,2,2,11,1,0.127
3,2,1,2,3,3,2,1,1,2,5,2,2,28,3,0.9763
3,3,2,3,3,3,3,1,1,2,4,2,3,25,3,0.9847
1,3,1,1,2,2,3,1,2,1,3,4,2,24,2,0.8444
2,2,2,2,1,1,3,1,3,2,5,4,2,3,2,0.9218
2,1,2,1,3,1,1,1,2,2,4,4,2,26,3,0.933
2,2,2,2,1,3,2,1,1,2,5,3,2,2,3,0.9648
3,3,1,3,3,3,2,1,2,2,5,2,3,34,2,0.9543
1,1,2,1,1,1,2,1,1,2,5,2,1,8,2,0.6057
2,2,1,2,2,1,2,1,2,1,3,1,2,13,3,0.8612
1,3,1,2,2,2,3,1,2,1,1,2,2,24,1,0.2587
3,2,2,3,3,3,3,1,2,3,2,3,3,28,2,0.8125
1,1,1,1,3,3,3,0,0,1,1,2,1,29,1,0.0608
2,1,2,1,1,1,1,1,1,2,5,3,1,10,3,0.8902
1,2,1,1,2,2,2,0,0,1,1,3,1,19,1,0.1223
1,1,2,1,1,1,1,1,2,2,4,3,1,11,2,0.5161
1,3,2,2,2,2,2,1,2,1,3,3,2,19,2,0.8239
2,2,2,2,3,3,2,1,2,3,2,2,2,26,3,0.8942
1,2,1,1,2,2,2,0,0,1,3,1,1,23,1,0.1521
3,2,2,3,3,1,3,1,1,3,2,3,3,34,1,0.4753
2,2,3,2,1,3,3,1,3,2,5,1,2,9,1,0.6334
2,2,2,2,3,3,3,1,3,3,2,2,2,26,3,0.9033
1,3,1,1,2,2,2,1,2,1,3,1,2,19,2,0.7575
2,2,2,2,1,1,2,1,2,2,5,1,2,10,1,0.5437
2,1,3,2,1,3,3,1,2,2,4,2,2,8,1,0.3554
1,1,2,1,1,1,1,0,0,2,4,2,1,8,1,0.1355
2,1,1,1,3,3,1,1,2,3,2,2,2,30,1,0.256
3,3,2,3,3,2,2,1,1,3,4,3,3,28,2,0.9598
3,3,2,3,2,2,2,1,3,3,2,3,3,16,2,0.8944
1,2,2,2,1,3,2,1,2,2,5,2,2,10,1,0.5204
2,1,2,2,1,1,3,1,2,2,5,1,2,2,2,0.6879
2,3,2,3,2,1,1,1,3,3,2,1,3,16,2,0.7397
2,2,1,2,3,1,1,1,3,1,3,2,2,34,3,0.8614
1,1,1,1,1,1,2,1,1,1,1,1,1,8,1,0.047
3,2,2,3,3,3,2,1,3,2,4,1,3,25,3,0.9558
1,3,1,1,2,2,2,1,2,1,3,1,2,19,1,0.5158
2,2,2,2,1,1,1,1,3,3,2,4,2,1,3,0.9006
1,1,2,1,1,1,1,0,0,2,4,2,1,8,1,0.1355
3,2,2,3,3,3,3,1,3,3,2,1,3,29,1,0.4721
1,3,2,2,2,2,2,1,3,3,2,4,2,24,1,0.5553
3,2,1,3,3,3,2,1,1,2,4,1,3,26,1,0.6605
1,2,2,2,1,3,3,1,3,2,5,1,2,3,1,0.5699
1,1,1,1,1,1,1,0,0,1,3,1,1,8,1,0.059
2,1,1,2,3,3,1,1,2,2,4,4,2,34,2,0.7297
2,2,2,2,1,1,1,1,3,2,5,3,2,2,3,0.9628
3,1,2,2,3,3,3,1,3,2,4,2,3,28,2,0.8071
1,3,1,1,2,2,3,1,2,1,3,4,2,15,1,0.7447
3,2,3,3,3,1,1,1,2,3,4,2,3,29,1,0.7164
3,1,2,3,3,3,3,1,3,2,4,3,3,26,2,0.8306
3,2,1,3,3,3,3,1,1,2,4,1,3,34,3,0.921
1,1,1,1,2,3,3,1,1,1,3,1,1,17,1,0.1774
3,3,2,3,3,2,1,1,1,2,4,1,3,26,3,0.9761
2,3,1,2,2,2,2,1,3,1,1,3,2,18,2,0.745
1,1,2,1,1,1,1,1,2,2,4,2,1,11,1,0.22
3,3,2,3,3,3,1,1,2,2,4,2,3,26,3,0.9835
2,2,2,2,1,1,1,1,2,3,4,2,2,8,1,0.5238
2,2,2,2,3,1,2,1,2,3,2,1,2,26,2,0.6627
1,2,1,1,2,2,1,1,2,1,1,3,1,19,1,0.2184
1,1,2,1,1,3,3,1,2,3,2,2,2,9,1,0.1309
2,2,3,2,1,3,3,1,2,2,4,1,2,9,1,0.5021
1,1,1,1,3,2,2,1,1,1,3,4,1,31,1,0.3117
2,2,2,2,1,3,3,1,2,2,5,2,2,3,1,0.7222
3,3,2,3,3,1,1,1,3,2,4,1,3,28,3,0.9749
3,2,2,3,3,2,2,1,2,2,4,2,3,25,3,0.9611
1,1,2,1,1,3,3,1,1,2,5,2,1,8,2,0.6459
1,1,1,1,1,1,1,0,0,1,1,3,1,7,1,0.0401
1,1,3,2,1,1,1,0,0,3,2,1,2,9,2,0.1063
1,1,1,1,3,3,3,1,1,1,3,1,1,31,1,0.1904
2,3,2,3,2,3,3,1,1,3,2,2,3,14,3,0.9293
2,2,1,2,3,1,1,1,3,2,4,3,2,34,3,0.9341
1,1,1,1,2,2,3,1,1,1,1,4,1,24,1,0.104
1,1,1,1,2,2,2,1,1,1,1,4,1,19,1,0.1253
1,3,1,2,2,2,2,0,0,1,3,1,2,19,1,0.2948
3,3,2,3,3,3,3,1,2,2,4,3,3,32,1,0.8777
3,3,2,3,3,3,1,1,1,2,4,4,3,26,1,0.9158
3,1,3,3,3,3,2,1,1,3,2,1,3,29,1,0.2526
2,2,2,2,2,1,3,1,1,2,4,1,2,23,1,0.4543
2,1,2,2,1,1,1,1,1,2,5,2,2,2,1,0.4566
3,3,1,3,3,3,3,1,1,2,4,3,3,28,1,0.8833
1,1,3,2,1,1,1,0,0,3,2,3,1,10,1,0.0643
2,3,1,2,2,1,1,1,3,1,3,3,2,13,3,0.9629
1,1,3,2,1,1,1,0,0,3,2,2,2,8,1,0.0522
1,1,2,1,1,1,1,1,2,3,2,3,2,11,1,0.1241
3,2,2,3,3,3,3,1,2,3,2,1,3,34,1,0.3962
2,2,2,2,1,1,1,1,1,3,2,2,2,11,2,0.4998
2,1,2,2,1,3,3,1,2,2,4,1,2,11,1,0.2509
2,1,2,2,3,3,2,1,1,2,5,1,2,34,3,0.866
2,1,3,2,1,1,1,1,3,2,4,2,2,11,1,0.2881
1,1,2,1,1,1,1,0,0,2,4,2,1,9,1,0.1297
2,2,2,2,3,3,3,1,3,2,5,3,2,33,2,0.9179
1,1,1,1,2,3,3,1,1,3,2,1,1,23,2,0.2563
3,3,2,3,3,3,3,1,1,3,2,2,3,33,2,0.8595
1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,0.0603
1,1,1,1,3,1,1,1,1,1,3,2,1,31,1,0.1966
1,1,1,1,3,3,3,1,1,1,1,4,1,36,1,0.13
1,1,2,1,1,1,1,1,2,2,4,2,2,5,1,0.2629
1,1,2,1,1,1,1,1,1,2,4,3,1,8,2,0.5397
1,1,1,1,3,3,3,1,1,1,1,4,1,36,1,0.13
3,2,2,2,3,3,1,1,2,2,4,3,2,25,2,0.9353
2,2,2,2,1,1,3,1,2,2,4,3,2,8,1,0.5857
2,2,2,2,1,3,3,1,1,3,2,2,2,8,2,0.5904
1,1,1,1,3,3,3,1,1,1,1,1,1,29,1,0.0903
1,2,1,1,2,2,2,1,1,3,2,3,2,19,1,0.3324
1,2,1,1,2,2,2,0,0,1,1,3,1,23,1,0.1022
1,2,1,1,2,2,2,0,0,1,3,4,1,24,1,0.2677
2,1,2,2,3,3,1,1,3,2,4,3,2,31,2,0.7388
1,1,2,1,1,1,1,1,1,3,2,1,1,11,1,0.0794
1,1,1,1,1,2,2,1,1,1,1,4,1,12,1,0.0844
2,3,2,3,3,1,1,1,3,2,4,3,3,26,3,0.9779
2,2,2,2,3,1,1,1,1,2,4,4,2,27,2,0.8968
1,2,1,1,2,3,3,1,1,1,1,4,1,19,1,0.2835
1,1,1,1,2,2,2,1,1,1,1,4,1,24,1,0.1001
3,3,2,3,3,3,3,1,3,2,5,3,3,28,2,0.9779
2,3,1,2,2,2,3,1,2,3,2,4,2,24,1,0.6439
2,1,2,2,1,1,3,1,2,2,5,3,2,11,2,0.6992
3,2,2,3,3,3,3,1,1,2,5,2,3,26,1,0.8229
2,2,2,2,3,3,1,1,1,2,4,1,2,28,3,0.9278
2,3,3,3,3,3,3,1,2,2,4,2,3,28,2,0.9315
2,3,1,2,2,2,3,1,2,1,3,1,2,18,1,0.6075
1,2,1,1,2,1,1,1,2,1,1,4,1,24,1,0.2079
3,1,3,3,1,1,1,1,2,3,2,1,3,5,1,0.1715
2,2,2,2,1,3,3,1,1,2,4,1,2,10,1,0.4523
2,3,2,3,2,1,2,1,2,3,2,1,3,14,3,0.9009
3,3,2,3,3,2,2,1,3,3,2,1,3,28,2,0.8601
3,2,2,2,3,1,1,1,2,1,3,1,2,25,3,0.9269
1,1,2,1,1,1,1,1,1,2,4,1,1,5,2,0.4508
1,1,2,1,1,3,1,1,1,2,5,3,1,9,2,0.6724
2,1,2,2,3,3,3,1,1,3,2,1,2,35,2,0.3605
1,2,1,1,2,2,2,1,1,1,1,3,1,24,1,0.1763
3,1,3,3,3,3,3,1,2,3,2,2,3,32,1,0.2927
2,1,2,2,3,3,3,1,2,2,4,2,2,25,3,0.8997
1,1,1,1,3,3,3,0,0,1,1,4,1,31,1,0.0887
3,3,2,3,3,3,2,1,2,2,4,1,3,28,3,0.9776
1,1,1,1,2,2,2,0,0,1,1,4,1,19,1,0.0675
2,2,2,2,3,1,1,1,2,2,5,3,2,34,1,0.7343
1,1,1,1,3,3,3,1,1,1,1,3,1,32,1,0.1242
2,1,2,1,1,3,2,1,2,3,2,3,2,2,3,0.7861
1,1,1,1,1,1,1,0,0,1,1,4,1,7,1,0.0512
3,2,2,2,3,3,1,1,2,2,5,2,2,28,3,0.9786
3,2,2,2,3,3,1,1,2,2,4,1,2,28,2,0.882
3,2,2,3,3,2,2,1,3,2,4,1,3,25,1,0.7022
2,3,1,2,2,3,2,1,3,3,2,4,2,13,3,0.967
2,2,2,2,2,1,1,1,3,2,4,3,2,22,3,0.928
1,2,2,2,1,1,1,1,1,3,2,2,2,11,1,0.1746
2,2,1,2,3,3,3,1,2,2,5,3,2,34,3,0.9641
3,2,2,3,3,1,1,1,2,3,2,1,3,26,3,0.8722
1,1,1,1,3,3,3,1,1,1,3,1,1,35,1,0.1611
3,2,2,2,3,2,2,1,1,3,2,2,2,26,2,0.8044
1,1,1,1,1,1,1,1,1,1,3,2,1,5,1,0.1568
2,2,2,2,3,3,3,1,2,2,4,4,2,34,2,0.8889
1,1,1,1,3,3,3,1,1,3,2,4,1,31,1,0.2712
3,2,2,3,3,1,2,1,3,2,4,2,3,28,3,0.9547
3,1,2,2,3,3,3,1,2,2,5,1,2,26,2,0.8546
1,1,2,1,1,1,1,0,0,2,4,2,1,10,2,0.2936
2,1,1,1,3,1,3,1,2,1,3,3,2,26,3,0.8584
3,3,1,3,3,3,1,1,3,2,5,3,3,26,3,0.9917
2,3,1,2,2,2,3,1,1,1,3,3,2,24,2,0.8403
3,1,3,3,3,1,1,1,1,3,2,4,3,28,1,0.391
1,1,2,1,1,1,2,1,2,3,2,2,2,5,1,0.1345
1,2,1,1,2,2,2,0,0,1,1,4,1,24,1,0.1224
2,1,2,2,1,1,1,1,3,2,4,2,2,10,3,0.7695
1,3,1,2,2,2,1,1,1,1,1,4,2,23,2,0.6082
2,3,1,2,3,3,3,1,1,2,4,3,2,34,2,0.9299
1,1,1,1,1,1,1,0,0,1,1,4,1,7,1,0.0512
1,1,2,1,1,1,1,0,0,3,2,4,1,10,2,0.2238
1,1,3,1,1,1,1,0,0,2,4,2,1,8,2,0.3352
1,1,1,1,2,3,2,1,1,1,3,2,1,19,1,0.194
3,2,2,3,3,3,3,1,1,2,4,1,3,34,3,0.9274
1,1,1,1,2,2,2,0,0,1,1,3,1,24,1,0.0418
2,1,2,2,3,1,1,1,3,2,4,1,2,32,1,0.3265
2,1,2,2,1,1,3,1,3,2,5,3,2,2,1,0.5694
3,3,1,2,3,3,3,1,3,3,4,2,3,34,2,0.9499
1,1,3,2,1,1,1,1,3,3,2,1,2,8,1,0.0864
2,2,2,2,2,1,1,1,2,2,5,3,2,13,3,0.9688
3,1,3,3,3,3,3,1,2,3,2,1,3,30,1,0.262
1,1,1,1,2,2,3,1,1,1,1,4,1,23,1,0.1088
1,1,1,1,3,3,3,0,0,1,1,2,1,32,1,0.0527
2,1,2,2,3,3,3,1,1,3,4,1,2,25,2,0.71
2,1,2,2,3,3,3,1,1,2,4,3,2,26,2,0.7798
1,1,1,1,1,1,1,0,0,1,3,1,1,7,1,0.0618
3,3,1,3,3,3,1,1,1,2,5,2,3,26,2,0.9659
2,1,3,2,1,3,1,1,1,2,4,1,2,8,2,0.5209
2,2,2,2,3,2,3,1,2,2,4,1,2,34,2,0.7777
2,1,2,2,3,3,3,1,3,2,5,3,2,33,1,0.6059
3,1,2,3,3,3,2,1,3,2,5,3,3,25,2,0.8889
2,2,1,2,3,3,3,1,2,3,2,2,2,30,2,0.6915
2,2,2,2,3,1,1,1,3,2,5,1,2,34,2,0.8377
2,3,2,3,2,2,2,1,2,2,4,1,3,22,2,0.841
3,3,2,3,3,1,1,1,1,2,4,1,3,34,2,0.8971
2,2,2,2,3,1,3,1,3,2,5,3,2,34,3,0.9648
3,2,3,3,1,3,3,1,3,2,4,1,3,5,1,0.6176
1,1,3,2,1,1,1,0,0,2,4,1,2,10,1,0.0846
2,2,1,2,3,3,3,1,3,2,4,1,2,32,2,0.7994
2,2,1,2,3,3,2,1,1,2,4,1,2,34,2,0.7549
2,3,2,3,3,3,1,1,2,2,4,2,3,28,1,0.7952
3,1,2,2,3,3,3,1,2,2,4,2,2,25,3,0.9353
1,1,1,1,3,3,3,0,0,1,1,4,1,31,1,0.0887
1,3,2,2,2,2,1,1,1,1,3,1,2,24,2,0.6642
1,3,2,2,2,2,1,1,2,1,1,3,2,23,1,0.3228
3,3,2,3,3,2,2,1,3,3,2,1,3,25,2,0.8774
2,2,1,2,3,3,3,1,3,2,4,1,2,34,3,0.9135
1,1,2,1,1,3,1,1,2,2,5,1,2,10,2,0.5371
2,1,1,2,3,3,2,1,1,2,4,1,2,28,3,0.8314
2,2,2,2,1,1,1,1,2,2,5,3,2,11,1,0.6435
3,2,2,3,3,3,3,1,3,2,4,2,3,25,2,0.9085
2,2,2,2,1,3,1,1,3,3,2,2,2,11,1,0.3028
2,3,1,2,2,2,3,1,2,1,1,3,2,19,1,0.4828
1,1,1,1,3,2,2,1,1,1,1,3,1,36,1,0.0943
2,1,2,2,3,3,2,1,2,2,5,3,2,26,1,0.6647
2,2,1,2,3,2,1,1,1,2,4,4,2,26,3,0.9631
1,2,2,2,2,3,1,1,2,2,5,3,2,15,2,0.8711
2,2,2,2,3,1,1,1,3,2,5,1,2,34,1,0.6376
2,1,3,3,1,1,1,1,2,3,2,2,3,10,1,0.114
1,1,1,1,3,3,3,0,0,1,1,3,1,28,1,0.0807
1,1,2,1,1,1,1,1,1,2,4,3,1,1,1,0.3629
2,1,2,2,3,3,1,1,3,2,4,2,2,32,2,0.6759
1,1,2,1,1,1,1,1,1,2,4,3,2,9,1,0.262
1,1,2,1,1,1,1,0,0,2,4,2,1,8,2,0.315
1,1,1,1,2,1,2,1,1,1,1,4,1,18,1,0.1238
3,2,3,3,3,3,3,1,3,3,2,1,3,34,1,0.4323
1,1,1,1,2,2,2,0,0,1,3,1,1,20,1,0.0776
3,2,1,3,3,3,1,1,2,2,5,4,3,28,1,0.8609
2,2,2,2,2,3,3,1,2,2,4,2,2,14,2,0.8567
3,1,3,3,3,3,3,1,3,3,2,1,3,34,1,0.2349
3,2,2,3,3,3,3,1,1,2,4,4,3,34,3,0.9648
3,3,2,3,3,3,3,1,3,2,4,2,3,31,2,0.9479
2,2,3,2,1,3,2,1,2,3,2,2,3,9,3,0.8067
1,2,2,2,1,3,2,1,3,3,2,4,2,9,2,0.603
2,1,2,2,3,3,3,1,1,2,4,1,2,28,3,0.8495
1,1,1,1,3,3,3,1,1,1,1,1,1,29,1,0.0903
3,1,2,3,3,3,1,1,3,3,2,2,3,30,1,0.2886
2,2,1,2,3,2,2,1,1,2,5,3,2,28,2,0.9132
2,1,2,2,1,1,1,1,2,3,2,2,2,11,2,0.299
3,2,2,3,3,3,3,1,1,3,2,2,3,34,1,0.4442
2,2,2,2,3,1,3,1,3,2,4,3,2,30,1,0.7068
1,1,2,1,1,1,1,1,1,2,4,2,1,12,2,0.4262
1,2,1,1,2,2,2,0,0,1,1,3,1,19,1,0.1223
3,3,2,3,3,3,1,1,2,2,4,3,3,28,2,0.9594
1,2,1,1,2,2,2,1,1,1,1,3,1,24,1,0.1763
3,1,1,2,3,3,3,1,2,2,4,2,2,34,2,0.7402
3,3,2,3,3,3,3,1,1,2,4,2,3,34,2,0.9331
2,1,2,2,3,3,3,1,3,2,4,3,2,26,3,0.9209
3,1,1,2,3,3,2,1,1,2,5,2,2,25,2,0.8681
1,1,3,2,1,1,1,0,0,2,5,2,2,5,1,0.1991
1,2,1,1,2,2,2,1,1,1,1,3,1,24,1,0.1763
3,3,2,3,3,3,3,1,1,2,4,1,3,25,3,0.9804
3,1,3,3,3,3,3,1,2,3,2,2,3,29,1,0.325
2,1,3,2,1,3,3,1,1,2,5,1,2,9,1,0.3833
1,1,3,2,1,1,1,1,2,2,4,3,2,9,2,0.4982
3,3,2,3,3,3,3,1,3,2,4,2,3,28,1,0.8782
2,1,2,2,3,1,1,1,3,2,4,3,2,34,1,0.4215
1,2,2,2,1,3,3,1,1,2,4,2,2,11,1,0.3859
1,1,2,1,1,1,1,0,0,2,4,1,1,5,1,0.124
2,1,2,2,1,1,1,1,1,2,4,4,2,9,2,0.6398
1,1,1,1,3,3,3,0,0,1,3,1,1,31,1,0.1063
3,1,2,2,3,1,1,1,2,3,2,1,2,33,1,0.2264
3,1,3,3,1,3,3,1,1,3,4,1,3,5,1,0.3884
2,2,1,2,3,3,1,1,2,3,2,2,2,30,2,0.6729
1,3,1,2,2,2,2,1,2,3,2,3,2,19,1,0.5178
3,3,3,3,3,2,3,1,2,3,2,3,3,25,3,0.9742
1,1,1,1,1,1,1,0,0,1,1,3,1,5,1,0.0442
2,3,2,3,2,3,3,1,1,2,4,1,3,13,3,0.9626
3,2,2,3,3,2,2,1,2,2,4,1,3,34,3,0.924
1,3,1,2,2,2,2,0,0,1,3,3,2,19,1,0.41
1,1,1,1,3,3,3,1,1,3,2,1,1,30,2,0.3487
1,1,1,1,2,2,2,0,0,1,1,3,1,19,1,0.0532
2,2,2,2,3,1,2,1,2,2,5,3,2,34,2,0.8943
3,2,2,3,3,3,3,1,3,2,4,3,3,25,1,0.8136
1,1,1,1,2,2,2,0,0,1,1,4,1,19,1,0.0675
2,3,1,2,2,3,3,1,3,2,5,3,2,14,3,0.9887
2,1,2,2,1,1,3,1,1,2,5,3,2,2,2,0.7759
2,2,2,2,2,1,1,1,1,2,5,2,2,21,1,0.6383
2,2,2,2,3,2,2,1,2,2,5,1,2,28,3,0.9557
