lead_id,product_category,product_type,product_complexity,product_base_price,product_tax_rate,price_tier,capacity_tons,capacity_bin,product_x_capacity,total_price_with_tax,capacity_price_ratio,quotation_sent,is_enterprise_deal,industry_close_rate,pipeline_stage,is_repeat_customer,sale_closed,days_in_pipeline,pipeline_velocity
lead:00002663,hybrid,dual_fuel,5,217500,18,high,12,11-20t,dual_fuel_11-20t,256650,4.7e-05,0,0,0.486,Follow Up / Negot.,0,1,10,0.4067
lead:00002664,hybrid,inverter,2,98500,18,mid,1,1-5t,inverter_1-5t,116230,9e-06,0,0,0.576,Manual Follow Up,1,0,19,0.127
lead:00002665,hybrid,dual_fuel,4,153500,18,high,9,6-10t,dual_fuel_6-10t,181130,5e-05,1,1,0.585,Closed,1,1,2,3.0083
lead:00002666,chiller,rooftop,4,262500,18,high,9,6-10t,rooftop_6-10t,309750,2.9e-05,1,0,0.482,Proposal Sent,1,1,14,0.2438
lead:00002667,cooler,portable,1,34500,12,low,10,6-10t,portable_6-10t,38640,0.000259,1,0,0.617,Quotation,1,1,10,0.36
lead:00002668,cooler,split,2,57500,12,mid,7,6-10t,split_6-10t,64400,0.000109,0,0,0.599,Sales Qualified,0,1,5,0.3951
lead:00002669,chiller,glycol,4,239500,18,high,32,21-50t,glycol_21-50t,282610,0.000113,1,0,0.573,On Hold,0,0,67,0.0205
lead:00002670,chiller,scroll,4,233000,18,high,26,21-50t,scroll_21-50t,274940,9.5e-05,1,1,0.55,Closed,0,1,2,3.0017
lead:00002671,chiller,centrifugal,5,465500,18,enterprise,77,51-100t,centrifugal_51-100t,549290,0.00014,1,1,0.402,Sales Qualified,0,0,4,0.4902
lead:00002672,hybrid,premium,4,136000,18,mid,5,1-5t,premium_1-5t,160480,3.1e-05,1,0,0.628,Contract Sent,1,1,13,0.3874
lead:00002673,cooler,cassette,2,55500,12,mid,1,1-5t,cassette_1-5t,62160,1.6e-05,0,0,0.606,Lost,0,0,19,0.0553
lead:00002674,chiller,air_cooled,4,215000,18,high,10,6-10t,air_cooled_6-10t,253700,3.9e-05,1,1,0.568,Follow Up / Negot.,0,1,14,0.2908
lead:00002675,hybrid,vrf,5,217000,18,high,5,1-5t,vrf_1-5t,256060,2e-05,1,0,0.527,On Hold,0,0,45,0.0292
lead:00002676,hybrid,premium,3,172000,18,high,6,6-10t,premium_6-10t,202960,3e-05,0,0,0.554,Proposal Sent,1,0,10,0.3444
lead:00002677,cooler,modular,2,71000,12,mid,18,11-20t,modular_11-20t,79520,0.000226,1,0,0.59,Closed,0,1,1,5.9958
lead:00002678,chiller,air_cooled,4,233000,18,high,7,6-10t,air_cooled_6-10t,274940,2.5e-05,0,1,0.498,On Hold,0,0,64,0.0333
lead:00002679,hybrid,vrf,5,231500,18,high,9,6-10t,vrf_6-10t,273170,3.3e-05,1,0,0.564,Contract Sent,1,1,7,0.7092
lead:00002680,hybrid,vrf,3,165500,18,high,5,1-5t,vrf_1-5t,195290,2.6e-05,0,0,0.486,Demo Scheduled,0,0,14,0.2225
lead:00002681,chiller,screw,5,542000,18,enterprise,74,51-100t,screw_51-100t,639560,0.000116,1,1,0.452,Quotation,0,1,13,0.2748
lead:00002682,chiller,air_cooled,4,238500,18,high,8,6-10t,air_cooled_6-10t,281430,2.8e-05,1,0,0.51,Closed,0,1,2,2.9954
lead:00002683,chiller,glycol,3,246000,18,high,11,11-20t,glycol_11-20t,290280,3.8e-05,1,1,0.531,Follow Up / Negot.,0,1,27,0.1409
lead:00002684,hybrid,combo,4,110500,18,mid,9,6-10t,combo_6-10t,130390,6.9e-05,1,0,0.625,Follow Up / Negot.,0,0,29,0.1312
lead:00002685,cooler,portable,1,22500,12,low,9,6-10t,portable_6-10t,25200,0.000357,0,0,0.662,Sales Qualified,0,1,7,0.2948
lead:00002686,hybrid,premium,4,146000,18,mid,41,21-50t,premium_21-50t,172280,0.000238,0,0,0.571,On Hold,0,0,86,0.0124
lead:00002687,hybrid,inverter,2,99500,18,mid,8,6-10t,inverter_6-10t,117410,6.8e-05,1,0,0.635,Manual Follow Up,0,0,12,0.2109
lead:00002688,chiller,glycol,4,230500,18,high,49,21-50t,glycol_21-50t,271990,0.00018,1,0,0.577,Closed,0,1,0,6.0
lead:00002689,cooler,floor_stand,1,38500,12,low,5,1-5t,floor_stand_1-5t,43120,0.000116,1,0,0.62,Sales Follow Up,0,1,20,0.1329
lead:00002690,chiller,air_cooled,3,230000,18,high,13,11-20t,air_cooled_11-20t,271400,4.8e-05,1,1,0.456,Follow Up / Negot.,1,1,28,0.1342
lead:00002691,hybrid,solar_hybrid,5,197500,18,high,1,1-5t,solar_hybrid_1-5t,233050,4e-06,0,0,0.598,Sales Follow Up,0,0,19,0.1261
lead:00002692,cooler,modular,2,76000,12,mid,15,11-20t,modular_11-20t,85120,0.000176,1,1,0.564,Lost,0,0,26,0.0349
lead:00002693,cooler,evaporative,2,22500,12,low,1,1-5t,evaporative_1-5t,25200,4e-05,1,0,0.592,Proposal Sent,1,1,29,0.12
lead:00002694,cooler,evaporative,2,20000,12,low,3,1-5t,evaporative_1-5t,22400,0.000134,1,0,0.667,Sales Follow Up,0,1,12,0.2113
lead:00002695,hybrid,heat_pump,4,137500,18,mid,31,21-50t,heat_pump_21-50t,162250,0.000191,1,1,0.635,Proposal Sent,0,1,30,0.124
lead:00002696,cooler,cassette,3,46500,12,low,8,6-10t,cassette_6-10t,52080,0.000154,1,1,0.659,Closed,1,1,1,5.9961
lead:00002697,chiller,absorption,5,686000,18,enterprise,31,21-50t,absorption_21-50t,809480,3.8e-05,0,1,0.509,Sales Qualified,0,1,9,0.2284
lead:00002698,chiller,air_cooled,4,186000,18,high,6,6-10t,air_cooled_6-10t,219480,2.7e-05,1,1,0.457,Contract Sent,1,1,15,0.3394
lead:00002699,chiller,screw,4,381000,18,high,42,21-50t,screw_21-50t,449580,9.3e-05,1,1,0.57,Sales Qualified,0,1,10,0.1914
lead:00002700,hybrid,dual_fuel,5,205000,18,high,8,6-10t,dual_fuel_6-10t,241900,3.3e-05,1,0,0.597,Sales Follow Up,0,0,20,0.134
lead:00002701,hybrid,inverter,2,89500,18,mid,8,6-10t,inverter_6-10t,105610,7.6e-05,1,0,0.595,Quotation,0,1,30,0.1116
lead:00002702,hybrid,combo,3,121500,18,mid,7,6-10t,combo_6-10t,143370,4.9e-05,1,0,0.564,Quotation,1,1,30,0.1125
lead:00002703,cooler,portable,1,20000,12,low,4,1-5t,portable_1-5t,22400,0.000179,1,0,0.676,Quotation,0,1,28,0.1272
lead:00002704,hybrid,dual_fuel,4,191500,18,high,26,21-50t,dual_fuel_21-50t,225970,0.000115,0,0,0.486,Lost,0,0,50,0.0132
lead:00002705,chiller,scroll,4,254000,18,high,11,11-20t,scroll_11-20t,299720,3.7e-05,0,0,0.524,Demo Scheduled,0,1,15,0.1921
lead:00002706,hybrid,combo,2,118500,18,mid,7,6-10t,combo_6-10t,139830,5e-05,0,0,0.575,Sales Follow Up,0,0,147,0.0167
lead:00002707,hybrid,inverter,2,86500,18,mid,10,6-10t,inverter_6-10t,102070,9.8e-05,0,1,0.642,On Hold,1,0,78,0.022
lead:00002708,chiller,industrial,4,302000,18,high,36,21-50t,industrial_21-50t,356360,0.000101,1,1,0.554,New Lead,0,1,0,1.0
lead:00002709,chiller,screw,4,475500,18,enterprise,47,21-50t,screw_21-50t,561090,8.4e-05,1,1,0.479,New Lead,0,0,3,0.3245
lead:00002710,hybrid,heat_pump,3,102000,18,mid,17,11-20t,heat_pump_11-20t,120360,0.000141,0,0,0.535,Demo Scheduled,0,1,7,0.4271
lead:00002711,chiller,rooftop,4,298500,18,high,35,21-50t,rooftop_21-50t,352230,9.9e-05,1,1,0.583,Contract Sent,0,1,4,1.2514
lead:00002712,chiller,centrifugal,5,404500,18,enterprise,82,51-100t,centrifugal_51-100t,477310,0.000172,0,1,0.479,Lost,0,0,24,0.0354
lead:00002713,chiller,rooftop,4,348000,18,high,27,21-50t,rooftop_21-50t,410640,6.6e-05,1,0,0.596,New Lead,1,1,4,0.2522
lead:00002714,chiller,centrifugal,4,640500,18,enterprise,9,6-10t,centrifugal_6-10t,755790,1.2e-05,1,1,0.52,Closed,0,1,1,6.0052
lead:00002715,chiller,scroll,3,231000,18,high,9,6-10t,scroll_6-10t,272580,3.3e-05,1,0,0.536,Quotation,1,1,20,0.1782
lead:00002716,chiller,rooftop,4,376000,18,high,12,11-20t,rooftop_11-20t,443680,2.7e-05,1,1,0.498,Follow Up / Negot.,0,1,11,0.3583
lead:00002717,chiller,absorption,5,458000,18,enterprise,50,21-50t,absorption_21-50t,540440,9.3e-05,1,1,0.482,Closed,0,1,0,6.0
lead:00002718,chiller,centrifugal,4,424500,18,enterprise,20,11-20t,centrifugal_11-20t,500910,4e-05,0,1,0.508,Lost,0,0,28,0.0449
lead:00002719,cooler,evaporative,2,20500,12,low,1,1-5t,evaporative_1-5t,22960,4.4e-05,1,0,0.561,Lost,0,1,33,0.0371
lead:00002720,chiller,air_cooled,3,232000,18,high,48,21-50t,air_cooled_21-50t,273760,0.000175,1,1,0.578,Contract Sent,0,1,7,0.7077
lead:00002721,cooler,split,2,41000,12,low,9,6-10t,split_6-10t,45920,0.000196,0,0,0.645,Quotation,0,1,23,0.1436
lead:00002722,chiller,rooftop,3,250500,18,high,9,6-10t,rooftop_6-10t,295590,3e-05,1,1,0.509,Contract Sent,0,1,5,0.992
lead:00002723,chiller,centrifugal,5,391000,18,high,9,6-10t,centrifugal_6-10t,461380,2e-05,1,0,0.563,Closed,1,1,0,6.0
lead:00002724,hybrid,inverter,2,100500,18,mid,5,1-5t,inverter_1-5t,118590,4.2e-05,1,0,0.623,Follow Up / Negot.,1,1,21,0.1838
lead:00002725,hybrid,heat_pump,3,123000,18,mid,9,6-10t,heat_pump_6-10t,145140,6.2e-05,1,0,0.611,Quotation,0,1,22,0.1656
lead:00002726,chiller,industrial,5,441500,18,enterprise,23,21-50t,industrial_21-50t,520970,4.4e-05,0,1,0.484,Manual Follow Up,0,0,23,0.104
lead:00002727,chiller,air_cooled,3,167500,18,high,15,11-20t,air_cooled_11-20t,197650,7.6e-05,1,0,0.538,Quotation,0,0,14,0.2567
lead:00002728,cooler,split,3,61000,12,mid,7,6-10t,split_6-10t,68320,0.000102,1,0,0.54,Sales Follow Up,0,0,8,0.3082
lead:00002729,cooler,evaporative,2,23500,12,low,3,1-5t,evaporative_1-5t,26320,0.000114,1,0,0.625,Quotation,0,1,29,0.1109
lead:00002730,hybrid,premium,4,111000,18,mid,10,6-10t,premium_6-10t,130980,7.6e-05,1,0,0.623,Manual Follow Up,0,0,16,0.1561
lead:00002731,chiller,industrial,5,351500,18,high,29,21-50t,industrial_21-50t,414770,7e-05,1,0,0.584,Proposal Sent,1,1,24,0.1514
lead:00002732,chiller,scroll,3,243500,18,high,66,51-100t,scroll_51-100t,287330,0.00023,1,0,0.53,Sales Qualified,0,0,9,0.2294
lead:00002733,chiller,glycol,3,232500,18,high,17,11-20t,glycol_11-20t,274350,6.2e-05,1,1,0.469,Sales Qualified,0,0,5,0.405
lead:00002734,hybrid,inverter,2,88000,18,mid,14,11-20t,inverter_11-20t,103840,0.000135,0,0,0.584,On Hold,0,0,107,0.01
lead:00002735,chiller,air_cooled,3,279000,18,high,32,21-50t,air_cooled_21-50t,329220,9.7e-05,1,1,0.567,Contract Sent,0,1,10,0.4917
lead:00002736,hybrid,vrf,4,205500,18,high,11,11-20t,vrf_11-20t,242490,4.5e-05,1,0,0.523,Follow Up / Negot.,0,1,21,0.1963
lead:00002737,hybrid,combo,3,101000,18,mid,9,6-10t,combo_6-10t,119180,7.6e-05,1,0,0.612,Quotation,1,1,20,0.1733
lead:00002738,chiller,centrifugal,5,629000,18,enterprise,13,11-20t,centrifugal_11-20t,742220,1.8e-05,1,1,0.533,Follow Up / Negot.,0,1,27,0.1514
lead:00002739,chiller,glycol,3,232000,18,high,16,11-20t,glycol_11-20t,273760,5.8e-05,0,0,0.545,Lost,1,0,29,0.0389
lead:00002740,hybrid,dual_fuel,4,200000,18,high,2,1-5t,dual_fuel_1-5t,236000,8e-06,1,0,0.503,Closed,0,1,0,6.0
lead:00002741,chiller,air_cooled,3,255000,18,high,12,11-20t,air_cooled_11-20t,300900,4e-05,0,0,0.598,Sales Follow Up,0,0,18,0.143
lead:00002742,hybrid,solar_hybrid,4,190500,18,high,7,6-10t,solar_hybrid_6-10t,224790,3.1e-05,1,0,0.589,Follow Up / Negot.,0,1,20,0.2062
lead:00002743,chiller,centrifugal,5,529500,18,enterprise,51,51-100t,centrifugal_51-100t,624810,8.2e-05,0,1,0.468,Lost,1,0,18,0.0571
lead:00002744,cooler,portable,1,19500,12,low,4,1-5t,portable_1-5t,21840,0.000183,0,0,0.583,On Hold,0,0,65,0.0213
lead:00002745,hybrid,vrf,4,151000,18,high,6,6-10t,vrf_6-10t,178180,3.4e-05,1,0,0.589,Contract Sent,1,1,8,0.6259
lead:00002746,cooler,split,3,43500,12,low,5,1-5t,split_1-5t,48720,0.000103,1,0,0.606,Quotation,0,1,28,0.1214
lead:00002747,chiller,absorption,4,493500,18,enterprise,74,51-100t,absorption_51-100t,582330,0.000127,1,1,0.54,Manual Follow Up,0,0,21,0.1267
lead:00002748,hybrid,premium,4,156000,18,high,11,11-20t,premium_11-20t,184080,6e-05,1,1,0.512,Closed,0,1,1,5.9994
lead:00002749,chiller,absorption,5,396000,18,high,17,11-20t,absorption_11-20t,467280,3.6e-05,1,0,0.455,Proposal Sent,0,0,21,0.1627
lead:00002750,chiller,scroll,3,282500,18,high,13,11-20t,scroll_11-20t,333350,3.9e-05,1,1,0.539,Demo Scheduled,0,1,6,0.4947
lead:00002751,hybrid,dual_fuel,4,179000,18,high,6,6-10t,dual_fuel_6-10t,211220,2.8e-05,1,0,0.532,Proposal Sent,0,1,14,0.2541
lead:00002752,cooler,portable,1,20500,12,low,2,1-5t,portable_1-5t,22960,8.7e-05,1,0,0.633,Sales Follow Up,0,1,5,0.5034
lead:00002753,chiller,glycol,4,225000,18,high,22,21-50t,glycol_21-50t,265500,8.3e-05,1,1,0.555,Follow Up / Negot.,0,1,18,0.2146
lead:00002754,cooler,evaporative,1,12500,12,low,4,1-5t,evaporative_1-5t,14000,0.000286,0,0,0.688,Lost,0,0,40,0.0157
lead:00002755,hybrid,solar_hybrid,4,176000,18,high,21,21-50t,solar_hybrid_21-50t,207680,0.000101,1,0,0.589,Quotation,0,1,19,0.1919
lead:00002756,hybrid,inverter,2,104000,18,mid,33,21-50t,inverter_21-50t,122720,0.000269,1,0,0.61,Proposal Sent,0,1,20,0.1694
lead:00002757,hybrid,inverter,2,95000,18,mid,8,6-10t,inverter_6-10t,112100,7.1e-05,1,0,0.59,Contract Sent,0,1,116,0.0373
lead:00002758,cooler,modular,2,62500,12,mid,5,1-5t,modular_1-5t,70000,7.1e-05,1,0,0.619,Quotation,0,1,8,0.4328
lead:00002759,cooler,split,3,38500,12,low,9,6-10t,split_6-10t,43120,0.000209,1,0,0.577,Quotation,0,1,147,0.0204
lead:00002760,cooler,portable,1,23500,12,low,10,6-10t,portable_6-10t,26320,0.00038,1,0,0.6,Lost,0,0,53,0.0194
lead:00002761,hybrid,dual_fuel,5,175500,18,high,32,21-50t,dual_fuel_21-50t,207090,0.000155,0,0,0.53,On Hold,0,0,51,0.03
lead:00002762,chiller,air_cooled,4,206000,18,high,8,6-10t,air_cooled_6-10t,243080,3.3e-05,0,1,0.537,Lost,0,0,44,0.0263
lead:00002763,cooler,evaporative,1,22500,12,low,2,1-5t,evaporative_1-5t,25200,7.9e-05,1,0,0.687,Sales Qualified,0,0,3,0.6751
lead:00002764,cooler,economy,1,16500,12,low,11,11-20t,economy_11-20t,18480,0.000595,1,0,0.615,Lost,0,0,16,0.0623
lead:00002765,hybrid,solar_hybrid,4,176000,18,high,9,6-10t,solar_hybrid_6-10t,207680,4.3e-05,1,0,0.572,Quotation,0,0,28,0.1161
lead:00002766,chiller,glycol,3,186000,18,high,18,11-20t,glycol_11-20t,219480,8.2e-05,1,0,0.587,Lost,0,0,60,0.0256
lead:00002767,hybrid,solar_hybrid,4,195500,18,high,18,11-20t,solar_hybrid_11-20t,230690,7.8e-05,0,0,0.522,Manual Follow Up,0,0,20,0.1226
lead:00002768,chiller,absorption,5,475000,18,enterprise,19,11-20t,absorption_11-20t,560500,3.4e-05,1,1,0.544,Lost,1,0,52,0.019
lead:00002769,hybrid,heat_pump,4,158500,18,high,19,11-20t,heat_pump_11-20t,187030,0.000102,1,0,0.491,Follow Up / Negot.,0,1,22,0.1786
lead:00002770,hybrid,heat_pump,3,95500,18,mid,14,11-20t,heat_pump_11-20t,112690,0.000124,1,0,0.537,Lost,1,0,39,0.0348
lead:00002771,hybrid,inverter,3,92000,18,mid,20,11-20t,inverter_11-20t,108560,0.000184,1,0,0.555,Proposal Sent,1,1,27,0.1241
lead:00002772,chiller,air_cooled,4,247500,18,high,60,51-100t,air_cooled_51-100t,292050,0.000205,1,0,0.58,Follow Up / Negot.,0,0,10,0.3924
lead:00002773,hybrid,heat_pump,3,108500,18,mid,6,6-10t,heat_pump_6-10t,128030,4.7e-05,1,0,0.648,Follow Up / Negot.,0,1,12,0.3257
lead:00002774,chiller,screw,5,366000,18,high,38,21-50t,screw_21-50t,431880,8.8e-05,1,1,0.455,Quotation,1,1,28,0.1212
lead:00002775,cooler,modular,2,71500,12,mid,4,1-5t,modular_1-5t,80080,5e-05,1,0,0.521,Follow Up / Negot.,0,1,16,0.2557
lead:00002776,chiller,rooftop,3,332500,18,high,40,21-50t,rooftop_21-50t,392350,0.000102,1,1,0.521,Contract Sent,0,1,162,0.0223
lead:00002777,hybrid,dual_fuel,5,166500,18,high,12,11-20t,dual_fuel_11-20t,196470,6.1e-05,1,0,0.464,On Hold,0,0,25,0.0548
lead:00002778,chiller,absorption,4,472000,18,enterprise,7,6-10t,absorption_6-10t,556960,1.3e-05,1,1,0.518,Lost,0,0,53,0.0172
lead:00002779,cooler,modular,2,60500,12,mid,5,1-5t,modular_1-5t,67760,7.4e-05,0,0,0.558,Sales Follow Up,0,0,17,0.1502
lead:00002780,cooler,split,3,44500,12,low,9,6-10t,split_6-10t,49840,0.000181,1,0,0.594,Quotation,0,1,137,0.0171
lead:00002781,chiller,industrial,5,394500,18,high,46,21-50t,industrial_21-50t,465510,9.9e-05,0,0,0.568,Proposal Sent,1,1,15,0.2312
lead:00002782,cooler,cassette,2,70000,12,mid,1,1-5t,cassette_1-5t,78400,1.3e-05,1,0,0.626,Follow Up / Negot.,0,1,23,0.1645
lead:00002783,cooler,economy,2,18500,12,low,1,1-5t,economy_1-5t,20720,4.8e-05,1,0,0.596,Quotation,0,1,13,0.26
lead:00002784,cooler,split,2,68500,12,mid,2,1-5t,split_1-5t,76720,2.6e-05,1,0,0.56,Contract Sent,1,1,9,0.5482
lead:00002785,hybrid,dual_fuel,5,143500,18,mid,9,6-10t,dual_fuel_6-10t,169330,5.3e-05,1,0,0.642,On Hold,0,1,25,0.0564
lead:00002786,hybrid,solar_hybrid,5,201500,18,high,4,1-5t,solar_hybrid_1-5t,237770,1.7e-05,1,0,0.552,Follow Up / Negot.,0,0,35,0.1148
lead:00002787,chiller,scroll,4,317500,18,high,78,51-100t,scroll_51-100t,374650,0.000208,1,1,0.503,Sales Qualified,0,0,96,0.0251
lead:00002788,hybrid,premium,4,157000,18,high,9,6-10t,premium_6-10t,185260,4.9e-05,1,0,0.597,Follow Up / Negot.,0,1,18,0.2317
lead:00002789,cooler,economy,1,24000,12,low,6,6-10t,economy_6-10t,26880,0.000223,1,0,0.555,Demo Scheduled,0,0,16,0.1791
lead:00002790,chiller,rooftop,4,288500,18,high,11,11-20t,rooftop_11-20t,340430,3.2e-05,1,0,0.459,Contract Sent,0,1,14,0.3576
lead:00002791,chiller,scroll,4,224500,18,high,20,11-20t,scroll_11-20t,264910,7.5e-05,1,1,0.478,Follow Up / Negot.,0,1,35,0.1092
lead:00002792,chiller,glycol,4,158500,18,high,10,6-10t,glycol_6-10t,187030,5.3e-05,1,1,0.489,Follow Up / Negot.,0,1,10,0.39
lead:00002793,chiller,scroll,4,271000,18,high,11,11-20t,scroll_11-20t,319780,3.4e-05,0,0,0.586,Quotation,1,0,15,0.2381
lead:00002794,hybrid,premium,3,145000,18,mid,15,11-20t,premium_11-20t,171100,8.8e-05,1,1,0.546,Follow Up / Negot.,0,0,22,0.1884
lead:00002795,hybrid,combo,4,96500,18,mid,5,1-5t,combo_1-5t,113870,4.4e-05,0,0,0.639,New Lead,0,0,0,1.0
lead:00002796,chiller,absorption,4,517500,18,enterprise,19,11-20t,absorption_11-20t,610650,3.1e-05,0,1,0.425,Sales Qualified,0,0,5,0.3961
lead:00002797,hybrid,premium,3,123500,18,mid,37,21-50t,premium_21-50t,145730,0.000254,1,0,0.602,Closed,1,1,3,1.9999
lead:00002798,chiller,air_cooled,3,179000,18,high,17,11-20t,air_cooled_11-20t,211220,8e-05,0,0,0.593,On Hold,0,0,33,0.0518
lead:00002799,chiller,screw,4,536500,18,enterprise,70,51-100t,screw_51-100t,633070,0.000111,0,1,0.424,New Lead,0,0,2,0.5047
lead:00002800,hybrid,vrf,5,178000,18,high,9,6-10t,vrf_6-10t,210040,4.3e-05,1,0,0.521,Sales Follow Up,1,1,15,0.1725
lead:00002801,hybrid,solar_hybrid,5,209000,18,high,12,11-20t,solar_hybrid_11-20t,246620,4.9e-05,1,1,0.482,Proposal Sent,0,1,29,0.1182
lead:00002802,chiller,glycol,4,155500,18,high,30,21-50t,glycol_21-50t,183490,0.000163,0,0,0.535,On Hold,1,0,63,0.0178
lead:00002803,chiller,rooftop,4,330000,18,high,10,6-10t,rooftop_6-10t,389400,2.6e-05,0,1,0.56,Sales Qualified,0,0,12,0.1676
lead:00002804,chiller,glycol,3,221500,18,high,12,11-20t,glycol_11-20t,261370,4.6e-05,0,1,0.515,Sales Follow Up,0,0,13,0.1901
lead:00002805,cooler,economy,2,21500,12,low,3,1-5t,economy_1-5t,24080,0.000125,1,0,0.604,Quotation,1,1,18,0.1979
lead:00002806,cooler,modular,2,47000,12,low,2,1-5t,modular_1-5t,52640,3.8e-05,1,0,0.682,Closed,1,1,3,2.0064
lead:00002807,hybrid,dual_fuel,4,168500,18,high,19,11-20t,dual_fuel_11-20t,198830,9.6e-05,1,0,0.486,Proposal Sent,0,1,22,0.1535
lead:00002808,chiller,rooftop,4,317500,18,high,7,6-10t,rooftop_6-10t,374650,1.9e-05,0,0,0.572,Lost,0,0,27,0.0325
lead:00002809,hybrid,vrf,5,132500,18,mid,10,6-10t,vrf_6-10t,156350,6.4e-05,1,1,0.606,Quotation,0,1,25,0.136
lead:00002810,cooler,evaporative,1,23000,12,low,4,1-5t,evaporative_1-5t,25760,0.000155,1,0,0.61,Closed,1,1,1,6.0009
lead:00002811,chiller,absorption,5,492000,18,enterprise,9,6-10t,absorption_6-10t,580560,1.6e-05,1,1,0.455,Closed,0,1,3,1.9906
lead:00002812,cooler,evaporative,1,17500,12,low,4,1-5t,evaporative_1-5t,19600,0.000204,0,0,0.605,On Hold,0,0,72,0.0231
lead:00002813,chiller,scroll,4,259000,18,high,7,6-10t,scroll_6-10t,305620,2.3e-05,0,0,0.484,Proposal Sent,0,0,17,0.2029
lead:00002814,cooler,modular,3,74000,12,mid,2,1-5t,modular_1-5t,82880,2.4e-05,1,1,0.628,Contract Sent,1,1,9,0.564
lead:00002815,chiller,screw,4,540500,18,enterprise,16,11-20t,screw_11-20t,637790,2.5e-05,1,1,0.477,Contract Sent,0,0,159,0.0318
lead:00002816,chiller,centrifugal,4,384000,18,high,14,11-20t,centrifugal_11-20t,453120,3.1e-05,1,1,0.494,Closed,1,1,3,2.0099
lead:00002817,cooler,economy,2,26500,12,low,6,6-10t,economy_6-10t,29680,0.000202,1,0,0.696,Sales Follow Up,0,0,19,0.1224
lead:00002818,chiller,absorption,4,566000,18,enterprise,20,11-20t,absorption_11-20t,667880,3e-05,0,1,0.411,On Hold,0,0,22,0.0634
lead:00002819,chiller,glycol,4,197000,18,high,60,51-100t,glycol_51-100t,232460,0.000258,1,0,0.595,Lost,0,0,57,0.0176
lead:00002820,cooler,evaporative,2,19000,12,low,4,1-5t,evaporative_1-5t,21280,0.000188,0,0,0.685,Quotation,0,0,13,0.2781
lead:00002821,chiller,rooftop,4,342500,18,high,13,11-20t,rooftop_11-20t,404150,3.2e-05,1,1,0.456,Follow Up / Negot.,1,1,20,0.198
lead:00002822,chiller,centrifugal,4,560500,18,enterprise,31,21-50t,centrifugal_21-50t,661390,4.7e-05,0,1,0.484,Sales Qualified,0,0,10,0.2022
lead:00002823,cooler,split,3,40500,12,low,8,6-10t,split_6-10t,45360,0.000176,0,0,0.571,New Lead,0,0,3,0.3341
lead:00002824,cooler,cassette,3,57000,12,mid,7,6-10t,cassette_6-10t,63840,0.00011,1,0,0.572,New Lead,0,1,0,1.0
lead:00002825,hybrid,dual_fuel,4,200000,18,high,22,21-50t,dual_fuel_21-50t,236000,9.3e-05,1,0,0.475,Quotation,1,1,12,0.282
lead:00002826,hybrid,inverter,3,116000,18,mid,3,1-5t,inverter_1-5t,136880,2.2e-05,0,0,0.643,Sales Qualified,0,0,7,0.2902
lead:00002827,hybrid,dual_fuel,5,189000,18,high,16,11-20t,dual_fuel_11-20t,223020,7.2e-05,1,0,0.518,Closed,1,1,3,2.002
lead:00002828,chiller,screw,4,443000,18,enterprise,17,11-20t,screw_11-20t,522740,3.3e-05,1,1,0.46,Follow Up / Negot.,0,1,15,0.2723
lead:00002829,cooler,cassette,2,62000,12,mid,4,1-5t,cassette_1-5t,69440,5.8e-05,1,0,0.644,Follow Up / Negot.,0,1,31,0.1328
lead:00002830,cooler,floor_stand,2,28500,12,low,4,1-5t,floor_stand_1-5t,31920,0.000125,1,0,0.658,Contract Sent,1,1,14,0.3665
lead:00002831,chiller,industrial,5,253500,18,high,10,6-10t,industrial_6-10t,299130,3.3e-05,1,1,0.579,Proposal Sent,0,0,11,0.3197
lead:00002832,hybrid,solar_hybrid,4,218500,18,high,3,1-5t,solar_hybrid_1-5t,257830,1.2e-05,1,0,0.493,Proposal Sent,0,1,21,0.1602
lead:00002833,hybrid,solar_hybrid,5,278500,18,high,40,21-50t,solar_hybrid_21-50t,328630,0.000122,1,1,0.453,Contract Sent,0,1,13,0.3881
lead:00002834,chiller,industrial,5,266500,18,high,17,11-20t,industrial_11-20t,314470,5.4e-05,1,0,0.465,Follow Up / Negot.,0,0,32,0.1254
lead:00002835,cooler,portable,1,30000,12,low,1,1-5t,portable_1-5t,33600,3e-05,0,0,0.571,Manual Follow Up,0,0,24,0.1098
lead:00002836,chiller,absorption,5,690500,18,enterprise,28,21-50t,absorption_21-50t,814790,3.4e-05,1,1,0.494,Quotation,1,1,116,0.0339
lead:00002837,hybrid,dual_fuel,4,188000,18,high,14,11-20t,dual_fuel_11-20t,221840,6.3e-05,1,0,0.553,Contract Sent,1,1,145,0.0436
lead:00002838,hybrid,premium,3,177000,18,high,6,6-10t,premium_6-10t,208860,2.9e-05,0,0,0.516,Manual Follow Up,0,0,20,0.1158
lead:00002839,chiller,screw,5,319500,18,high,8,6-10t,screw_6-10t,377010,2.1e-05,1,1,0.505,Follow Up / Negot.,1,1,18,0.2304
lead:00002840,chiller,glycol,3,151500,18,high,14,11-20t,glycol_11-20t,178770,7.8e-05,1,0,0.525,Closed,0,1,1,6.0099
lead:00002841,hybrid,vrf,4,185500,18,high,10,6-10t,vrf_6-10t,218890,4.6e-05,0,0,0.544,Lost,0,0,27,0.0439
lead:00002842,chiller,absorption,4,593500,18,enterprise,67,51-100t,absorption_51-100t,700330,9.6e-05,1,1,0.439,Manual Follow Up,0,0,20,0.1258
