has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,industry_close_rate,historical_avg_sentiment,intent,total_interactions,is_multi_channel,recency_bucket,engagement_depth,quotation_sent,is_enterprise_deal,pipeline_stage,days_in_pipeline,pipeline_velocity,total_price_with_tax,consumer_score_tier,interaction_score_tier,product_quotation_score_tier,sale_score
0,1,2,0,1,1,1,2,1,2,2,1,0,1,1,3,2,1,2,3,0.4033
0,2,1,0,1,3,1,1,0,2,1,1,1,5,3,1,3,1,1,1,0.1333
0,2,2,0,2,2,1,1,1,1,1,1,0,12,2,2,1,2,1,3,0.435
0,2,1,0,2,2,1,1,1,1,1,1,0,1,1,3,2,1,1,3,0.315
1,2,2,1,2,2,2,1,0,2,1,0,0,10,2,2,2,3,1,1,0.4683
0,1,3,1,1,1,1,2,1,3,2,0,0,12,2,2,2,1,3,1,0.3317
0,1,2,0,1,2,1,2,1,3,2,1,1,10,2,2,2,1,2,3,0.4217
0,2,2,0,1,2,1,2,1,1,2,1,1,2,2,3,2,1,2,3,0.41
0,2,3,1,1,3,1,1,1,1,1,1,0,10,2,2,1,1,1,3,0.415
1,3,1,0,2,2,2,2,1,3,3,0,1,5,2,1,1,3,3,1,0.5617
1,3,1,0,3,3,2,2,1,2,2,0,0,8,3,1,2,3,2,1,0.5083
1,3,1,0,3,3,2,2,1,4,2,1,0,4,3,1,1,3,2,3,0.765
0,1,2,0,1,1,1,2,1,4,2,0,1,4,2,2,3,1,2,2,0.26
0,2,2,1,1,3,1,1,0,2,1,1,1,5,3,1,3,1,1,1,0.2183
0,1,1,0,2,2,1,3,1,3,2,1,1,10,3,1,3,1,1,1,0.1717
1,2,1,0,1,3,1,2,1,2,2,1,0,1,1,3,1,2,2,3,0.6083
1,2,1,0,3,1,2,1,0,2,1,1,0,11,2,2,2,2,1,2,0.4433
1,2,1,0,2,2,1,2,1,1,2,1,0,10,3,1,1,2,2,1,0.42
0,2,1,0,2,3,1,2,1,3,2,1,0,9,2,2,2,1,3,2,0.4317
1,2,3,1,2,1,2,1,1,3,1,0,1,6,2,2,1,2,1,1,0.4067
0,3,1,0,2,3,2,1,0,4,1,0,0,8,3,1,2,3,1,1,0.315
1,1,3,1,2,2,1,2,1,3,2,1,0,4,2,2,1,2,3,2,0.7317
1,2,1,0,1,2,1,1,1,2,1,1,0,10,3,1,1,2,1,2,0.3983
0,1,2,1,2,1,1,1,0,3,1,1,1,10,3,2,2,1,1,3,0.3817
0,2,2,0,2,3,1,2,1,2,2,1,0,3,2,2,2,2,3,3,0.6283
0,1,1,0,2,2,1,2,1,4,1,0,0,10,2,2,2,1,2,1,0.185
0,2,2,0,2,2,1,1,1,2,2,1,1,2,1,3,2,2,2,3,0.5483
0,1,1,0,1,1,1,2,1,1,2,1,0,10,2,2,2,1,3,3,0.415
0,2,2,1,3,1,2,2,1,3,2,1,0,9,2,2,2,2,3,3,0.6867
1,3,1,0,3,2,2,2,1,2,2,1,1,2,1,3,3,3,1,3,0.6733
0,1,1,0,2,2,1,2,1,2,2,1,0,2,1,3,2,1,2,3,0.4133
1,2,1,0,2,2,2,2,1,3,2,1,0,11,1,2,1,2,3,1,0.5467
0,1,1,0,1,1,1,2,1,2,2,1,0,5,3,1,2,1,3,2,0.3383
0,2,1,0,3,1,2,1,0,3,1,0,0,6,3,1,1,2,1,1,0.1867
1,2,2,1,2,2,2,2,1,3,2,0,1,10,2,2,3,3,2,1,0.5767
0,2,2,1,1,2,1,3,1,3,3,1,0,9,2,2,2,2,1,3,0.5067
0,1,3,1,2,2,1,2,1,2,3,1,0,2,3,1,3,1,1,1,0.2883
0,2,1,0,1,3,1,2,1,4,2,0,0,10,2,2,2,1,3,1,0.265
1,2,1,0,2,2,2,1,0,4,1,1,0,4,2,2,2,2,1,3,0.54
0,3,3,1,3,3,2,1,1,2,2,1,1,10,2,2,3,3,2,1,0.6233
0,2,2,1,2,2,1,1,1,3,2,1,0,10,3,1,1,2,1,1,0.3567
0,1,1,0,1,1,1,1,1,1,1,1,1,3,2,2,3,1,1,2,0.18
0,2,1,0,2,2,1,1,0,2,1,1,0,5,3,1,2,2,1,2,0.3133
1,3,1,0,3,2,2,3,1,2,3,1,0,1,1,3,1,3,3,3,0.8333
0,2,1,0,2,3,1,1,1,3,2,1,0,9,2,2,2,2,2,3,0.5317
1,2,1,0,2,1,2,1,1,3,1,1,1,2,1,3,3,2,2,3,0.6067
0,2,2,0,2,3,1,2,1,1,2,1,0,1,1,3,1,2,2,3,0.555
0,3,1,0,3,2,2,1,1,4,1,1,0,10,2,2,2,3,1,2,0.5
0,3,2,1,3,3,2,1,0,2,1,1,1,9,3,1,3,3,1,2,0.5533
1,2,3,1,3,1,2,3,1,2,3,0,0,5,3,1,1,3,1,1,0.5233
1,3,1,0,3,2,2,1,1,3,2,1,0,8,3,1,2,3,2,2,0.6567
0,2,2,0,2,2,1,2,1,2,3,0,0,8,2,1,2,2,1,1,0.2233
1,3,2,1,3,1,2,3,1,2,3,0,1,4,3,1,3,3,2,1,0.5633
0,1,1,0,2,1,1,2,1,1,2,1,0,10,2,2,1,1,2,2,0.29
0,2,1,0,1,3,1,2,1,1,2,0,0,10,2,2,1,1,2,2,0.225
0,1,2,0,1,3,1,1,1,2,2,1,1,9,3,1,2,1,2,2,0.3383
0,2,1,0,2,2,1,1,1,4,1,1,0,4,2,2,1,2,1,2,0.365
0,2,1,0,2,2,1,3,1,2,3,0,0,5,3,1,1,2,3,1,0.3383
1,2,3,1,2,2,1,3,1,1,3,1,1,10,2,2,3,3,2,1,0.665
1,1,3,1,1,1,1,2,1,1,2,1,0,4,3,2,2,1,2,2,0.485
1,3,1,0,3,2,2,1,1,1,2,1,1,1,1,3,2,3,1,3,0.66
0,1,2,0,1,1,1,1,1,4,1,0,1,12,2,2,2,1,1,1,0.1
1,2,1,0,1,3,1,2,1,2,2,0,0,10,2,2,1,2,3,1,0.4383
1,2,1,0,2,1,1,3,1,3,3,1,1,5,3,1,3,2,3,1,0.5117
0,1,1,0,1,2,1,3,1,4,3,0,0,7,1,3,2,1,2,1,0.195
0,2,2,0,2,2,2,3,1,2,3,0,1,9,2,2,3,2,2,1,0.3233
0,1,3,1,2,2,1,2,1,2,2,1,1,2,1,3,3,1,2,3,0.5333
1,3,1,0,3,3,2,3,1,2,3,1,0,6,2,1,3,3,3,1,0.6733
1,2,1,0,2,3,1,2,1,1,2,1,0,10,3,1,2,2,3,1,0.515
1,2,3,1,3,1,2,1,0,4,1,1,1,4,3,1,3,3,1,1,0.6
0,2,2,1,2,1,2,2,1,2,2,1,1,1,1,3,3,2,1,3,0.5133
0,2,1,0,1,2,1,3,1,2,3,0,0,7,1,3,1,1,2,1,0.1683
1,2,1,0,2,2,1,2,1,4,2,1,1,4,3,2,2,2,3,3,0.7
0,2,1,0,2,2,1,1,0,3,1,1,0,4,3,2,1,2,2,3,0.4917
1,3,2,0,3,3,2,1,0,1,1,1,0,12,1,2,2,3,1,2,0.605
0,3,2,0,3,2,2,2,1,2,2,1,0,11,2,1,1,3,1,1,0.4283
1,3,1,0,2,1,2,3,1,2,3,0,1,6,2,2,2,3,3,2,0.6183
0,1,3,1,2,1,1,3,1,1,3,0,1,6,1,2,2,1,3,1,0.34
0,1,3,1,1,1,1,2,1,3,2,1,0,9,2,2,2,1,3,3,0.5617
0,1,1,0,1,2,1,3,1,2,3,1,0,4,3,1,2,1,2,3,0.3683
0,3,1,0,3,1,2,3,1,1,3,1,1,2,1,3,3,3,2,2,0.55
1,3,2,0,2,3,2,1,1,1,1,1,0,2,1,3,2,3,1,3,0.68
0,1,2,1,1,2,1,2,1,1,2,0,1,5,3,1,2,1,3,1,0.275
1,3,1,0,3,3,2,2,1,1,2,0,0,4,2,2,2,3,2,2,0.585
0,2,2,0,2,2,1,2,0,1,1,0,1,7,1,3,3,2,1,1,0.21
0,1,2,0,1,2,1,2,1,1,2,1,0,5,3,1,1,1,1,2,0.23
0,3,1,0,3,1,2,1,1,2,1,0,0,5,2,1,1,3,2,1,0.3583
1,3,3,1,3,3,2,2,1,3,2,1,0,11,2,2,3,3,3,2,0.8867
1,2,1,0,2,2,2,2,1,3,2,1,1,4,2,2,3,2,3,2,0.6217
1,3,2,1,3,2,2,3,1,3,3,1,1,12,1,3,1,3,3,2,0.8567
1,3,2,0,3,2,2,3,1,4,3,0,0,9,2,2,2,3,2,1,0.575
0,1,2,1,1,2,1,2,0,2,2,0,1,7,1,3,3,1,1,1,0.1583
0,2,1,0,2,3,1,2,1,1,2,0,0,12,1,3,1,2,2,2,0.365
0,1,1,0,1,2,1,1,0,4,1,1,1,10,3,1,2,1,1,2,0.215
0,2,2,0,3,3,2,1,1,3,1,1,1,1,1,3,3,2,1,2,0.4567
1,3,1,0,2,3,2,1,1,3,1,0,0,7,1,3,1,3,1,1,0.4417
0,2,1,0,1,2,1,3,1,2,3,1,1,4,2,2,2,1,2,3,0.3833
1,2,1,0,2,1,2,2,1,4,2,0,0,6,2,2,2,2,3,1,0.46
1,2,2,0,2,1,1,2,1,2,2,1,0,10,2,2,2,2,1,2,0.4633
0,2,1,0,2,3,1,2,1,2,2,0,0,11,1,3,2,2,1,1,0.2283
0,2,1,0,2,3,1,2,1,3,2,0,1,4,2,2,3,2,3,1,0.3767
0,2,1,0,2,2,1,1,0,3,1,1,0,9,2,2,2,2,1,2,0.3417
0,2,1,0,1,2,1,2,1,1,3,1,0,5,3,1,1,1,2,2,0.28
1,2,1,0,3,1,2,2,1,3,2,1,0,8,3,1,2,3,3,2,0.7117
0,2,1,0,2,2,1,1,0,3,1,0,0,7,1,2,1,2,1,1,0.1867
0,3,1,0,2,2,2,3,1,2,3,1,1,4,2,3,2,3,2,3,0.6333
1,1,2,0,2,2,1,2,1,2,2,1,0,10,2,2,1,1,1,2,0.3833
1,3,1,0,3,2,2,2,1,2,2,1,0,11,2,2,1,3,3,2,0.7333
0,2,3,1,1,2,1,3,1,2,3,1,1,3,2,2,2,2,3,2,0.6033
1,2,1,0,2,1,2,1,1,4,2,1,1,2,1,3,2,2,3,3,0.705
0,2,2,1,1,3,1,2,1,4,2,1,0,5,3,1,2,2,3,3,0.665
1,3,3,1,3,3,2,1,1,4,2,1,0,8,3,1,2,3,3,2,0.885
0,1,2,1,2,1,1,2,1,3,2,1,0,9,2,2,1,1,3,2,0.4767
1,3,1,0,3,3,2,3,1,2,3,1,0,10,2,2,2,3,3,3,0.8383
0,1,1,0,1,2,1,1,1,2,1,0,0,7,1,2,2,1,2,1,0.1333
0,2,1,0,1,2,1,2,1,1,2,1,1,3,2,2,3,1,3,2,0.36
0,1,3,1,1,1,1,2,1,2,2,1,1,4,2,2,2,1,1,2,0.3233
1,3,2,0,3,2,2,3,1,3,3,1,0,4,2,2,2,3,2,2,0.7167
1,3,1,0,3,2,2,1,0,2,1,1,0,5,2,1,3,3,1,2,0.5483
0,2,3,1,2,2,1,1,1,3,1,1,0,11,1,2,1,2,3,1,0.5467
1,3,1,0,3,2,2,1,0,3,1,1,1,10,2,2,3,3,1,1,0.5017
0,1,2,0,1,2,1,1,1,3,1,1,0,6,2,2,2,1,2,2,0.3367
1,3,2,0,3,2,2,2,1,3,2,1,0,4,2,2,1,3,2,3,0.7817
1,3,1,0,2,3,2,2,1,2,2,0,1,4,3,1,1,3,3,1,0.5583
0,2,3,1,2,2,2,1,0,1,1,1,1,4,3,2,3,2,1,3,0.52
1,2,1,0,2,3,1,3,1,3,3,1,0,1,1,3,2,2,2,3,0.6567
0,2,1,0,1,3,1,2,1,1,2,1,1,2,1,3,3,1,2,3,0.395
0,2,2,0,1,3,1,2,1,2,2,1,1,6,2,1,2,1,3,1,0.3383
1,3,1,0,3,1,2,1,1,1,2,1,1,2,2,2,3,3,2,2,0.625
0,1,3,1,2,1,1,2,1,1,2,0,0,4,2,3,2,1,2,2,0.345
0,2,3,1,2,3,1,2,1,2,2,0,0,6,2,1,2,2,2,1,0.3933
1,3,2,1,2,1,2,1,0,2,1,1,1,1,1,3,2,3,1,3,0.6933
0,1,3,1,1,2,1,1,1,2,2,1,0,9,2,2,2,1,1,3,0.4183
1,1,1,0,2,1,1,3,1,3,3,1,0,10,2,2,1,1,3,3,0.5767
0,1,2,0,1,1,1,3,1,3,3,0,0,12,1,2,1,1,3,1,0.2567
0,2,2,1,2,3,1,2,1,2,2,1,0,8,3,1,2,2,2,1,0.4383
1,3,2,0,3,2,2,2,1,1,2,1,1,1,1,3,2,3,2,3,0.77
0,1,1,0,2,3,1,3,1,1,3,1,1,12,1,3,3,1,2,2,0.355
1,2,3,1,2,2,1,2,1,2,2,1,0,2,2,2,2,3,3,3,0.8933
0,2,2,0,2,3,1,1,1,1,1,0,0,5,2,1,1,2,1,1,0.21
1,3,1,0,3,2,2,3,1,1,3,1,1,4,2,2,2,3,3,2,0.73
0,1,3,1,2,3,1,1,1,1,2,1,0,8,3,1,2,1,2,1,0.36
0,2,1,0,2,3,1,2,1,4,2,0,0,9,2,2,2,2,3,2,0.465
0,1,1,0,1,2,1,1,0,2,1,1,0,1,1,3,2,1,1,3,0.2933
0,2,2,0,2,2,1,3,1,1,3,0,1,8,3,1,2,2,2,1,0.285
1,2,1,0,2,2,2,2,1,4,2,1,0,2,1,3,2,2,2,3,0.65
1,2,1,0,3,2,2,3,1,1,3,0,0,3,2,2,2,3,2,1,0.5
1,3,2,1,3,2,2,2,1,1,2,1,1,10,2,2,3,3,2,1,0.655
0,2,1,0,3,2,2,1,0,1,1,1,0,1,1,3,2,2,1,3,0.44
0,1,1,0,1,2,1,2,1,4,2,1,1,4,3,2,2,1,2,3,0.4
1,2,1,0,2,2,2,2,1,3,2,1,0,4,3,2,2,2,3,3,0.6967
1,2,1,0,3,2,2,2,1,2,3,0,0,12,1,2,1,3,2,1,0.5133
1,3,3,1,2,1,2,1,1,4,2,0,0,8,3,1,2,3,2,1,0.59
0,2,2,1,2,1,1,3,1,2,3,1,0,6,2,2,2,2,2,2,0.4983
1,2,1,0,2,2,1,3,1,3,3,1,0,1,1,3,2,2,2,3,0.6367
1,2,1,0,2,2,1,3,1,1,3,1,0,11,2,2,1,2,3,2,0.595
1,3,3,1,3,3,2,1,1,1,1,1,1,4,3,2,2,3,1,3,0.775
0,2,1,0,3,1,2,3,1,1,3,0,0,11,2,1,2,2,3,1,0.34
0,2,2,0,2,3,1,2,1,3,2,1,1,5,2,1,2,2,2,1,0.4017
1,2,3,1,2,3,1,1,1,2,1,1,0,9,3,1,1,3,1,2,0.6633
1,2,1,0,3,1,2,3,1,2,3,1,0,11,2,2,1,3,3,2,0.7233
1,1,2,1,2,2,1,2,1,2,2,1,1,9,3,1,2,2,2,2,0.5933
1,2,1,0,3,2,2,2,1,1,2,1,1,1,1,3,1,3,2,3,0.735
1,2,1,0,2,2,1,1,1,3,1,0,1,12,2,2,3,2,1,1,0.2967
0,2,1,0,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,3,0.4333
1,1,3,1,2,1,1,2,1,1,2,1,1,12,2,2,3,1,2,1,0.435
0,1,1,0,1,3,1,1,1,4,1,1,0,11,2,2,2,1,1,2,0.26
0,2,3,1,2,2,1,2,1,2,2,1,0,10,3,1,2,2,2,1,0.4533
0,3,2,0,3,2,2,3,1,1,3,1,0,10,3,1,2,3,3,2,0.65
1,2,2,0,2,1,2,3,1,2,3,1,0,10,3,1,1,2,3,2,0.6183
0,2,3,1,2,3,1,1,1,2,1,0,0,5,3,1,2,2,2,1,0.3833
0,1,1,0,1,2,1,1,0,3,1,0,0,3,2,2,2,1,1,1,0.0617
1,2,1,0,3,2,2,2,0,1,2,0,0,11,3,1,2,3,1,1,0.39
0,2,2,1,1,3,1,1,1,1,1,0,1,8,3,1,2,1,1,2,0.21
0,2,2,0,1,3,1,3,1,2,3,1,1,7,1,3,3,1,3,2,0.4533
1,3,1,0,3,2,2,2,1,3,2,1,1,7,1,2,3,3,3,1,0.6717
0,3,1,0,3,2,2,1,1,4,1,0,0,3,1,3,2,3,1,1,0.36
1,2,2,0,1,2,1,1,1,4,1,1,1,2,1,3,3,2,1,3,0.565
0,1,1,0,1,2,1,2,0,1,2,0,1,5,2,1,3,1,1,1,0.03
1,2,3,1,2,1,2,3,1,3,3,1,0,7,1,2,3,2,3,2,0.7317
0,2,1,0,2,3,1,3,1,4,3,1,1,1,1,3,3,2,3,3,0.645
1,2,2,0,2,2,1,3,1,1,3,1,0,10,2,2,2,2,1,3,0.555
1,1,2,1,2,1,1,2,1,1,2,1,1,4,2,2,3,1,2,2,0.475
1,3,2,0,3,2,2,2,1,2,2,1,1,1,1,3,3,3,2,2,0.7083
0,1,2,0,1,1,1,3,1,3,3,0,1,5,3,1,3,1,3,1,0.2417
0,1,2,1,1,3,1,2,0,3,1,1,0,5,3,1,1,1,1,2,0.3067
0,1,3,1,2,2,1,2,1,3,2,1,1,2,1,3,2,1,3,3,0.6217
1,2,3,1,2,2,1,2,0,2,2,0,0,10,2,2,1,2,1,1,0.4033
0,1,3,1,1,3,1,1,1,3,2,1,1,2,1,3,2,1,1,3,0.4667
1,1,1,0,1,2,1,3,1,1,3,1,0,1,1,3,3,1,2,3,0.485
0,1,3,1,1,2,1,2,1,2,2,1,0,4,2,2,2,1,2,3,0.4933
1,2,2,1,2,3,1,2,1,1,2,1,0,10,2,2,2,2,1,2,0.54
1,2,1,0,2,2,2,2,1,1,2,0,1,6,2,1,3,2,3,1,0.425
0,1,2,0,1,2,1,2,1,2,2,1,0,10,2,2,2,1,1,2,0.2583
0,3,2,1,3,3,2,1,0,2,1,1,0,11,1,2,1,3,1,1,0.4933
1,1,1,0,1,3,1,2,1,3,2,1,0,10,3,1,1,1,3,1,0.4167
1,2,1,0,2,2,2,1,1,1,1,1,0,6,2,2,2,2,1,2,0.435
0,3,1,0,3,2,2,3,1,2,3,1,0,9,2,2,3,3,3,2,0.6433
1,2,1,0,2,2,1,1,1,2,1,1,0,12,2,2,2,2,1,2,0.4383
0,1,2,0,1,2,1,1,1,2,1,1,1,12,1,3,2,1,1,2,0.2633
1,2,3,1,3,2,2,1,1,4,1,0,0,8,3,1,2,3,1,1,0.55
0,1,1,0,2,1,1,1,1,2,2,1,1,2,2,3,3,1,1,3,0.3183
0,3,3,1,3,2,2,1,1,3,1,1,0,4,2,2,2,3,2,2,0.6817
1,2,1,0,3,2,2,1,1,4,1,1,0,10,2,2,2,3,1,3,0.675
0,2,1,0,1,2,1,2,1,3,2,1,1,4,3,2,3,1,3,2,0.3867
1,2,3,1,1,2,1,2,1,3,2,0,0,5,3,1,2,2,2,1,0.4617
1,2,1,0,2,3,1,2,1,2,2,1,0,1,1,3,2,2,2,3,0.6333
1,3,1,0,3,3,2,1,1,1,1,0,0,11,2,2,2,3,1,1,0.425
1,3,3,1,2,2,2,1,1,3,2,1,0,4,2,2,2,3,1,2,0.6917
0,3,2,0,3,2,2,1,0,3,1,0,1,5,2,1,3,3,1,1,0.3417
1,3,2,1,3,2,2,1,0,4,1,0,0,8,3,1,1,3,1,1,0.505
0,2,2,1,1,2,1,2,1,3,2,1,0,2,1,3,2,2,2,3,0.5867
1,2,1,0,1,3,1,1,1,1,1,1,0,10,3,1,1,2,1,1,0.33
0,1,1,0,1,1,1,1,1,4,1,1,1,6,2,1,3,1,1,1,0.13
1,3,1,0,3,2,2,3,1,3,3,1,1,1,1,3,2,3,3,3,0.8467
0,2,2,1,3,2,1,2,1,4,2,1,0,9,2,2,3,2,3,1,0.56
0,1,2,0,2,1,1,1,1,4,1,1,1,3,1,3,3,1,1,2,0.295
1,3,1,0,3,3,2,1,1,4,1,1,0,9,2,2,2,3,1,2,0.62
0,2,1,0,2,2,1,3,1,3,3,1,0,11,1,3,1,2,3,2,0.5367
1,3,1,0,2,3,2,2,1,4,2,1,1,4,2,2,2,3,2,2,0.68
1,2,1,0,2,3,2,2,1,3,2,0,0,5,3,1,1,2,2,1,0.3967
0,2,1,0,2,1,2,3,1,2,3,1,0,10,2,2,2,1,2,2,0.3233
0,2,2,1,2,2,1,2,1,1,2,1,0,9,2,2,2,2,3,2,0.57
1,1,1,0,1,2,1,3,1,2,3,1,0,2,3,1,2,1,3,2,0.4683
1,2,2,0,2,2,1,2,1,1,2,1,0,10,1,3,1,3,2,2,0.66
1,3,2,0,2,3,2,1,1,4,1,1,0,10,3,1,1,3,1,1,0.54
1,3,3,1,3,2,2,3,1,1,3,1,0,5,3,1,1,3,1,2,0.685
0,3,2,1,3,1,2,2,1,1,2,0,0,8,3,1,2,3,2,1,0.44
0,3,1,0,3,3,2,3,1,1,3,0,1,5,3,1,2,3,3,1,0.48
1,3,2,0,3,3,2,3,1,1,3,1,0,12,1,3,1,3,3,2,0.8
0,2,2,1,3,2,2,2,1,1,2,1,0,5,2,1,1,3,3,1,0.615
1,1,3,1,2,2,1,1,1,1,1,1,0,10,3,1,2,2,2,1,0.53
0,1,2,0,2,2,1,1,1,3,1,1,0,5,3,1,2,1,2,2,0.3467
1,3,2,1,3,2,2,2,1,1,2,0,0,6,2,1,2,3,2,1,0.56
0,3,1,0,3,3,2,1,1,3,1,1,1,5,3,1,3,3,1,2,0.4917
0,2,2,1,1,3,1,3,1,2,3,1,0,4,2,2,2,2,1,2,0.4383
1,3,2,1,2,3,2,2,1,2,2,1,0,5,3,1,2,3,3,3,0.8733
1,2,1,0,2,3,1,1,0,4,1,1,0,9,3,1,2,2,1,2,0.46
0,1,1,0,2,1,1,3,1,1,3,1,0,4,2,2,2,1,3,2,0.375
0,1,1,0,2,2,1,1,0,4,1,1,0,4,2,2,2,1,1,2,0.255
0,2,2,1,2,2,1,2,1,3,2,1,1,10,3,1,3,2,2,2,0.5067
1,2,1,0,2,2,1,1,1,3,1,1,0,4,2,2,2,2,1,2,0.4517
0,2,1,0,3,3,2,1,1,3,2,1,1,2,3,1,3,2,2,2,0.4767
0,1,2,1,1,2,1,1,0,4,1,1,0,8,2,1,2,1,1,1,0.225
1,2,1,0,3,2,2,2,1,2,2,1,1,5,3,1,3,2,3,1,0.5433
0,2,1,0,1,2,1,2,1,1,2,0,0,11,2,2,1,1,3,1,0.205
1,1,1,0,2,1,1,3,1,1,3,1,0,10,3,1,1,1,2,1,0.31
0,1,1,0,2,1,1,2,1,4,2,0,0,9,2,2,3,1,3,1,0.25
1,3,3,1,3,3,2,2,1,3,2,1,0,4,2,2,2,3,3,2,0.8867
1,3,3,1,3,2,2,2,1,2,2,1,0,10,2,2,1,3,1,2,0.7033
1,3,2,0,3,2,2,2,1,3,2,1,0,2,2,3,1,3,3,3,0.8717
0,2,2,0,2,2,2,3,1,1,3,1,0,8,2,1,2,2,3,1,0.45
0,1,1,0,2,2,1,1,1,1,1,1,0,4,3,1,2,1,1,2,0.21
1,1,1,0,1,1,1,2,1,2,2,1,1,12,3,1,3,1,2,1,0.2883
0,1,3,1,1,2,1,1,1,2,1,1,0,4,2,2,2,1,1,2,0.3333
0,2,1,0,2,2,1,2,1,4,2,1,0,3,2,2,1,1,3,2,0.425
1,3,2,0,3,1,2,1,1,4,1,1,0,2,2,2,3,3,1,2,0.615
1,3,2,0,3,2,2,3,1,2,3,1,1,4,3,1,2,3,3,2,0.7633
0,2,1,0,2,3,1,2,1,1,2,1,1,4,2,2,2,2,3,2,0.505
0,1,1,0,2,2,1,1,0,2,1,0,0,10,2,2,2,1,1,1,0.0733
0,2,2,1,2,1,1,1,1,3,2,1,1,4,2,2,2,2,3,2,0.5767
1,2,1,0,3,2,2,3,1,3,3,0,0,7,1,3,2,3,3,1,0.6167
0,2,1,0,2,2,1,2,1,3,2,0,1,12,1,2,3,1,3,1,0.2567
1,2,3,1,1,2,1,3,1,4,3,1,0,1,1,3,2,2,2,3,0.745
0,2,2,1,2,2,1,1,1,2,2,0,0,8,3,1,2,2,1,1,0.2633
0,2,3,1,2,2,1,1,0,4,1,0,1,7,1,3,3,2,1,1,0.335
1,2,1,0,1,2,1,2,1,2,2,1,0,11,2,2,2,2,2,3,0.5733
0,2,2,0,3,1,1,2,1,4,2,1,1,9,3,1,2,2,2,1,0.4
1,1,1,0,1,1,1,2,1,3,2,0,0,8,3,1,2,1,3,1,0.2967
1,3,1,0,3,3,2,1,0,4,1,0,1,12,2,2,3,3,1,1,0.455
1,2,2,0,1,2,1,1,0,4,1,0,1,11,2,2,2,2,1,1,0.31
1,3,2,0,3,3,2,1,0,2,1,1,0,10,2,2,1,3,1,3,0.6933
1,3,1,0,3,1,2,1,1,2,1,1,0,1,1,3,1,3,1,3,0.6433
1,2,2,0,3,2,2,3,1,1,3,1,0,9,2,2,2,3,3,2,0.765
0,1,2,0,1,1,1,1,0,3,1,0,0,5,3,1,3,1,1,1,0.0617
0,2,3,1,1,2,1,2,1,1,2,1,1,10,2,2,2,2,1,2,0.43
1,3,1,0,3,3,2,2,1,3,2,1,0,1,1,3,1,3,2,3,0.7817
1,1,3,1,1,2,1,2,1,2,3,1,1,1,1,3,3,1,3,3,0.6933
0,2,3,1,3,1,2,2,1,1,2,0,0,8,3,1,1,2,1,1,0.3
1,1,3,1,3,1,1,2,1,3,2,0,0,9,2,2,2,2,3,1,0.5817
0,3,2,1,3,2,2,3,1,1,3,1,1,2,2,3,2,3,1,3,0.655
0,2,1,0,1,2,1,1,1,4,1,1,1,2,3,1,3,1,1,1,0.15
0,2,1,0,2,2,1,1,0,2,1,1,1,1,1,3,3,2,1,3,0.4183
1,3,1,0,2,3,2,2,1,1,2,1,0,11,2,1,1,3,2,1,0.55
1,2,3,1,2,2,2,2,1,3,2,0,1,8,2,1,3,3,2,1,0.5967
0,3,2,0,3,3,2,1,0,1,1,1,0,5,3,1,2,3,1,1,0.415
1,1,1,0,1,1,1,3,1,2,3,0,0,10,2,2,1,1,3,1,0.3083
0,1,1,0,1,1,1,2,1,1,2,1,1,4,2,2,3,1,2,3,0.34
0,2,2,0,2,3,1,2,1,1,2,0,1,12,2,2,3,2,2,1,0.31
1,1,1,0,1,1,1,2,1,3,2,0,0,7,1,2,1,1,2,1,0.2367
0,2,2,1,2,2,1,3,1,3,3,1,0,7,1,3,1,2,3,2,0.6217
0,2,2,0,1,2,1,2,1,2,2,1,0,10,2,2,2,1,2,3,0.4083
0,3,2,0,3,2,2,2,1,1,2,0,0,12,1,2,2,3,3,1,0.5
0,1,1,0,1,2,1,3,1,1,3,1,0,1,1,3,2,1,3,3,0.46
0,2,1,0,1,2,1,3,1,1,3,1,1,4,2,2,3,1,3,2,0.37
1,2,1,0,2,3,2,2,1,3,2,1,0,4,3,2,1,2,3,3,0.7167
1,3,1,0,3,2,2,3,1,1,3,1,0,2,2,2,1,3,2,3,0.73
1,2,3,1,3,2,2,2,0,1,2,1,1,9,2,2,2,3,1,2,0.68
1,3,2,1,3,1,2,2,1,1,2,1,0,9,2,2,2,3,2,2,0.71
0,2,1,0,1,3,1,2,1,1,2,1,1,2,2,2,3,1,2,2,0.305
1,2,3,1,1,2,1,3,1,2,3,1,0,4,3,1,2,2,2,1,0.5383
1,3,3,1,2,1,2,2,1,2,2,0,0,6,2,1,1,3,3,1,0.6383
0,3,1,0,3,3,2,1,0,4,1,1,1,10,3,1,3,3,1,2,0.495
1,2,1,0,2,3,1,2,1,1,2,1,0,2,3,1,2,2,2,3,0.59
1,3,1,0,3,2,2,2,1,3,2,0,0,6,2,1,2,3,1,1,0.4267
1,3,3,1,3,2,2,3,1,1,3,1,1,4,2,2,3,3,3,3,0.925
1,3,2,0,3,2,2,2,1,1,2,1,0,1,1,3,2,3,3,3,0.845
1,3,2,1,2,2,2,1,1,1,2,0,0,5,3,1,2,3,2,1,0.535
1,2,1,0,2,2,1,2,1,1,2,1,1,6,2,1,3,2,2,1,0.42
1,2,1,0,3,1,2,2,1,3,2,1,0,6,2,2,1,2,2,2,0.5517
