lead_id,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,industry_close_rate,historical_avg_sentiment,intent,total_interactions,is_multi_channel,recency_bucket,engagement_depth,quotation_sent,is_enterprise_deal,pipeline_stage,days_in_pipeline,pipeline_velocity,total_price_with_tax,consumer_score_tier,interaction_score_tier,product_quotation_score_tier,sale_closed
lead:00002623,1,2.43,2,1,0.666,0.27,SALES,12,1,active,5.4,1,1,Sales Qualified,5,0.4057,63840,High,High,Medium,1
lead:00002624,1,2.56,1,0,0.596,0.37,SALES,16,1,fresh,6.7,0,0,Proposal Sent,16,0.2278,135700,High,Medium,Low,0
lead:00002625,0,0.27,3,1,0.358,-0.05,NON SALES,6,0,stale,3.1,0,1,New Lead,0,1.0,682040,Low,Low,Low,0
lead:00002626,0,0.99,0,0,0.437,0.56,NON SALES,8,1,cold,4.2,0,0,Sales Qualified,4,0.5015,26320,Medium,Medium,Medium,0
lead:00002627,0,0.47,0,0,0.267,0.12,NON SALES,2,0,fresh,1.1,1,1,Quotation,115,0.0321,86140,Low,Low,Medium,0
lead:00002628,0,1.48,1,0,0.635,0.69,SALES,2,1,active,0.7,1,1,Closed,3,2.0039,607700,Medium,Low,Medium,1
lead:00002629,1,3.13,0,0,0.59,0.76,SALES,3,1,active,2.2,0,0,New Lead,1,0.9997,24640,High,Low,Low,1
lead:00002630,0,0.49,0,0,0.381,0.35,NON SALES,18,1,stale,6.7,1,1,Follow Up / Negot.,24,0.1603,217710,Low,Medium,High,0
lead:00002631,1,1.05,0,0,0.517,-0.55,SALES,8,1,fresh,3.7,0,0,Manual Follow Up,13,0.1944,112100,Medium,High,Low,1
lead:00002632,1,0.54,1,0,0.455,-0.63,NON SALES,11,1,stale,5.0,1,0,Quotation,9,0.3812,133340,Medium,Low,Medium,0
lead:00002633,0,1.22,0,0,0.527,0.49,NON SALES,7,1,stale,3.6,0,0,Sales Follow Up,6,0.4097,230690,Medium,Low,Low,0
lead:00002634,0,1.08,0,0,0.592,0.5,NON SALES,9,1,active,4.3,0,1,Follow Up / Negot.,24,0.1686,378780,Medium,High,Low,1
lead:00002635,0,0.62,0,0,0.458,0.29,NON SALES,1,0,active,1.2,1,0,Proposal Sent,10,0.3519,159890,Medium,Low,Medium,0
lead:00002636,0,1.27,0,0,0.41,0.48,NON SALES,9,1,cold,5.4,1,0,Lost,53,0.0284,24080,Low,Medium,Medium,0
lead:00002637,1,1.69,0,0,0.623,-0.41,SALES,11,1,active,5.2,1,0,On Hold,55,0.034,135700,High,High,Medium,1
lead:00002638,0,1.2,0,0,0.521,0.12,NON SALES,1,0,active,2.0,0,0,New Lead,4,0.2488,70000,Medium,Low,Low,0
lead:00002639,0,2.82,0,0,0.585,0.37,SALES,16,1,stale,6.9,1,1,Follow Up / Negot.,10,0.4064,215350,High,Medium,High,1
lead:00002640,1,0.36,1,0,0.455,0.37,NON SALES,8,1,stale,4.4,1,0,Quotation,21,0.16,64400,Low,Low,Medium,0
lead:00002641,1,2.88,0,0,0.665,0.21,SALES,11,1,stale,4.7,1,0,Sales Follow Up,16,0.1512,68320,High,High,Medium,1
lead:00002642,0,0.76,4,1,0.423,0.32,NON SALES,13,1,stale,5.7,1,1,Demo Scheduled,19,0.161,172870,Medium,High,Medium,1
lead:00002643,1,0.97,0,0,0.52,-0.77,SALES,5,1,fresh,3.3,1,1,Contract Sent,8,0.6226,138060,Medium,High,High,1
lead:00002644,0,0.62,3,1,0.316,0.56,NON SALES,8,1,fresh,4.4,1,0,Lost,43,0.0288,86730,Medium,High,High,0
lead:00002645,1,2.56,7,1,0.641,0.51,SALES,5,1,fresh,3.5,1,0,On Hold,48,0.0336,85680,High,High,Medium,1
lead:00002646,0,0.02,2,1,0.487,-0.27,NON SALES,7,1,active,3.5,1,0,Proposal Sent,16,0.2223,27440,Low,High,Medium,0
lead:00002647,1,2.73,0,0,0.668,0.51,SALES,14,1,stale,6.0,1,0,Quotation,26,0.1379,106200,High,High,High,1
lead:00002648,0,0.13,0,0,0.417,0.09,NON SALES,4,1,stale,2.6,0,0,New Lead,4,0.2421,196470,Low,Medium,Low,0
lead:00002649,0,0.94,0,0,0.413,0.46,NON SALES,7,1,cold,3.5,1,1,Demo Scheduled,12,0.2499,524510,Low,High,Medium,1
lead:00002650,0,0.0,5,1,0.251,-0.31,NON SALES,8,1,stale,4.0,1,1,Follow Up / Negot.,21,0.1993,287330,Low,Low,Medium,0
lead:00002651,1,2.53,1,0,0.636,0.05,SALES,12,1,active,5.5,1,0,Follow Up / Negot.,22,0.1812,83190,High,Medium,Medium,1
lead:00002652,1,2.69,0,0,0.632,0.44,SALES,1,0,stale,1.0,1,0,Lost,20,0.0533,466690,High,Low,Medium,1
lead:00002653,0,0.62,6,1,0.469,0.13,NON SALES,5,1,active,2.8,1,0,Sales Follow Up,7,0.3554,26320,Medium,High,Low,0
lead:00002654,1,2.7,0,0,0.642,0.21,SALES,2,0,active,1.6,1,1,Quotation,10,0.3579,722160,High,Low,Low,1
lead:00002655,0,0.27,1,0,0.407,0.12,NON SALES,4,1,active,2.7,1,0,Manual Follow Up,14,0.1773,150450,Low,Medium,Medium,1
lead:00002656,1,2.61,1,0,0.653,0.36,SALES,11,1,active,4.9,1,0,Follow Up / Negot.,23,0.1707,31920,High,Medium,High,1
lead:00002657,1,2.1,0,0,0.542,0.83,SALES,10,1,stale,5.0,0,1,Follow Up / Negot.,30,0.1286,62160,High,High,Low,1
lead:00002658,0,1.45,7,1,0.558,0.15,SALES,3,0,cold,2.2,1,1,Follow Up / Negot.,27,0.1482,755200,Medium,Low,High,1
lead:00002659,1,1.71,0,0,0.525,0.6,NON SALES,14,1,active,6.0,1,0,Closed,2,3.0078,85680,Medium,Medium,High,0
lead:00002660,0,0.58,0,0,0.379,0.78,NON SALES,10,1,cold,4.9,1,1,Contract Sent,3,1.6691,397070,Low,Medium,High,1
lead:00002661,0,0.65,1,0,0.421,0.49,NON SALES,10,1,stale,4.9,1,1,Manual Follow Up,23,0.1084,100890,Low,High,Low,1
lead:00002662,1,2.24,0,0,0.718,-0.7,SALES,5,1,cold,3.4,1,1,Contract Sent,14,0.3569,743990,High,Medium,Medium,1
lead:00002663,0,0.25,5,1,0.433,-0.84,NON SALES,7,1,cold,3.7,0,0,Follow Up / Negot.,10,0.4067,256650,Low,Medium,Medium,0
lead:00002664,0,0.9,7,1,0.449,0.56,NON SALES,8,1,stale,4.1,0,0,Manual Follow Up,19,0.127,116230,Medium,Medium,Low,0
lead:00002665,1,1.94,2,1,0.581,-0.58,SALES,2,0,stale,1.9,1,1,Closed,2,3.0083,181130,High,Low,High,0
lead:00002666,0,0.41,7,1,0.392,0.28,NON SALES,4,1,stale,3.5,1,0,Proposal Sent,14,0.2438,309750,Low,Low,High,1
lead:00002667,1,0.03,0,0,0.458,-0.43,NON SALES,13,1,active,5.7,1,0,Quotation,10,0.36,38640,Low,High,High,0
lead:00002668,0,0.0,1,0,0.378,-0.63,NON SALES,14,1,active,7.0,0,0,Sales Qualified,5,0.3951,64400,Low,High,Low,0
lead:00002669,0,0.77,3,1,0.439,0.74,NON SALES,8,1,stale,4.0,1,0,On Hold,67,0.0205,282610,Medium,Medium,Low,1
lead:00002670,1,2.73,1,0,0.668,0.29,SALES,8,1,cold,4.1,1,1,Closed,2,3.0017,274940,High,Medium,High,1
lead:00002671,0,0.39,0,0,0.452,0.52,NON SALES,13,1,cold,6.2,1,1,Sales Qualified,4,0.4902,549290,Low,Medium,Medium,1
lead:00002672,1,0.78,4,1,0.489,0.32,NON SALES,7,1,stale,3.9,1,0,Contract Sent,13,0.3874,160480,High,High,High,1
lead:00002673,0,1.43,1,0,0.483,0.5,NON SALES,2,1,cold,1.6,0,0,Lost,19,0.0553,62160,Medium,Low,Low,0
lead:00002674,1,1.97,0,0,0.657,0.34,SALES,12,1,cold,5.6,1,1,Follow Up / Negot.,14,0.2908,253700,High,High,Medium,1
lead:00002675,0,0.47,6,1,0.444,0.56,NON SALES,5,1,cold,3.0,1,0,On Hold,45,0.0292,256060,Low,Medium,Low,1
lead:00002676,0,0.85,0,0,0.489,0.53,NON SALES,10,1,fresh,4.8,0,0,Proposal Sent,10,0.3444,202960,Medium,High,Medium,1
lead:00002677,0,0.31,0,0,0.392,0.23,NON SALES,2,0,stale,1.9,1,0,Closed,1,5.9958,79520,Low,Low,High,1
lead:00002678,0,0.98,2,0,0.469,0.42,NON SALES,12,1,cold,5.5,0,1,On Hold,64,0.0333,274940,Medium,Medium,Low,0
lead:00002679,1,1.76,0,0,0.553,0.37,SALES,7,1,fresh,4.6,1,0,Contract Sent,7,0.7092,273170,Medium,Medium,High,1
lead:00002680,1,1.16,0,0,0.603,0.35,SALES,12,1,cold,5.6,0,0,Demo Scheduled,14,0.2225,195290,High,Medium,Low,0
lead:00002681,1,2.58,2,1,0.681,0.48,SALES,6,1,cold,4.0,1,1,Quotation,13,0.2748,639560,High,Medium,Low,1
lead:00002682,0,1.58,0,0,0.6,0.33,SALES,1,0,cold,1.0,1,0,Closed,2,2.9954,281430,Medium,Low,High,1
lead:00002683,0,0.18,0,0,0.367,0.26,NON SALES,7,1,fresh,3.9,1,1,Follow Up / Negot.,27,0.1409,290280,Low,Medium,High,0
lead:00002684,1,1.48,0,0,0.542,0.22,SALES,9,1,active,5.0,1,0,Follow Up / Negot.,29,0.1312,130390,Medium,High,High,1
lead:00002685,1,1.62,0,0,0.635,0.42,SALES,10,1,stale,5.3,0,0,Sales Qualified,7,0.2948,25200,High,Medium,Low,1
lead:00002686,1,2.03,7,1,0.593,-0.25,SALES,5,1,fresh,3.0,0,0,On Hold,86,0.0124,172280,High,Medium,Low,1
lead:00002687,0,0.71,3,1,0.587,-0.62,NON SALES,13,1,stale,5.8,1,0,Manual Follow Up,12,0.2109,117410,Medium,Medium,Medium,0
lead:00002688,1,1.55,0,0,0.485,0.44,NON SALES,12,1,active,5.4,1,0,Closed,0,6.0,271990,Medium,Medium,High,0
lead:00002689,1,1.16,0,0,0.472,0.37,NON SALES,13,1,cold,5.8,1,0,Sales Follow Up,20,0.1329,43120,Medium,High,Medium,1
lead:00002690,1,2.44,5,1,0.637,0.52,SALES,2,1,cold,1.6,1,1,Follow Up / Negot.,28,0.1342,271400,High,Low,High,1
lead:00002691,0,1.5,0,0,0.637,-0.68,SALES,14,1,cold,6.3,0,0,Sales Follow Up,19,0.1261,233050,Medium,High,Low,0
lead:00002692,0,1.5,1,0,0.509,0.63,NON SALES,6,1,active,3.1,1,1,Lost,26,0.0349,85120,Medium,Medium,Low,0
lead:00002693,1,1.32,7,1,0.455,0.53,NON SALES,4,1,stale,2.8,1,0,Proposal Sent,29,0.12,25200,High,Low,Medium,1
lead:00002694,1,1.84,0,0,0.67,-0.24,SALES,16,1,stale,6.9,1,0,Sales Follow Up,12,0.2113,22400,High,High,Medium,1
lead:00002695,1,0.45,1,1,0.529,0.13,NON SALES,8,1,stale,4.2,1,1,Proposal Sent,30,0.124,162250,Medium,Medium,Medium,0
lead:00002696,1,1.7,0,0,0.626,0.38,SALES,9,1,cold,4.7,1,1,Closed,1,5.9961,52080,High,Medium,High,1
lead:00002697,1,1.34,0,0,0.573,0.38,NON SALES,4,1,active,2.4,0,1,Sales Qualified,9,0.2284,809480,Medium,Low,Low,1
lead:00002698,0,1.29,0,0,0.549,0.12,SALES,5,1,stale,3.6,1,1,Contract Sent,15,0.3394,219480,Medium,Low,High,1
lead:00002699,1,0.0,5,1,0.449,-0.53,NON SALES,10,1,cold,4.8,1,1,Sales Qualified,10,0.1914,449580,Low,Medium,Low,0
lead:00002700,0,0.17,0,0,0.406,0.57,NON SALES,3,1,fresh,2.0,1,0,Sales Follow Up,20,0.134,241900,Low,Low,Medium,0
lead:00002701,0,1.03,5,1,0.492,0.43,NON SALES,9,1,stale,4.4,1,0,Quotation,30,0.1116,105610,Medium,Medium,Low,1
lead:00002702,0,2.78,1,0,0.687,0.32,SALES,15,1,cold,6.8,1,0,Quotation,30,0.1125,143370,High,High,Medium,1
lead:00002703,1,1.12,1,0,0.581,-0.21,SALES,13,1,stale,5.5,1,0,Quotation,28,0.1272,22400,Medium,High,Medium,1
lead:00002704,0,0.97,5,1,0.455,0.57,NON SALES,3,1,stale,2.1,0,0,Lost,50,0.0132,225970,Medium,Medium,Low,1
lead:00002705,0,0.33,0,0,0.305,0.36,NON SALES,1,0,active,0.8,0,0,Demo Scheduled,15,0.1921,299720,Low,Low,Low,0
lead:00002706,1,0.85,0,0,0.609,-0.03,SALES,6,0,cold,3.2,0,0,Sales Follow Up,147,0.0167,139830,High,Low,Low,1
lead:00002707,0,0.67,1,1,0.311,0.52,NON SALES,2,1,cold,1.5,0,1,On Hold,78,0.022,102070,Low,Low,Medium,1
lead:00002708,0,0.94,1,0,0.375,0.68,NON SALES,13,1,stale,6.1,1,1,New Lead,0,1.0,356360,Low,High,Medium,1
lead:00002709,1,2.57,0,0,0.639,0.23,SALES,6,1,active,3.6,1,1,New Lead,3,0.3245,561090,High,High,Low,1
lead:00002710,0,2.07,0,0,0.616,0.07,SALES,2,1,fresh,1.4,0,0,Demo Scheduled,7,0.4271,120360,High,Low,Low,1
lead:00002711,1,0.68,1,0,0.38,0.28,NON SALES,3,1,fresh,2.0,1,1,Contract Sent,4,1.2514,352230,Medium,Low,High,1
lead:00002712,0,0.28,0,0,0.376,0.01,NON SALES,7,0,cold,3.4,0,1,Lost,24,0.0354,477310,Low,Low,Low,0
lead:00002713,1,1.22,4,1,0.576,-0.84,SALES,15,1,active,6.4,1,0,New Lead,4,0.2522,410640,Medium,High,Medium,1
lead:00002714,0,1.29,0,0,0.446,0.52,NON SALES,13,1,fresh,5.5,1,1,Closed,1,6.0052,755790,Medium,High,High,1
lead:00002715,1,0.88,3,0,0.465,0.3,NON SALES,14,1,cold,5.7,1,0,Quotation,20,0.1782,272580,Medium,Low,High,0
lead:00002716,1,0.43,3,1,0.476,-0.6,NON SALES,6,1,cold,3.2,1,1,Follow Up / Negot.,11,0.3583,443680,Low,Medium,Medium,1
lead:00002717,1,2.58,1,0,0.645,0.43,SALES,7,1,stale,3.3,1,1,Closed,0,6.0,540440,High,Medium,Medium,1
lead:00002718,0,0.0,1,0,0.32,-0.29,NON SALES,12,1,active,5.6,0,1,Lost,28,0.0449,500910,Low,High,Low,0
lead:00002719,0,0.4,3,1,0.257,0.63,NON SALES,6,0,active,2.9,1,0,Lost,33,0.0371,22960,Low,Low,Medium,0
lead:00002720,0,0.35,6,1,0.472,0.24,NON SALES,7,1,active,3.9,1,1,Contract Sent,7,0.7077,273760,Low,High,High,1
lead:00002721,1,0.78,6,1,0.513,0.01,NON SALES,6,0,stale,3.0,0,0,Quotation,23,0.1436,45920,Medium,Low,Low,0
lead:00002722,0,0.44,7,1,0.322,0.79,NON SALES,5,1,active,3.3,1,1,Contract Sent,5,0.992,295590,Low,Low,High,0
lead:00002723,1,0.4,0,0,0.379,-0.19,NON SALES,15,1,cold,6.8,1,0,Closed,0,6.0,461380,Low,Medium,High,0
lead:00002724,0,0.04,5,1,0.381,0.19,NON SALES,9,1,stale,4.4,1,0,Follow Up / Negot.,21,0.1838,118590,Low,Medium,High,1
lead:00002725,1,1.27,1,1,0.488,0.57,NON SALES,7,1,cold,3.5,1,0,Quotation,22,0.1656,145140,Medium,Low,Medium,0
lead:00002726,1,1.41,0,0,0.547,0.36,SALES,7,1,cold,3.5,0,1,Manual Follow Up,23,0.104,520970,Medium,High,Low,1
lead:00002727,0,0.38,1,0,0.366,0.01,NON SALES,8,1,stale,3.9,1,0,Quotation,14,0.2567,197650,Low,Low,Medium,0
lead:00002728,0,2.88,3,1,0.668,0.55,SALES,3,0,stale,2.1,1,0,Sales Follow Up,8,0.3082,68320,High,Low,Low,1
lead:00002729,1,0.44,0,0,0.27,0.59,NON SALES,8,1,active,4.5,1,0,Quotation,29,0.1109,26320,Low,High,Low,0
lead:00002730,1,1.76,0,0,0.528,0.15,SALES,3,1,cold,2.5,1,0,Manual Follow Up,16,0.1561,130980,Medium,Low,Medium,1
lead:00002731,0,1.96,0,0,0.632,0.16,SALES,16,1,stale,6.9,1,0,Proposal Sent,24,0.1514,414770,High,High,Medium,1
lead:00002732,1,0.74,0,0,0.491,0.48,NON SALES,2,1,stale,1.0,1,0,Sales Qualified,9,0.2294,287330,Medium,Low,Medium,1
lead:00002733,0,0.09,1,0,0.396,-0.09,NON SALES,2,1,stale,1.7,1,1,Sales Qualified,5,0.405,274350,Low,Low,Medium,0
lead:00002734,1,1.31,6,1,0.638,0.37,SALES,3,1,fresh,1.4,0,0,On Hold,107,0.01,103840,High,Low,Low,1
lead:00002735,0,0.2,0,0,0.503,-0.59,NON SALES,5,1,stale,3.3,1,1,Contract Sent,10,0.4917,329220,Low,Low,High,0
lead:00002736,0,2.57,6,1,0.617,0.05,SALES,4,1,active,2.6,1,0,Follow Up / Negot.,21,0.1963,242490,High,Medium,Medium,1
lead:00002737,1,1.4,0,0,0.649,-0.14,SALES,2,1,fresh,1.5,1,0,Quotation,20,0.1733,119180,High,Low,High,1
lead:00002738,0,0.78,0,0,0.368,0.23,NON SALES,10,1,active,5.1,1,1,Follow Up / Negot.,27,0.1514,742220,Low,High,Medium,0
lead:00002739,1,0.49,7,1,0.382,0.26,NON SALES,9,1,active,4.4,0,0,Lost,29,0.0389,273760,Medium,Medium,Low,1
lead:00002740,1,0.69,0,0,0.477,0.6,NON SALES,7,1,stale,4.1,1,0,Closed,0,6.0,236000,Medium,Medium,High,0
lead:00002741,1,3.01,0,0,0.661,0.56,SALES,2,1,cold,1.0,0,0,Sales Follow Up,18,0.143,300900,High,Low,Low,1
lead:00002742,1,2.0,4,1,0.574,-0.12,SALES,3,1,active,3.3,1,0,Follow Up / Negot.,20,0.2062,224790,High,Low,Medium,1
lead:00002743,0,2.29,3,0,0.682,-0.01,SALES,3,0,active,1.9,0,1,Lost,18,0.0571,624810,High,Low,Low,1
lead:00002744,1,2.45,1,1,0.609,0.16,SALES,3,0,fresh,2.2,0,0,On Hold,65,0.0213,21840,High,Low,Low,1
lead:00002745,0,0.58,3,1,0.382,0.25,NON SALES,7,1,active,4.2,1,0,Contract Sent,8,0.6259,178180,Medium,Medium,High,0
lead:00002746,1,1.0,0,0,0.388,0.49,NON SALES,3,1,cold,2.6,1,0,Quotation,28,0.1214,48720,Medium,Low,Low,1
lead:00002747,0,0.16,0,0,0.407,-0.26,NON SALES,3,1,fresh,1.8,1,1,Manual Follow Up,21,0.1267,582330,Low,Low,Low,0
lead:00002748,1,2.24,0,0,0.601,0.44,SALES,12,1,active,5.9,1,1,Closed,1,5.9994,184080,High,High,High,1
lead:00002749,0,1.25,2,1,0.595,0.34,NON SALES,8,1,fresh,4.0,1,0,Proposal Sent,21,0.1627,467280,Medium,High,Low,1
lead:00002750,0,0.38,2,0,0.475,-0.58,NON SALES,4,1,fresh,1.4,1,1,Demo Scheduled,6,0.4947,333350,Low,Low,Medium,1
lead:00002751,1,2.46,0,0,0.67,0.53,SALES,2,1,fresh,1.0,1,0,Proposal Sent,14,0.2541,211220,High,Low,Medium,1
lead:00002752,0,0.65,0,0,0.45,0.01,NON SALES,16,1,active,6.4,1,0,Sales Follow Up,5,0.5034,22960,Medium,High,Medium,0
lead:00002753,1,2.27,0,0,0.533,0.71,SALES,7,1,fresh,4.3,1,1,Follow Up / Negot.,18,0.2146,265500,High,Medium,Medium,1
lead:00002754,1,1.45,0,0,0.524,0.52,SALES,6,1,active,3.2,0,0,Lost,40,0.0157,14000,Medium,Medium,Low,1
lead:00002755,0,0.99,0,0,0.544,-0.35,SALES,14,1,stale,6.1,1,0,Quotation,19,0.1919,207680,Low,Medium,Medium,1
lead:00002756,0,0.94,3,1,0.495,0.06,NON SALES,11,1,cold,5.1,1,0,Proposal Sent,20,0.1694,122720,Medium,High,Medium,1
lead:00002757,1,0.33,0,0,0.371,0.37,NON SALES,15,1,stale,6.3,1,0,Contract Sent,116,0.0373,112100,Low,High,Medium,0
lead:00002758,1,0.75,3,0,0.471,0.37,NON SALES,9,1,cold,4.6,1,0,Quotation,8,0.4328,70000,High,Medium,Medium,1
lead:00002759,1,2.63,1,0,0.58,0.87,SALES,4,1,fresh,2.3,1,0,Quotation,147,0.0204,43120,High,Low,Low,1
lead:00002760,1,2.55,5,1,0.717,0.25,SALES,16,1,cold,6.5,1,0,Lost,53,0.0194,26320,High,Low,Medium,1
lead:00002761,0,1.96,2,1,0.714,-0.2,SALES,10,1,cold,4.4,0,0,On Hold,51,0.03,207090,High,Medium,Low,1
lead:00002762,0,2.77,0,0,0.653,0.83,SALES,15,1,cold,6.6,0,1,Lost,44,0.0263,243080,High,High,Low,1
lead:00002763,1,2.3,1,0,0.649,0.51,SALES,12,1,cold,6.1,1,0,Sales Qualified,3,0.6751,25200,High,High,Medium,1
lead:00002764,0,1.69,1,1,0.635,0.37,SALES,11,1,cold,4.8,1,0,Lost,16,0.0623,18480,High,High,Low,1
lead:00002765,1,0.44,5,1,0.523,0.2,NON SALES,4,1,cold,2.7,1,0,Quotation,28,0.1161,207680,Medium,Medium,Low,0
lead:00002766,0,0.31,1,0,0.444,-0.18,NON SALES,4,1,active,2.8,1,0,Lost,60,0.0256,219480,Low,Medium,Medium,0
lead:00002767,1,2.18,1,1,0.601,0.42,SALES,7,1,cold,4.0,0,0,Manual Follow Up,20,0.1226,230690,High,Medium,Low,1
lead:00002768,0,2.87,0,0,0.625,0.79,SALES,3,1,active,1.9,1,1,Lost,52,0.019,560500,High,Low,Medium,1
lead:00002769,0,1.03,1,1,0.379,0.49,NON SALES,15,1,stale,6.6,1,0,Follow Up / Negot.,22,0.1786,187030,Medium,Low,Medium,0
lead:00002770,1,2.31,1,1,0.589,0.54,SALES,8,1,stale,4.3,1,0,Lost,39,0.0348,112690,High,High,High,1
lead:00002771,1,0.88,0,0,0.451,0.57,NON SALES,1,0,fresh,0.9,1,0,Proposal Sent,27,0.1241,108560,Medium,Low,Medium,0
lead:00002772,0,0.47,0,0,0.52,-0.36,NON SALES,13,1,cold,5.8,1,0,Follow Up / Negot.,10,0.3924,292050,Low,High,Medium,0
lead:00002773,0,0.26,0,0,0.441,0.02,NON SALES,1,0,fresh,0.8,1,0,Follow Up / Negot.,12,0.3257,128030,Low,Low,Medium,0
lead:00002774,0,1.14,2,1,0.513,0.3,NON SALES,8,1,active,4.3,1,1,Quotation,28,0.1212,431880,Medium,Medium,Medium,1
lead:00002775,1,0.65,0,0,0.497,0.4,NON SALES,2,1,active,1.3,1,0,Follow Up / Negot.,16,0.2557,80080,Medium,Low,Medium,1
lead:00002776,0,1.68,0,0,0.638,0.63,SALES,5,1,active,3.8,1,1,Contract Sent,162,0.0223,392350,Medium,Medium,Medium,1
lead:00002777,0,0.13,3,1,0.362,0.1,NON SALES,1,0,fresh,0.9,1,0,On Hold,25,0.0548,196470,Low,Low,Low,0
lead:00002778,1,1.84,0,0,0.645,-0.17,SALES,11,1,stale,5.2,1,1,Lost,53,0.0172,556960,Medium,High,Low,1
lead:00002779,0,0.65,0,0,0.365,0.42,NON SALES,11,1,cold,5.2,0,0,Sales Follow Up,17,0.1502,67760,Low,High,Low,1
lead:00002780,1,0.0,0,0,0.462,-0.56,NON SALES,14,1,cold,6.1,1,0,Quotation,137,0.0171,49840,Low,Medium,Low,0
lead:00002781,0,0.42,0,0,0.442,-0.32,NON SALES,9,1,fresh,5.2,0,0,Proposal Sent,15,0.2312,465510,Low,High,Low,0
lead:00002782,1,2.9,6,1,0.608,0.63,SALES,8,1,active,4.4,1,0,Follow Up / Negot.,23,0.1645,78400,High,High,Medium,1
lead:00002783,1,2.2,7,1,0.615,0.2,SALES,7,1,stale,3.7,1,0,Quotation,13,0.26,20720,High,Low,Medium,1
lead:00002784,1,3.03,1,0,0.714,0.41,SALES,7,1,active,3.8,1,0,Contract Sent,9,0.5482,76720,High,High,High,1
lead:00002785,0,1.4,1,0,0.502,0.21,SALES,14,1,cold,6.1,1,0,On Hold,25,0.0564,169330,Medium,High,Low,1
lead:00002786,0,0.36,0,0,0.43,0.12,NON SALES,2,1,cold,1.7,1,0,Follow Up / Negot.,35,0.1148,237770,Low,Low,Medium,0
lead:00002787,1,0.05,0,0,0.374,-0.46,NON SALES,10,1,stale,4.5,1,1,Sales Qualified,96,0.0251,374650,Low,Medium,Low,0
lead:00002788,0,0.33,7,1,0.34,0.24,NON SALES,2,1,stale,1.9,1,0,Follow Up / Negot.,18,0.2317,185260,Low,Low,Medium,0
lead:00002789,0,0.56,0,0,0.429,-0.03,NON SALES,9,1,fresh,4.4,1,0,Demo Scheduled,16,0.1791,26880,Low,High,Medium,0
lead:00002790,1,1.92,1,0,0.647,-0.66,SALES,2,1,fresh,2.3,1,0,Contract Sent,14,0.3576,340430,High,Low,Medium,1
lead:00002791,1,3.04,3,0,0.604,0.35,SALES,12,1,stale,5.5,1,1,Follow Up / Negot.,35,0.1092,264910,High,High,Medium,1
lead:00002792,0,0.65,0,0,0.489,0.6,NON SALES,10,1,cold,4.3,1,1,Follow Up / Negot.,10,0.39,187030,Medium,High,Medium,0
lead:00002793,0,0.37,0,0,0.442,0.25,NON SALES,4,0,stale,2.4,0,0,Quotation,15,0.2381,319780,Low,Low,Low,1
lead:00002794,0,0.77,3,1,0.563,-0.51,NON SALES,5,1,active,3.1,1,1,Follow Up / Negot.,22,0.1884,171100,Medium,High,Medium,1
lead:00002795,1,1.83,0,0,0.642,0.28,SALES,15,1,active,6.6,0,0,New Lead,0,1.0,113870,High,High,Low,1
lead:00002796,0,0.77,0,0,0.515,0.22,NON SALES,11,1,active,5.0,0,1,Sales Qualified,5,0.3961,610650,Low,High,Low,0
lead:00002797,1,0.55,5,1,0.399,0.01,NON SALES,17,1,fresh,6.6,1,0,Closed,3,1.9999,145730,Medium,Medium,High,1
lead:00002798,0,0.69,3,1,0.468,0.2,NON SALES,5,1,stale,3.5,0,0,On Hold,33,0.0518,211220,Medium,Low,Low,0
lead:00002799,0,0.73,6,1,0.451,0.2,NON SALES,2,0,fresh,1.7,0,1,New Lead,2,0.5047,633070,Medium,Low,Low,0
lead:00002800,1,0.6,0,0,0.362,0.47,NON SALES,6,1,stale,3.7,1,0,Sales Follow Up,15,0.1725,210040,Medium,Medium,High,0
lead:00002801,0,0.5,1,0,0.595,-0.72,NON SALES,8,1,fresh,3.4,1,1,Proposal Sent,29,0.1182,246620,Medium,Medium,Low,0
lead:00002802,1,0.23,0,0,0.397,-0.28,NON SALES,10,1,active,4.6,0,0,On Hold,63,0.0178,183490,Low,High,Low,0
lead:00002803,1,3.03,0,0,0.703,0.73,SALES,1,0,fresh,1.1,0,1,Sales Qualified,12,0.1676,389400,High,Low,Low,1
lead:00002804,1,0.51,1,0,0.368,0.29,NON SALES,4,0,fresh,2.9,0,1,Sales Follow Up,13,0.1901,261370,Medium,Low,Low,0
lead:00002805,1,2.9,3,0,0.644,0.54,SALES,5,0,stale,2.9,1,0,Quotation,18,0.1979,24080,High,Low,High,1
lead:00002806,1,2.29,0,0,0.707,-0.52,SALES,2,1,stale,1.6,1,0,Closed,3,2.0064,52640,High,Low,High,1
lead:00002807,1,1.48,2,0,0.629,0.34,SALES,12,1,cold,5.3,1,0,Proposal Sent,22,0.1535,198830,High,High,Medium,1
lead:00002808,0,0.18,1,0,0.289,-0.42,NON SALES,1,0,active,1.3,0,0,Lost,27,0.0325,374650,Low,Low,Low,0
lead:00002809,0,0.52,6,1,0.375,0.18,NON SALES,6,1,cold,3.6,1,1,Quotation,25,0.136,156350,Medium,Low,Medium,0
lead:00002810,1,2.6,0,0,0.665,0.55,SALES,7,1,active,4.0,1,0,Closed,1,6.0009,25760,High,Medium,High,1
