product_category,product_type,product_complexity,product_base_price,product_tax_rate,price_tier,capacity_tons,capacity_bin,product_x_capacity,total_price_with_tax,capacity_price_ratio,quotation_sent,is_enterprise_deal,industry_close_rate,pipeline_stage,is_repeat_customer,sale_closed,days_in_pipeline,pipeline_velocity
3,16,4,2,18,3,2,3,56,2,2,1,0,1,1,0,1,1,3
1,4,4,3,18,4,3,4,13,3,2,1,1,2,5,0,0,3,1
2,21,2,1,12,2,1,1,75,1,2,1,0,2,12,1,1,2,2
1,2,4,2,18,3,2,3,5,2,2,1,0,1,1,0,1,1,3
3,11,3,2,18,2,1,1,37,2,1,0,0,3,10,0,1,2,2
3,22,5,2,18,3,2,2,81,2,2,0,0,2,12,0,0,2,2
3,13,2,2,18,2,1,1,45,2,1,1,1,3,10,1,1,2,2
1,19,4,2,18,3,3,4,68,2,2,1,1,1,2,0,1,2,3
2,15,1,1,12,1,2,2,54,1,3,1,0,2,10,1,1,2,2
2,7,1,1,12,1,2,3,25,1,3,0,1,3,5,0,0,2,1
3,20,5,2,18,3,2,2,74,2,2,0,0,1,8,0,0,3,1
2,8,1,1,12,1,2,2,29,1,3,1,0,3,4,1,1,3,1
1,1,5,3,18,4,2,3,1,3,1,0,1,1,4,1,1,2,2
1,18,5,3,18,4,2,3,63,3,1,1,1,1,5,0,0,3,1
1,18,4,3,18,4,2,3,63,3,2,1,1,1,10,0,0,3,1
2,7,2,1,12,1,1,1,24,1,3,1,0,3,1,0,1,1,3
3,22,5,2,18,3,2,3,79,2,2,1,0,2,11,0,0,2,2
2,9,2,1,12,1,1,1,30,1,2,1,0,3,10,0,0,3,1
3,5,4,2,18,2,2,3,17,2,3,1,0,3,9,0,0,2,2
2,15,1,1,12,1,2,2,54,1,3,0,1,3,6,0,0,2,2
1,10,3,2,18,3,2,3,33,2,2,0,0,2,8,0,0,3,1
2,3,2,1,12,2,2,2,11,1,2,1,0,2,4,0,1,2,2
2,14,2,1,12,2,1,1,49,1,2,1,0,2,10,1,1,3,1
3,11,4,2,18,3,2,3,38,2,2,1,1,2,10,1,1,3,2
3,13,2,2,18,2,3,4,47,2,3,1,0,2,3,1,1,2,2
3,22,3,2,18,3,2,3,79,2,2,0,0,1,10,1,1,2,2
3,5,2,2,18,2,2,2,19,2,2,1,1,2,2,0,0,1,3
1,2,4,2,18,3,2,2,8,2,2,1,0,2,10,1,1,2,2
3,22,4,2,18,3,2,3,79,2,2,1,0,2,9,1,1,2,2
1,18,4,3,18,3,3,5,65,3,3,1,1,2,2,1,1,1,3
1,2,4,2,18,3,3,5,7,2,3,1,0,2,2,1,0,1,3
2,8,1,1,12,1,1,1,27,1,2,1,0,2,11,0,1,1,2
1,19,3,2,18,3,2,2,70,2,1,1,0,2,5,0,0,3,1
2,14,2,1,12,2,2,2,51,1,2,0,0,2,6,0,0,3,1
1,12,5,3,18,4,3,4,42,3,2,0,1,2,10,0,0,2,2
3,11,3,2,18,2,2,3,38,2,2,1,0,2,9,1,1,2,2
1,17,3,3,18,3,2,3,59,3,1,1,0,2,2,0,0,3,1
3,16,3,2,18,2,1,1,55,2,1,0,0,2,10,0,0,2,2
3,6,4,2,18,3,2,3,21,2,2,1,0,2,4,1,1,2,2
1,1,5,3,18,4,3,4,2,3,2,1,1,1,10,0,0,2,2
2,21,3,1,12,2,1,1,75,1,2,1,0,3,10,0,0,3,1
1,4,4,3,18,4,3,4,13,3,2,1,1,1,3,0,0,2,2
3,11,4,2,18,2,2,3,38,2,2,1,0,2,5,0,1,3,1
2,9,2,1,12,1,1,1,30,1,2,1,0,3,1,0,1,1,3
3,6,5,2,18,3,2,3,21,2,2,1,0,2,9,1,1,2,2
1,12,4,3,18,3,2,3,41,3,2,1,1,2,2,1,1,1,3
2,7,1,1,12,1,2,3,25,1,3,1,0,2,1,0,1,1,3
3,6,4,2,18,3,2,3,21,2,2,1,0,2,10,0,1,2,2
1,1,4,3,18,3,3,4,2,3,2,1,1,1,9,1,1,3,1
2,9,1,1,12,1,1,1,30,1,2,0,0,3,5,0,0,3,1
3,22,5,2,18,3,2,2,81,2,1,1,0,2,8,1,0,3,1
3,16,4,2,18,3,2,2,58,2,2,0,0,2,8,0,0,2,1
1,1,4,3,18,4,3,4,2,3,1,0,1,1,4,0,1,3,1
2,7,2,1,12,1,2,2,26,1,3,1,0,3,10,0,1,2,2
2,8,2,1,12,1,1,1,27,1,3,0,0,3,10,1,0,2,2
1,2,3,2,18,3,2,3,5,2,2,1,1,2,9,1,1,3,1
2,21,2,1,12,1,1,1,75,1,2,1,0,3,4,0,1,2,2
2,7,2,1,12,1,2,2,26,1,3,0,0,2,5,0,0,3,1
1,4,5,3,18,4,3,4,13,3,2,1,1,2,10,0,0,2,2
3,20,5,2,18,3,2,3,72,2,2,1,0,2,4,0,1,3,2
1,10,4,2,18,3,3,4,34,2,2,1,1,2,1,1,1,1,3
1,10,4,2,18,3,3,4,34,2,3,0,1,2,12,0,0,2,2
2,3,2,1,12,2,1,1,9,1,2,0,0,3,10,0,1,2,2
1,1,5,3,18,4,3,4,2,3,2,1,1,1,5,0,0,3,1
3,6,4,2,18,3,3,4,22,2,3,0,0,1,7,0,0,1,3
1,4,4,3,18,4,2,3,12,3,1,0,1,1,9,0,1,2,2
1,17,4,3,18,4,3,5,61,3,3,1,1,1,2,1,1,1,3
1,17,4,3,18,3,2,2,62,3,1,1,0,1,6,0,0,2,1
3,20,5,2,18,3,3,4,73,2,2,1,0,2,10,0,0,3,1
1,1,5,3,18,4,3,5,3,3,3,1,1,1,4,0,0,3,1
1,12,4,3,18,4,3,4,42,3,2,1,1,1,1,1,1,1,3
2,7,2,1,12,1,2,3,25,1,3,0,0,3,7,0,0,1,3
1,2,4,2,18,3,2,3,5,2,2,1,1,2,4,0,0,3,2
2,21,2,1,12,2,2,2,77,1,3,1,0,3,4,0,1,3,2
3,6,4,2,18,3,2,3,21,2,2,1,0,2,12,1,0,1,2
2,3,3,1,12,2,1,1,9,1,2,1,0,2,11,0,1,2,1
3,6,5,2,18,3,1,1,20,2,1,0,1,2,6,1,1,2,2
3,20,4,2,18,3,2,3,72,2,2,0,1,2,6,0,0,1,2
1,2,3,2,18,3,3,5,7,2,3,1,0,2,9,1,1,2,2
3,5,4,2,18,2,3,4,18,2,3,1,0,2,4,1,1,3,1
1,12,5,3,18,4,2,3,41,3,1,1,1,1,2,0,1,1,3
3,13,3,2,18,2,2,3,46,2,3,1,0,2,2,1,1,1,3
3,6,4,2,18,3,1,1,20,2,1,0,1,2,5,0,0,3,1
3,11,3,2,18,2,1,1,37,2,1,0,0,3,4,1,0,2,2
1,1,4,3,18,3,2,3,1,3,2,0,1,2,7,0,0,1,3
2,14,3,1,12,2,1,1,49,1,2,1,0,3,5,0,1,3,1
2,8,2,1,12,1,1,1,27,1,3,0,0,3,5,0,0,2,1
1,12,4,3,18,3,3,4,42,3,2,1,0,2,11,1,1,2,2
1,18,4,3,18,3,3,5,65,3,3,1,1,1,4,0,1,2,2
2,14,2,1,12,2,2,2,51,1,2,1,1,2,12,0,1,1,3
3,13,3,2,18,2,2,2,48,2,2,0,0,2,9,0,0,2,2
1,1,4,3,18,4,3,4,2,3,2,0,1,1,7,0,0,1,3
2,9,1,1,12,1,1,1,30,1,2,0,0,3,12,1,1,1,3
3,5,3,2,18,2,1,1,16,2,2,1,1,3,10,0,1,3,1
1,18,4,3,18,4,2,3,63,3,1,1,1,1,1,0,1,1,3
2,8,1,1,12,1,1,1,27,1,2,0,0,2,7,0,0,1,3
3,6,4,2,18,3,3,4,22,2,3,1,1,2,4,1,0,2,2
3,13,2,2,18,2,3,4,47,2,3,0,0,2,6,0,0,2,2
3,5,2,2,18,2,2,2,19,2,2,1,0,2,10,0,1,2,2
3,22,4,2,18,3,2,3,79,2,2,0,0,2,11,0,0,1,3
1,17,3,3,18,3,2,2,62,3,1,0,1,2,4,0,1,2,2
3,11,3,2,18,2,1,1,37,2,1,1,0,2,9,0,1,2,2
2,8,2,1,12,1,1,1,27,1,2,1,0,3,5,0,0,3,1
3,13,2,2,18,2,3,4,47,2,3,1,0,2,8,1,0,3,1
2,14,2,1,12,2,1,1,49,1,1,0,0,3,7,0,0,1,2
1,19,4,2,18,3,2,2,70,2,2,1,1,1,4,0,1,2,3
2,21,3,1,12,2,1,1,75,1,2,1,0,2,10,0,1,2,2
2,21,2,1,12,2,1,1,75,1,2,1,0,2,11,0,0,2,2
3,16,3,2,18,2,2,3,56,2,2,1,1,2,3,0,0,2,2
3,11,4,2,18,2,2,3,38,2,3,1,1,3,2,0,1,1,3
3,5,3,2,18,2,2,3,17,2,3,1,0,3,5,1,1,3,1
2,14,3,2,12,2,1,1,49,2,2,1,0,2,8,1,1,3,1
2,15,1,1,12,1,2,3,53,1,3,1,0,2,9,0,1,2,2
3,13,2,2,18,2,2,3,46,2,2,1,0,2,10,1,1,2,2
3,16,3,2,18,3,3,4,57,2,2,0,0,2,7,0,0,1,2
1,4,4,3,18,4,2,2,15,3,1,1,1,2,3,0,1,2,2
1,10,3,2,18,3,3,5,35,2,3,1,1,2,4,0,1,2,2
3,5,3,2,18,2,2,2,19,2,2,1,0,2,4,0,1,2,2
1,12,5,3,18,3,3,4,42,3,2,1,0,3,5,1,0,2,1
2,9,2,1,12,1,1,1,30,1,3,1,0,2,11,0,1,1,2
1,4,4,3,18,4,3,4,13,3,2,1,1,2,10,0,1,2,2
3,11,4,2,18,2,2,3,38,2,2,1,0,3,6,0,1,2,2
2,9,1,1,12,1,1,1,30,1,2,1,0,3,4,1,1,2,2
2,21,3,1,12,2,1,1,75,1,1,0,1,3,4,0,1,3,1
1,4,4,3,18,4,2,2,15,3,1,1,1,1,4,1,1,3,2
2,14,3,2,12,2,2,2,51,2,2,1,0,2,1,0,1,1,3
1,12,5,3,18,3,2,3,41,3,2,1,1,1,2,1,1,1,3
3,5,3,2,18,2,2,2,19,2,2,1,1,2,6,0,0,2,1
1,4,5,3,18,4,2,2,15,3,1,1,1,1,2,0,1,2,2
3,6,5,2,18,3,2,3,21,2,2,0,0,1,4,0,1,2,3
3,13,2,2,18,2,1,1,45,2,1,0,0,2,6,1,0,2,1
3,6,4,2,18,3,2,2,23,2,2,1,1,2,1,1,1,1,3
1,17,4,2,18,3,2,2,62,2,1,1,0,1,9,1,1,2,2
2,15,1,1,12,1,2,2,54,1,3,1,0,3,10,1,1,2,2
2,21,2,1,12,2,2,2,77,1,2,0,0,3,12,0,1,1,2
1,10,4,2,18,3,3,4,34,2,2,1,0,2,8,0,0,3,1
1,19,4,2,18,3,3,4,68,2,2,1,1,2,1,0,1,1,3
1,4,5,3,18,4,3,5,14,3,3,1,1,1,12,0,0,1,3
3,16,4,2,18,2,1,1,55,2,1,1,0,3,2,1,1,2,2
2,3,2,1,12,2,1,1,9,1,1,0,0,3,5,0,0,2,1
1,2,4,2,18,3,2,2,8,2,2,1,1,2,4,0,1,2,2
3,22,5,2,18,3,1,1,78,2,1,1,0,2,8,0,0,3,1
3,16,3,2,18,3,2,2,58,2,1,0,0,2,9,1,0,2,2
2,14,2,2,12,2,2,3,50,2,3,1,0,2,1,0,1,1,3
1,2,4,2,18,3,2,2,8,2,1,0,1,1,8,0,0,3,1
3,22,5,2,18,3,2,2,81,2,1,1,0,2,2,1,1,1,3
3,22,3,2,18,3,1,1,78,2,1,0,0,1,3,0,0,2,2
1,18,5,3,18,4,3,5,65,3,2,1,1,1,10,0,1,2,2
1,2,4,2,18,3,2,2,8,2,1,1,0,2,1,0,1,1,3
1,10,3,2,18,3,2,3,33,2,2,1,1,2,4,0,1,3,2
3,5,4,2,18,2,2,2,19,2,2,1,0,3,4,0,0,3,2
2,15,1,1,12,1,2,2,54,1,3,0,0,3,12,0,1,1,2
3,16,4,2,18,2,3,4,57,2,3,0,0,2,8,0,0,3,1
3,13,2,2,18,2,2,2,48,2,2,1,0,3,6,0,0,2,2
1,10,4,2,18,3,3,4,34,2,3,1,0,2,1,0,1,1,3
2,9,1,1,12,1,1,1,30,1,2,1,0,3,11,0,1,2,2
1,2,3,2,18,3,2,3,5,2,2,1,1,1,4,1,1,3,2
3,20,5,2,18,3,1,1,71,2,1,0,0,3,11,0,0,2,1
2,14,2,2,12,2,2,3,50,2,3,1,1,2,5,0,0,2,1
2,8,2,1,12,1,1,1,27,1,2,1,0,2,9,1,1,3,1
2,8,2,1,12,1,1,1,27,1,3,1,0,3,11,0,1,2,2
3,11,4,2,18,2,3,4,39,2,3,1,1,3,9,0,1,3,1
2,3,3,1,12,1,2,2,11,1,3,1,1,3,1,1,1,1,3
1,1,5,3,18,4,3,4,2,3,2,0,1,2,12,0,1,2,2
1,2,4,2,18,3,2,2,8,2,1,1,1,1,2,1,1,2,2
1,18,4,3,18,3,3,4,64,3,2,1,1,2,12,0,1,2,2
3,6,5,2,18,3,2,2,23,2,1,1,0,2,11,0,0,2,2
3,13,2,2,18,2,2,2,48,2,2,1,0,2,10,0,1,3,1
3,5,3,2,18,2,2,2,19,2,2,1,0,2,10,1,1,3,1
2,15,1,1,12,1,1,1,52,1,3,1,0,3,10,0,1,3,1
3,6,4,2,18,3,3,4,22,2,2,0,0,1,5,0,0,3,1
1,19,4,2,18,3,2,3,67,2,2,0,0,2,3,0,1,2,2
3,5,2,2,18,2,2,2,19,2,2,0,0,2,11,0,0,3,1
3,13,2,2,18,2,2,2,48,2,2,0,1,3,8,1,0,3,1
1,12,4,3,18,3,3,4,42,3,2,1,1,2,7,0,1,1,3
1,18,4,3,18,4,3,4,64,3,2,1,1,1,7,0,0,1,2
3,11,3,2,18,2,2,3,38,2,3,0,0,2,3,0,1,1,3
1,17,4,3,18,3,3,4,60,3,2,1,1,2,2,0,1,1,3
1,4,5,3,18,4,3,5,14,3,3,0,1,1,5,0,0,2,1
1,17,4,3,18,3,3,4,60,3,2,1,0,2,7,1,1,1,2
1,4,4,3,18,4,2,2,15,3,1,1,1,2,1,0,1,1,3
1,19,3,2,18,3,2,2,70,2,1,1,0,2,10,1,1,2,2
1,17,4,3,18,3,2,3,59,3,1,1,1,1,4,0,1,2,2
1,1,5,3,18,4,3,4,2,3,2,1,1,1,1,0,1,1,3
1,4,4,3,18,4,2,3,12,3,2,0,1,1,5,0,0,3,1
2,8,2,1,12,1,1,1,27,1,2,1,0,2,5,0,1,3,1
1,2,3,2,18,3,3,4,6,2,3,1,1,2,2,0,1,1,3
2,21,2,1,12,1,2,2,77,1,3,0,0,3,10,0,1,2,2
1,17,3,2,18,3,2,2,62,2,1,1,1,2,2,0,1,1,3
1,4,5,3,18,3,2,2,15,3,1,1,0,2,1,1,1,1,3
3,13,2,2,18,2,1,1,45,2,2,1,0,3,4,1,1,2,2
3,11,3,2,18,2,2,2,40,2,2,1,0,3,10,0,1,2,2
1,12,5,3,18,4,3,4,42,3,2,0,1,1,6,0,0,2,1
1,2,3,2,18,3,2,3,5,2,2,1,0,2,10,0,0,2,2
2,21,3,1,12,2,2,2,77,1,2,1,0,2,11,0,0,1,2
2,8,2,1,12,1,1,1,27,1,2,1,0,3,10,0,1,3,1
3,16,4,2,18,2,2,2,58,2,2,1,0,3,6,0,0,2,2
1,12,5,3,18,3,3,4,42,3,2,1,0,2,9,1,1,2,2
1,19,3,2,18,3,3,5,69,2,3,1,0,2,12,0,0,2,2
1,10,3,2,18,3,2,3,33,2,2,1,1,1,12,0,0,1,3
3,13,2,2,18,2,2,3,46,2,3,0,0,2,8,0,0,3,1
1,2,3,3,18,3,3,4,6,3,2,1,1,2,2,0,1,2,3
3,22,4,2,18,3,2,3,79,2,2,1,0,2,4,0,1,2,2
3,5,3,2,18,2,2,2,19,2,2,1,0,3,10,1,1,2,2
1,4,5,3,18,4,2,3,12,3,1,1,1,2,4,0,1,3,2
1,10,3,2,18,3,2,3,33,2,2,0,0,2,5,1,0,3,1
3,6,4,2,18,3,1,1,20,2,1,1,0,1,1,0,1,1,3
1,2,3,2,18,3,2,3,5,2,2,0,0,3,11,0,0,2,2
3,20,4,2,18,3,2,2,74,2,1,1,0,2,4,0,1,2,2
1,4,5,3,18,4,3,5,14,3,2,0,1,1,5,1,0,2,1
2,15,1,1,12,1,1,1,52,1,3,0,0,2,8,0,0,3,1
3,22,4,2,18,3,2,2,81,2,1,1,0,2,2,1,1,1,3
2,21,3,1,12,1,1,1,75,1,2,1,0,3,10,0,1,3,1
1,1,4,3,18,4,3,5,3,3,2,1,1,2,6,0,0,2,1
3,16,4,2,18,3,2,3,56,2,2,1,1,2,1,0,1,1,3
1,1,5,3,18,3,2,3,1,3,2,1,0,1,9,0,0,2,2
1,19,3,3,18,3,2,3,67,3,2,1,1,2,3,0,1,1,3
3,6,4,2,18,3,2,2,23,2,1,1,0,2,9,0,1,2,2
2,15,1,1,12,1,1,1,52,1,2,1,0,3,11,0,1,1,3
1,10,4,2,18,3,3,4,34,2,2,1,1,2,4,0,1,2,2
2,8,1,1,12,1,1,1,27,1,3,0,0,3,5,0,0,3,1
3,20,4,2,18,3,3,4,73,2,2,1,0,2,10,0,1,2,2
3,13,2,2,18,2,3,4,47,2,3,1,0,3,9,0,1,2,2
3,13,2,2,18,2,2,2,48,2,2,1,0,2,2,0,1,3,1
2,14,2,1,12,2,1,1,49,1,2,1,0,3,10,0,1,1,3
2,21,3,1,12,1,2,2,77,1,3,1,0,2,10,0,1,3,1
2,15,1,1,12,1,2,2,54,1,3,1,0,3,5,0,0,3,1
3,6,5,2,18,3,3,4,22,2,3,0,0,2,8,0,0,3,1
1,2,4,2,18,3,2,2,8,2,1,0,1,2,5,0,0,3,1
2,8,1,1,12,1,1,1,27,1,2,1,0,3,12,0,0,1,3
2,7,1,1,12,1,2,3,25,1,3,1,0,3,5,0,0,2,1
3,20,4,2,18,3,2,2,74,2,2,1,0,2,10,0,0,3,1
1,10,3,2,18,3,2,3,33,2,2,1,0,2,5,0,0,3,1
3,20,4,2,18,3,2,3,72,2,2,0,0,2,6,0,0,2,1
1,1,5,3,18,4,2,3,1,3,1,1,1,2,5,1,0,3,1
3,11,4,2,18,3,2,3,38,2,2,1,0,1,4,0,1,2,2
3,11,3,2,18,2,2,3,38,2,2,1,0,2,5,1,0,3,1
3,13,3,2,18,2,2,3,46,2,3,1,0,2,9,1,1,3,1
1,2,4,2,18,3,3,5,7,2,3,1,0,2,4,0,0,2,2
3,11,3,2,18,2,2,2,40,2,2,1,0,3,4,0,1,2,2
1,18,5,3,18,3,3,4,64,3,2,1,1,1,10,1,1,3,1
2,14,2,2,12,2,1,1,49,2,2,1,0,2,4,0,1,2,2
1,17,3,3,18,3,3,4,60,3,2,1,1,2,2,0,1,3,1
3,6,5,2,18,3,2,3,21,2,2,1,0,1,8,0,0,2,1
1,1,4,3,18,4,2,2,4,3,1,1,1,2,5,0,0,3,1
2,14,2,1,12,2,1,1,49,1,2,0,0,2,11,0,0,2,2
2,21,3,1,12,1,2,2,77,1,3,1,0,2,10,0,1,3,1
1,12,5,3,18,3,3,4,42,3,2,0,0,2,9,1,1,2,2
2,3,2,2,12,2,1,1,9,2,1,1,0,3,4,0,1,2,2
2,7,2,1,12,1,1,1,24,1,2,1,0,2,10,0,1,2,2
2,21,2,1,12,2,1,1,75,1,1,1,0,2,2,1,1,2,3
3,6,5,2,18,2,2,2,23,2,2,1,0,3,8,0,1,2,1
3,20,5,2,18,3,1,1,71,2,1,1,0,2,4,0,0,3,1
1,19,4,3,18,3,3,5,69,3,3,1,1,1,12,0,0,3,1
3,16,4,2,18,3,2,2,58,2,2,1,0,2,4,0,1,2,2
2,7,1,1,12,1,2,2,26,1,3,1,0,2,3,0,0,2,2
1,17,4,3,18,3,2,3,59,3,1,1,0,1,2,0,1,2,2
1,19,4,2,18,3,2,3,67,2,2,1,1,1,4,0,1,3,1
1,10,4,2,18,3,2,2,36,2,2,1,1,1,4,0,1,2,2
1,19,4,2,18,3,2,3,67,2,1,0,0,2,10,1,0,2,2
3,16,3,2,18,2,2,3,56,2,2,1,1,2,4,0,0,2,2
3,5,4,2,18,2,1,1,16,2,2,0,0,3,7,0,0,1,3
1,1,4,3,18,4,2,3,1,3,1,0,1,1,12,0,0,1,2
3,16,3,2,18,2,3,4,57,2,3,1,0,3,1,1,1,1,3
1,2,3,2,18,3,2,3,5,2,2,0,0,2,8,0,0,3,1
1,18,4,3,18,4,3,5,65,3,2,0,1,1,7,0,0,1,3
3,22,5,2,18,3,2,2,81,2,2,1,0,2,11,1,1,2,2
3,20,5,2,18,3,2,3,72,2,2,1,1,1,9,0,1,3,1
1,10,4,2,18,3,3,4,34,2,3,0,0,2,8,1,0,3,1
1,17,4,3,18,3,2,2,62,3,1,0,1,2,12,0,0,2,2
1,10,3,2,18,3,2,3,33,2,2,0,1,2,11,0,0,2,2
2,7,2,1,12,1,1,1,24,1,2,1,0,3,10,1,1,2,2
2,14,2,1,12,1,1,1,49,1,2,1,0,3,1,1,1,1,3
3,6,4,2,18,3,2,3,21,2,2,1,0,1,9,0,1,2,2
1,17,4,3,18,3,2,2,62,3,1,0,0,2,5,0,0,3,1
3,22,5,2,18,2,2,2,81,2,2,1,1,3,10,0,1,2,2
2,8,1,1,12,1,1,1,27,1,3,1,0,3,1,1,1,1,3
1,1,5,3,18,4,2,2,4,3,1,1,1,1,1,0,1,1,3
2,8,1,1,12,1,1,1,27,1,3,0,0,3,8,0,0,3,1
1,19,4,2,18,3,2,2,70,2,1,0,0,1,9,0,0,2,2
2,14,3,2,12,2,1,1,49,2,1,1,1,3,2,1,1,2,3
1,18,4,3,18,4,2,3,63,3,1,1,1,1,2,0,0,3,1
1,4,4,3,18,3,2,3,12,3,1,1,1,1,1,1,1,1,3
2,7,2,1,12,1,2,2,26,1,3,1,0,3,11,0,0,2,1
1,1,4,3,18,4,2,3,1,3,1,0,1,1,8,0,0,2,1
1,10,4,2,18,3,3,5,35,2,3,1,0,2,5,0,0,3,1
2,8,2,1,12,1,1,1,27,1,3,0,0,3,10,0,0,2,2
1,17,4,3,18,3,2,3,59,3,1,1,1,1,4,1,1,2,2
1,4,4,3,18,4,3,4,13,3,2,0,1,1,12,0,0,2,2
2,21,3,1,12,1,2,2,77,1,3,0,0,2,7,0,0,1,2
2,3,3,1,12,2,2,2,11,1,2,1,0,2,7,0,1,1,3
3,6,4,2,18,3,3,4,22,2,2,1,0,1,10,1,1,2,2
3,13,3,2,18,2,1,1,45,2,1,0,0,3,12,0,0,1,2
3,6,5,2,18,3,2,3,21,2,2,1,0,2,1,1,1,1,3
1,18,4,3,18,4,2,3,63,3,1,1,1,1,4,0,1,2,2
2,3,2,1,12,2,1,1,9,1,2,1,0,3,4,0,1,3,2
2,9,2,1,12,1,1,1,30,1,2,1,0,3,2,1,1,2,2
1,12,5,2,18,3,2,2,44,2,1,1,1,2,9,0,0,2,2
3,20,4,2,18,3,1,1,71,2,1,1,0,1,9,0,1,2,2
3,20,5,3,18,3,3,4,73,3,2,1,1,1,2,0,1,2,2
1,12,5,2,18,3,2,3,41,2,2,1,0,1,4,0,0,3,1
2,15,1,1,12,1,1,1,52,1,1,0,0,2,6,0,0,2,1
1,1,5,3,18,4,3,4,2,3,1,1,1,1,10,1,1,3,1
3,6,4,2,18,3,2,3,21,2,2,1,0,2,2,1,1,3,1
3,16,3,2,18,3,2,2,58,2,1,0,0,2,6,0,0,2,1
1,18,5,3,18,3,2,2,66,3,1,1,1,1,4,1,1,2,2
1,10,3,2,18,3,2,3,33,2,2,1,0,2,1,0,1,1,3
3,22,4,2,18,3,2,2,81,2,2,0,0,2,5,0,0,3,1
1,1,4,3,18,4,3,5,3,3,2,1,1,1,6,0,0,2,1
2,9,2,1,12,1,2,3,31,1,3,1,0,3,6,0,0,2,2
1,19,3,2,18,3,3,4,68,2,3,1,0,2,4,0,1,3,1
1,17,4,3,18,3,3,4,60,3,2,1,1,1,7,0,0,1,3
3,5,4,2,18,2,3,4,18,2,3,1,0,2,2,1,1,2,3
1,10,4,2,18,3,2,3,33,2,2,1,0,2,8,0,0,3,1
1,12,4,3,18,3,3,5,43,3,3,1,1,1,4,0,0,3,2
1,19,3,2,18,3,2,3,67,2,2,1,1,2,2,0,1,2,3
1,1,4,3,18,4,3,5,3,3,2,0,1,1,11,0,0,2,2
3,16,3,2,18,2,2,2,58,2,2,1,0,3,10,0,0,2,2
1,12,5,3,18,3,2,3,41,3,2,0,0,1,8,0,0,3,1
3,5,3,2,18,2,2,3,17,2,2,1,0,3,11,0,1,1,2
1,1,4,3,18,3,3,4,2,3,2,1,1,1,4,0,1,2,2
1,10,3,2,18,3,3,4,34,2,3,1,0,2,2,0,1,1,3
3,13,2,2,18,2,2,3,46,2,3,1,0,3,2,0,1,2,3
3,5,4,2,18,2,1,1,16,2,2,0,0,3,10,0,0,2,2
3,11,4,2,18,2,2,2,40,2,2,1,0,2,2,1,1,1,3
1,19,3,2,18,3,2,3,67,2,2,1,1,1,9,0,1,3,1
1,2,3,2,18,3,2,3,5,2,2,1,1,1,1,1,1,1,3
2,8,1,1,12,1,1,1,27,1,3,1,0,2,1,0,1,1,3
2,3,3,1,12,2,2,2,11,1,2,1,0,2,4,0,1,2,2
3,6,5,2,18,2,1,1,20,2,1,0,0,2,8,0,0,3,1
1,17,4,3,18,3,2,3,59,3,2,0,1,2,8,1,0,3,1
2,21,3,1,12,1,1,1,75,1,2,0,0,3,12,0,0,2,2
2,9,1,1,12,1,1,1,30,1,2,1,0,3,1,0,1,1,3
1,17,4,2,18,3,3,5,61,2,3,1,0,2,10,0,1,2,2
2,14,2,1,12,1,2,2,51,1,3,1,1,3,3,0,1,1,2
1,10,4,2,18,3,3,4,34,2,3,0,0,2,6,0,0,2,1
3,5,3,2,18,2,2,2,19,2,2,1,0,2,10,1,1,2,2
3,22,4,2,18,3,1,1,78,2,1,1,0,1,9,0,0,2,2
3,13,2,2,18,2,1,1,45,2,2,0,0,3,10,0,1,1,3
2,7,2,1,12,1,1,1,24,1,2,1,1,3,9,0,1,2,2
3,22,5,2,18,3,2,3,79,2,2,0,0,2,4,0,0,3,1
2,7,1,1,12,1,2,2,26,1,3,1,0,2,11,0,0,2,2
1,17,4,3,18,3,2,3,59,3,1,1,1,3,1,0,1,1,3
2,15,1,1,12,1,1,1,52,1,2,1,0,3,7,1,1,1,3
1,2,3,3,18,3,3,5,7,3,3,1,1,1,2,0,1,3,1
1,18,5,3,18,4,3,4,64,3,2,1,1,1,1,0,1,1,3
2,8,2,1,12,1,2,2,29,1,3,1,0,2,4,0,1,2,2
1,4,5,3,18,4,2,3,12,3,1,1,1,1,1,0,1,1,3
2,9,2,1,12,1,1,1,30,1,2,1,0,2,5,0,0,3,1
2,8,1,1,12,1,1,1,27,1,2,1,0,3,5,1,0,3,1
1,1,4,3,18,4,2,3,1,3,1,1,1,1,2,0,1,2,2
1,1,5,3,18,4,3,4,2,3,2,1,1,2,2,0,1,1,3
3,6,4,2,18,3,3,4,22,2,3,1,0,2,9,0,1,2,2
3,22,5,2,18,3,1,1,78,2,1,1,0,2,10,0,0,2,2
3,6,4,2,18,3,3,4,22,2,2,0,0,2,3,0,0,2,2
3,6,4,2,18,2,1,1,20,2,1,0,0,2,6,0,0,2,2
1,17,4,3,18,3,2,2,62,3,1,0,0,1,11,0,0,2,2
1,12,4,2,18,3,2,3,41,2,2,1,1,2,3,0,1,2,2
3,11,4,2,18,2,2,3,38,2,2,1,0,2,3,0,1,1,3
1,2,3,2,18,3,2,3,5,2,2,1,1,1,12,0,0,2,2
1,4,4,3,18,4,3,5,14,3,3,1,1,1,4,1,1,2,2
1,12,5,3,18,3,2,2,44,3,1,1,0,2,6,1,1,2,1
3,20,4,2,18,3,3,4,73,2,3,1,1,2,9,1,1,2,2
2,8,2,1,12,1,1,1,27,1,2,1,0,3,10,1,1,2,2
