,product_type,product_complexity,product_base_price,product_tax_rate,price_tier,capacity_tons,capacity_bin,product_x_capacity,total_price_with_tax,capacity_price_ratio,quotation_sent,is_enterprise_deal,industry_close_rate,pipeline_stage,is_repeat_customer,days_in_pipeline,pipeline_velocity,sale_score
3,16,3,2,18,2,3,4,57,2,2,1,1,2,2,0,2,3,0.9393
1,19,3,2,18,3,2,3,67,2,2,1,0,1,3,0,2,2,0.7114
2,14,2,2,12,2,2,2,51,2,2,1,0,3,10,0,2,2,0.572
2,21,2,1,12,1,2,2,77,1,2,1,0,3,5,0,3,1,0.633
3,11,4,2,18,3,2,3,38,2,2,1,0,2,9,1,2,2,0.855
3,16,4,2,18,2,1,1,55,2,1,0,0,3,11,1,2,2,0.4941
3,22,5,2,18,3,1,1,78,2,1,1,0,1,10,0,2,2,0.5281
3,20,5,2,18,3,2,3,72,2,2,1,0,3,1,0,1,3,0.87
3,22,4,2,18,3,1,1,78,2,1,0,0,2,7,0,1,3,0.38
2,9,1,1,12,1,1,1,30,1,2,0,1,3,5,0,2,1,0.1684
3,5,4,2,18,2,2,3,17,2,2,1,1,3,1,0,1,3,0.9094
1,17,3,3,18,3,2,3,59,3,2,1,0,2,10,0,3,1,0.3144
3,13,2,2,18,2,2,3,46,2,3,1,0,2,9,0,2,2,0.653
2,9,1,1,12,1,1,1,30,1,3,1,0,3,11,0,2,2,0.6629
2,14,2,1,12,2,2,2,51,1,2,1,0,3,9,1,2,2,0.897
1,12,4,3,18,3,3,4,42,3,2,0,0,2,3,0,2,2,0.2313
3,5,2,2,18,2,3,4,18,2,3,0,0,2,6,0,2,2,0.313
1,2,4,2,18,3,3,5,7,2,3,1,0,2,9,0,2,2,0.5907
3,20,5,2,18,3,2,3,72,2,2,1,0,2,10,1,2,2,0.8295
3,20,4,2,18,3,1,1,71,2,1,0,1,2,11,0,2,1,0.0653
1,18,5,3,18,4,2,3,63,3,1,1,1,1,5,0,2,1,0.2647
3,13,2,2,18,2,3,4,47,2,3,1,0,2,11,1,2,2,0.8629
1,4,4,3,18,3,2,3,12,3,2,1,0,1,5,0,3,1,0.4023
1,17,3,3,18,3,2,2,62,3,1,1,1,1,4,1,3,1,0.812
1,2,3,2,18,3,3,4,6,2,3,0,1,2,6,0,2,2,0.3144
3,16,4,2,18,2,2,3,56,2,2,1,0,2,7,0,1,2,0.5029
1,10,4,2,18,3,3,4,34,2,3,1,1,1,12,0,1,2,0.3827
1,10,4,2,18,3,3,4,34,2,3,1,0,1,9,0,2,2,0.5597
1,18,5,3,18,3,3,4,64,3,2,0,1,1,4,0,3,1,0.1193
1,17,4,3,18,3,3,4,60,3,2,0,0,2,7,0,1,2,0.0954
1,2,3,2,18,3,2,3,5,2,2,1,1,2,6,0,2,2,0.7265
1,2,3,2,18,3,3,4,6,2,2,0,0,2,11,0,2,2,0.1829
3,11,4,2,18,2,2,3,38,2,2,0,1,2,8,1,3,1,0.4194
3,11,3,2,18,2,2,3,38,2,2,1,0,3,10,0,2,2,0.6313
2,21,3,1,12,1,2,3,76,1,3,1,0,2,1,1,1,3,0.9685
3,13,2,2,18,2,1,1,45,2,1,1,1,3,9,0,2,2,0.7273
1,2,4,2,18,3,2,2,8,2,2,1,1,2,2,1,1,3,0.9715
2,15,1,1,12,1,1,1,52,1,2,1,0,3,11,0,2,2,0.6567
3,6,4,2,18,3,2,3,21,2,2,0,0,1,8,0,3,1,0.1155
3,16,4,2,18,3,2,3,56,2,2,1,0,1,1,0,1,3,0.8518
1,4,4,3,18,4,3,4,13,3,2,1,1,2,5,0,3,1,0.4677
2,21,2,1,12,2,1,1,75,1,2,1,0,2,12,1,2,2,0.8436
1,2,4,2,18,3,2,3,5,2,2,1,0,1,1,0,1,3,0.8554
3,11,3,2,18,2,1,1,37,2,1,0,0,3,10,0,2,2,0.2313
3,22,5,2,18,3,2,2,81,2,2,0,0,2,12,0,2,2,0.1561
3,13,2,2,18,2,1,1,45,2,1,1,1,3,10,1,2,2,0.9063
1,19,4,2,18,3,3,4,68,2,2,1,1,1,2,0,2,3,0.9199
2,15,1,1,12,1,2,2,54,1,3,1,0,2,10,1,2,2,0.8896
2,7,1,1,12,1,2,3,25,1,3,0,1,3,5,0,2,1,0.1681
3,20,5,2,18,3,2,2,74,2,2,0,0,1,8,0,3,1,0.1136
2,8,1,1,12,1,2,2,29,1,3,1,0,3,4,1,3,1,0.8972
1,1,5,3,18,4,2,3,1,3,1,0,1,1,4,1,2,2,0.5139
1,18,5,3,18,4,2,3,63,3,1,1,1,1,5,0,3,1,0.3993
1,18,4,3,18,4,2,3,63,3,2,1,1,1,10,0,3,1,0.3038
2,7,2,1,12,1,1,1,24,1,3,1,0,3,1,0,1,3,0.9121
3,22,5,2,18,3,2,3,79,2,2,1,0,2,11,0,2,2,0.5183
2,9,2,1,12,1,1,1,30,1,2,1,0,3,10,0,3,1,0.5012
3,5,4,2,18,2,2,3,17,2,3,1,0,3,9,0,2,2,0.648
2,15,1,1,12,1,2,2,54,1,3,0,1,3,6,0,2,2,0.4085
1,10,3,2,18,3,2,3,33,2,2,0,0,2,8,0,3,1,0.1233
2,3,2,1,12,2,2,2,11,1,2,1,0,2,4,0,2,2,0.773
2,14,2,1,12,2,1,1,49,1,2,1,0,2,10,1,3,1,0.7725
3,11,4,2,18,3,2,3,38,2,2,1,1,2,10,1,3,2,0.9232
3,13,2,2,18,2,3,4,47,2,3,1,0,2,3,1,2,2,0.9344
3,22,3,2,18,3,2,3,79,2,2,0,0,1,10,1,2,2,0.4606
3,5,2,2,18,2,2,2,19,2,2,1,1,2,2,0,1,3,0.916
1,2,4,2,18,3,2,2,8,2,2,1,0,2,10,1,2,2,0.8613
3,22,4,2,18,3,2,3,79,2,2,1,0,2,9,1,2,2,0.8522
1,18,4,3,18,3,3,5,65,3,3,1,1,2,2,1,1,3,0.9478
1,2,4,2,18,3,3,5,7,2,3,1,0,2,2,1,1,3,0.9591
2,8,1,1,12,1,1,1,27,1,2,1,0,2,11,0,1,2,0.4927
1,19,3,2,18,3,2,2,70,2,1,1,0,2,5,0,3,1,0.5667
2,14,2,1,12,2,2,2,51,1,2,0,0,2,6,0,3,1,0.183
1,12,5,3,18,4,3,4,42,3,2,0,1,2,10,0,2,2,0.1345
3,11,3,2,18,2,2,3,38,2,2,1,0,2,9,1,2,2,0.8724
1,17,3,3,18,3,2,3,59,3,1,1,0,2,2,0,3,1,0.5077
3,16,3,2,18,2,1,1,55,2,1,0,0,2,10,0,2,2,0.2082
3,6,4,2,18,3,2,3,21,2,2,1,0,2,4,1,2,2,0.912
1,1,5,3,18,4,3,4,2,3,2,1,1,1,10,0,2,2,0.466
2,21,3,1,12,2,1,1,75,1,2,1,0,3,10,0,3,1,0.4598
1,4,4,3,18,4,3,4,13,3,2,1,1,1,3,0,2,2,0.6572
3,11,4,2,18,2,2,3,38,2,2,1,0,2,5,0,3,1,0.543
2,9,2,1,12,1,1,1,30,1,2,1,0,3,1,0,1,3,0.9081
3,6,5,2,18,3,2,3,21,2,2,1,0,2,9,1,2,2,0.8512
1,12,4,3,18,3,2,3,41,3,2,1,1,2,2,1,1,3,0.9498
2,7,1,1,12,1,2,3,25,1,3,1,0,2,1,0,1,3,0.9059
3,6,4,2,18,3,2,3,21,2,2,1,0,2,10,0,2,2,0.5831
1,1,4,3,18,3,3,4,2,3,2,1,1,1,9,1,3,1,0.6944
2,9,1,1,12,1,1,1,30,1,2,0,0,3,5,0,3,1,0.2342
3,22,5,2,18,3,2,2,81,2,1,1,0,2,8,1,3,1,0.7695
3,16,4,2,18,3,2,2,58,2,2,0,0,2,8,0,2,1,0.0761
1,1,4,3,18,4,3,4,2,3,1,0,1,1,4,0,3,1,0.1286
2,7,2,1,12,1,2,2,26,1,3,1,0,3,10,0,2,2,0.6867
2,8,2,1,12,1,1,1,27,1,3,0,0,3,10,1,2,2,0.5799
1,2,3,2,18,3,2,3,5,2,2,1,1,2,9,1,3,1,0.7986
2,21,2,1,12,1,1,1,75,1,2,1,0,3,4,0,2,2,0.783
2,7,2,1,12,1,2,2,26,1,3,0,0,2,5,0,3,1,0.2175
1,4,5,3,18,4,3,4,13,3,2,1,1,2,10,0,2,2,0.4901
3,20,5,2,18,3,2,3,72,2,2,1,0,2,4,0,3,2,0.8048
1,10,4,2,18,3,3,4,34,2,2,1,1,2,1,1,1,3,0.9688
1,10,4,2,18,3,3,4,34,2,3,0,1,2,12,0,2,2,0.1764
2,3,2,1,12,2,1,1,9,1,2,0,0,3,10,0,2,2,0.2477
1,1,5,3,18,4,3,4,2,3,2,1,1,1,5,0,3,1,0.4231
3,6,4,2,18,3,3,4,22,2,3,0,0,1,7,0,1,3,0.3684
1,4,4,3,18,4,2,3,12,3,1,0,1,1,9,0,2,2,0.1453
1,17,4,3,18,4,3,5,61,3,3,1,1,1,2,1,1,3,0.9383
1,17,4,3,18,3,2,2,62,3,1,1,0,1,6,0,2,1,0.263
3,20,5,2,18,3,3,4,73,2,2,1,0,2,10,0,3,1,0.3843
1,1,5,3,18,4,3,5,3,3,3,1,1,1,4,0,3,1,0.4383
1,12,4,3,18,4,3,4,42,3,2,1,1,1,1,1,1,3,0.9474
2,7,2,1,12,1,2,3,25,1,3,0,0,3,7,0,1,3,0.4731
1,2,4,2,18,3,2,3,5,2,2,1,1,2,4,0,3,2,0.8469
2,21,2,1,12,2,2,2,77,1,3,1,0,3,4,0,3,2,0.8683
3,6,4,2,18,3,2,3,21,2,2,1,0,2,12,1,1,2,0.7128
2,3,3,1,12,2,1,1,9,1,2,1,0,2,11,0,2,1,0.2854
3,6,5,2,18,3,1,1,20,2,1,0,1,2,6,1,2,2,0.6256
3,20,4,2,18,3,2,3,72,2,2,0,1,2,6,0,1,2,0.1806
1,2,3,2,18,3,3,5,7,2,3,1,0,2,9,1,2,2,0.8631
3,5,4,2,18,2,3,4,18,2,3,1,0,2,4,1,3,1,0.8508
1,12,5,3,18,4,2,3,41,3,1,1,1,1,2,0,1,3,0.7837
3,13,3,2,18,2,2,3,46,2,3,1,0,2,2,1,1,3,0.9657
3,6,4,2,18,3,1,1,20,2,1,0,1,2,5,0,3,1,0.2018
3,11,3,2,18,2,1,1,37,2,1,0,0,3,4,1,2,2,0.6904
1,1,4,3,18,3,2,3,1,3,2,0,1,2,7,0,1,3,0.3328
2,14,3,1,12,2,1,1,49,1,2,1,0,3,5,0,3,1,0.5905
2,8,2,1,12,1,1,1,27,1,3,0,0,3,5,0,2,1,0.1353
1,12,4,3,18,3,3,4,42,3,2,1,0,2,11,1,2,2,0.7609
1,18,4,3,18,3,3,5,65,3,3,1,1,1,4,0,2,2,0.6255
2,14,2,1,12,2,2,2,51,1,2,1,1,2,12,0,1,3,0.7765
3,13,3,2,18,2,2,2,48,2,2,0,0,2,9,0,2,2,0.2467
1,1,4,3,18,4,3,4,2,3,2,0,1,1,7,0,1,3,0.3002
2,9,1,1,12,1,1,1,30,1,2,0,0,3,12,1,1,3,0.7025
3,5,3,2,18,2,1,1,16,2,2,1,1,3,10,0,3,1,0.5386
1,18,4,3,18,4,2,3,63,3,1,1,1,1,1,0,1,3,0.8102
2,8,1,1,12,1,1,1,27,1,2,0,0,2,7,0,1,3,0.4731
3,6,4,2,18,3,3,4,22,2,3,1,1,2,4,1,2,2,0.9287
3,13,2,2,18,2,3,4,47,2,3,0,0,2,6,0,2,2,0.3048
3,5,2,2,18,2,2,2,19,2,2,1,0,2,10,0,2,2,0.6655
3,22,4,2,18,3,2,3,79,2,2,0,0,2,11,0,1,3,0.2803
1,17,3,3,18,3,2,2,62,3,1,0,1,2,4,0,2,2,0.285
3,11,3,2,18,2,1,1,37,2,1,1,0,2,9,0,2,2,0.6405
2,8,2,1,12,1,1,1,27,1,2,1,0,3,5,0,3,1,0.6309
3,13,2,2,18,2,3,4,47,2,3,1,0,2,8,1,3,1,0.8119
2,14,2,1,12,2,1,1,49,1,1,0,0,3,7,0,1,2,0.1865
1,19,4,2,18,3,2,2,70,2,2,1,1,1,4,0,2,3,0.9143
2,21,3,1,12,2,1,1,75,1,2,1,0,2,10,0,2,2,0.6023
2,21,2,1,12,2,1,1,75,1,2,1,0,2,11,0,2,2,0.598
3,16,3,2,18,2,2,3,56,2,2,1,1,2,3,0,2,2,0.789
3,11,4,2,18,2,2,3,38,2,3,1,1,3,2,0,1,3,0.8967
3,5,3,2,18,2,2,3,17,2,3,1,0,3,5,1,3,1,0.8592
2,14,3,2,12,2,1,1,49,2,2,1,0,2,8,1,3,1,0.7234
2,15,1,1,12,1,2,3,53,1,3,1,0,2,9,0,2,2,0.6681
3,13,2,2,18,2,2,3,46,2,2,1,0,2,10,1,2,2,0.8716
3,16,3,2,18,3,3,4,57,2,2,0,0,2,7,0,1,2,0.1504
1,4,4,3,18,4,2,2,15,3,1,1,1,2,3,0,2,2,0.7075
1,10,3,2,18,3,3,5,35,2,3,1,1,2,4,0,2,2,0.7498
3,5,3,2,18,2,2,2,19,2,2,1,0,2,4,0,2,2,0.7714
1,12,5,3,18,3,3,4,42,3,2,1,0,3,5,1,2,1,0.6216
2,9,2,1,12,1,1,1,30,1,3,1,0,2,11,0,1,2,0.4678
1,4,4,3,18,4,3,4,13,3,2,1,1,2,10,0,2,2,0.5111
3,11,4,2,18,2,2,3,38,2,2,1,0,3,6,0,2,2,0.7031
2,9,1,1,12,1,1,1,30,1,2,1,0,3,4,1,2,2,0.9413
2,21,3,1,12,2,1,1,75,1,1,0,1,3,4,0,3,1,0.2429
1,4,4,3,18,4,2,2,15,3,1,1,1,1,4,1,3,2,0.9357
2,14,3,2,12,2,2,2,51,2,2,1,0,2,1,0,1,3,0.8456
1,12,5,3,18,3,2,3,41,3,2,1,1,1,2,1,1,3,0.9398
3,5,3,2,18,2,2,2,19,2,2,1,1,2,6,0,2,1,0.4791
1,4,5,3,18,4,2,2,15,3,1,1,1,1,2,0,2,2,0.6886
3,6,5,2,18,3,2,3,21,2,2,0,0,1,4,0,2,3,0.567
3,13,2,2,18,2,1,1,45,2,1,0,0,2,6,1,2,1,0.329
3,6,4,2,18,3,2,2,23,2,2,1,1,2,1,1,1,3,0.9748
1,17,4,2,18,3,2,2,62,2,1,1,0,1,9,1,2,2,0.8498
2,15,1,1,12,1,2,2,54,1,3,1,0,3,10,1,2,2,0.8998
2,21,2,1,12,2,2,2,77,1,2,0,0,3,12,0,1,2,0.1249
1,10,4,2,18,3,3,4,34,2,2,1,0,2,8,0,3,1,0.4403
1,19,4,2,18,3,3,4,68,2,2,1,1,2,1,0,1,3,0.8846
1,4,5,3,18,4,3,5,14,3,3,1,1,1,12,0,1,3,0.5726
3,16,4,2,18,2,1,1,55,2,1,1,0,3,2,1,2,2,0.9358
2,3,2,1,12,2,1,1,9,1,1,0,0,3,5,0,2,1,0.1297
1,2,4,2,18,3,2,2,8,2,2,1,1,2,4,0,2,2,0.7771
3,22,5,2,18,3,1,1,78,2,1,1,0,2,8,0,3,1,0.4355
3,16,3,2,18,3,2,2,58,2,1,0,0,2,9,1,2,2,0.5416
2,14,2,2,12,2,2,3,50,2,3,1,0,2,1,0,1,3,0.8444
1,2,4,2,18,3,2,2,8,2,1,0,1,1,8,0,3,1,0.1493
3,22,5,2,18,3,2,2,81,2,1,1,0,2,2,1,1,3,0.9603
3,22,3,2,18,3,1,1,78,2,1,0,0,1,3,0,2,2,0.3123
1,18,5,3,18,4,3,5,65,3,2,1,1,1,10,0,2,2,0.437
1,2,4,2,18,3,2,2,8,2,1,1,0,2,1,0,1,3,0.8841
1,10,3,2,18,3,2,3,33,2,2,1,1,2,4,0,3,2,0.8494
3,5,4,2,18,2,2,2,19,2,2,1,0,3,4,0,3,2,0.8645
2,15,1,1,12,1,2,2,54,1,3,0,0,3,12,0,1,2,0.1422
3,16,4,2,18,2,3,4,57,2,3,0,0,2,8,0,3,1,0.1281
3,13,2,2,18,2,2,2,48,2,2,1,0,3,6,0,2,2,0.7623
1,10,4,2,18,3,3,4,34,2,3,1,0,2,1,0,1,3,0.8639
2,9,1,1,12,1,1,1,30,1,2,1,0,3,11,0,2,2,0.6616
1,2,3,2,18,3,2,3,5,2,2,1,1,1,4,1,3,2,0.9559
3,20,5,2,18,3,1,1,71,2,1,0,0,3,11,0,2,1,0.0553
2,14,2,2,12,2,2,3,50,2,3,1,1,2,5,0,2,1,0.3784
2,8,2,1,12,1,1,1,27,1,2,1,0,2,9,1,3,1,0.8039
2,8,2,1,12,1,1,1,27,1,3,1,0,3,11,0,2,2,0.6488
3,11,4,2,18,2,3,4,39,2,3,1,1,3,9,0,3,1,0.5251
2,3,3,1,12,1,2,2,11,1,3,1,1,3,1,1,1,3,0.9802
1,1,5,3,18,4,3,4,2,3,2,0,1,2,12,0,2,2,0.1175
1,2,4,2,18,3,2,2,8,2,1,1,1,1,2,1,2,2,0.9388
1,18,4,3,18,3,3,4,64,3,2,1,1,2,12,0,2,2,0.4612
3,6,5,2,18,3,2,2,23,2,1,1,0,2,11,0,2,2,0.5669
3,13,2,2,18,2,2,2,48,2,2,1,0,2,10,0,3,1,0.4914
3,5,3,2,18,2,2,2,19,2,2,1,0,2,10,1,3,1,0.7876
2,15,1,1,12,1,1,1,52,1,3,1,0,3,10,0,3,1,0.518
3,6,4,2,18,3,3,4,22,2,2,0,0,1,5,0,3,1,0.1534
1,19,4,2,18,3,2,3,67,2,2,0,0,2,3,0,2,2,0.2978
3,5,2,2,18,2,2,2,19,2,2,0,0,2,11,0,3,1,0.1322
3,13,2,2,18,2,2,2,48,2,2,0,1,3,8,1,3,1,0.5214
1,12,4,3,18,3,3,4,42,3,2,1,1,2,7,0,1,3,0.7428
1,18,4,3,18,4,3,4,64,3,2,1,1,1,7,0,1,2,0.3939
3,11,3,2,18,2,2,3,38,2,3,0,0,2,3,0,1,3,0.5125
1,17,4,3,18,3,3,4,60,3,2,1,1,2,2,0,1,3,0.8239
1,4,5,3,18,4,3,5,14,3,3,0,1,1,5,0,2,1,0.0596
1,17,4,3,18,3,3,4,60,3,2,1,0,2,7,1,1,2,0.7161
1,4,4,3,18,4,2,2,15,3,1,1,1,2,1,0,1,3,0.8546
1,19,3,2,18,3,2,2,70,2,1,1,0,2,10,1,2,2,0.8621
1,17,4,3,18,3,2,3,59,3,1,1,1,1,4,0,2,2,0.6273
1,1,5,3,18,4,3,4,2,3,2,1,1,1,1,0,1,3,0.8124
1,4,4,3,18,4,2,3,12,3,2,0,1,1,5,0,3,1,0.1148
2,8,2,1,12,1,1,1,27,1,2,1,0,2,5,0,3,1,0.6055
1,2,3,2,18,3,3,4,6,2,3,1,1,2,2,0,1,3,0.8905
2,21,2,1,12,1,2,2,77,1,3,0,0,3,10,0,2,2,0.2574
1,17,3,2,18,3,2,2,62,2,1,1,1,2,2,0,1,3,0.8941
1,4,5,3,18,3,2,2,15,3,1,1,0,2,1,1,1,3,0.9498
3,13,2,2,18,2,1,1,45,2,2,1,0,3,4,1,2,2,0.9362
3,11,3,2,18,2,2,2,40,2,2,1,0,3,10,0,2,2,0.66
1,12,5,3,18,4,3,4,42,3,2,0,1,1,6,0,2,1,0.0542
1,2,3,2,18,3,2,3,5,2,2,1,0,2,10,0,2,2,0.5908
2,21,3,1,12,2,2,2,77,1,2,1,0,2,11,0,1,2,0.4372
2,8,2,1,12,1,1,1,27,1,2,1,0,3,10,0,3,1,0.5065
3,16,4,2,18,2,2,2,58,2,2,1,0,3,6,0,2,2,0.7231
1,12,5,3,18,3,3,4,42,3,2,1,0,2,9,1,2,2,0.782
1,19,3,2,18,3,3,5,69,2,3,1,0,2,12,0,2,2,0.5183
1,10,3,2,18,3,2,3,33,2,2,1,1,1,12,0,1,3,0.706
3,13,2,2,18,2,2,3,46,2,3,0,0,2,8,0,3,1,0.1501
1,2,3,3,18,3,3,4,6,3,2,1,1,2,2,0,2,3,0.9107
3,22,4,2,18,3,2,3,79,2,2,1,0,2,4,0,2,2,0.705
3,5,3,2,18,2,2,2,19,2,2,1,0,3,10,1,2,2,0.8911
1,4,5,3,18,4,2,3,12,3,1,1,1,2,4,0,3,2,0.7612
1,10,3,2,18,3,2,3,33,2,2,0,0,2,5,1,3,1,0.4343
3,6,4,2,18,3,1,1,20,2,1,1,0,1,1,0,1,3,0.8671
1,2,3,2,18,3,2,3,5,2,2,0,0,3,11,0,2,2,0.1961
3,20,4,2,18,3,2,2,74,2,1,1,0,2,4,0,2,2,0.7325
1,4,5,3,18,4,3,5,14,3,2,0,1,1,5,1,2,1,0.2021
2,15,1,1,12,1,1,1,52,1,3,0,0,2,8,0,3,1,0.1658
3,22,4,2,18,3,2,2,81,2,1,1,0,2,2,1,1,3,0.9634
2,21,3,1,12,1,1,1,75,1,2,1,0,3,10,0,3,1,0.4758
1,1,4,3,18,4,3,5,3,3,2,1,1,2,6,0,2,1,0.2933
3,16,4,2,18,3,2,3,56,2,2,1,1,2,1,0,1,3,0.8868
1,1,5,3,18,3,2,3,1,3,2,1,0,1,9,0,2,2,0.4519
1,19,3,3,18,3,2,3,67,3,2,1,1,2,3,0,1,3,0.8197
3,6,4,2,18,3,2,2,23,2,1,1,0,2,9,0,2,2,0.6358
2,15,1,1,12,1,1,1,52,1,2,1,0,3,11,0,1,3,0.7912
1,10,4,2,18,3,3,4,34,2,2,1,1,2,4,0,2,2,0.7415
2,8,1,1,12,1,1,1,27,1,3,0,0,3,5,0,3,1,0.239
3,20,4,2,18,3,3,4,73,2,2,1,0,2,10,0,2,2,0.5736
3,13,2,2,18,2,3,4,47,2,3,1,0,3,9,0,2,2,0.6816
3,13,2,2,18,2,2,2,48,2,2,1,0,2,2,0,3,1,0.6861
2,14,2,1,12,2,1,1,49,1,2,1,0,3,10,0,1,3,0.7871
2,21,3,1,12,1,2,2,77,1,3,1,0,2,10,0,3,1,0.4623
2,15,1,1,12,1,2,2,54,1,3,1,0,3,5,0,3,1,0.6525
3,6,5,2,18,3,3,4,22,2,3,0,0,2,8,0,3,1,0.1208
1,2,4,2,18,3,2,2,8,2,1,0,1,2,5,0,3,1,0.2097
2,8,1,1,12,1,1,1,27,1,2,1,0,3,12,0,1,3,0.7814
2,7,1,1,12,1,2,3,25,1,3,1,0,3,5,0,2,1,0.4958
3,20,4,2,18,3,2,2,74,2,2,1,0,2,10,0,3,1,0.4296
1,10,3,2,18,3,2,3,33,2,2,1,0,2,5,0,3,1,0.5322
3,20,4,2,18,3,2,3,72,2,2,0,0,2,6,0,2,1,0.0834
1,1,5,3,18,4,2,3,1,3,1,1,1,2,5,1,3,1,0.7616
3,11,4,2,18,3,2,3,38,2,2,1,0,1,4,0,2,2,0.687
3,11,3,2,18,2,2,3,38,2,2,1,0,2,5,1,3,1,0.8385
3,13,3,2,18,2,2,3,46,2,3,1,0,2,9,1,3,1,0.7781
1,2,4,2,18,3,3,5,7,2,3,1,0,2,4,0,2,2,0.7062
3,11,3,2,18,2,2,2,40,2,2,1,0,3,4,0,2,2,0.7816
1,18,5,3,18,3,3,4,64,3,2,1,1,1,10,1,3,1,0.6372
2,14,2,2,12,2,1,1,49,2,2,1,0,2,4,0,2,2,0.6784
1,17,3,3,18,3,3,4,60,3,2,1,1,2,2,0,3,1,0.5645
3,6,5,2,18,3,2,3,21,2,2,1,0,1,8,0,2,1,0.279
1,1,4,3,18,4,2,2,4,3,1,1,1,2,5,0,3,1,0.5016
2,14,2,1,12,2,1,1,49,1,2,0,0,2,11,0,2,2,0.2026
2,21,3,1,12,1,2,2,77,1,3,1,0,2,10,0,3,1,0.4623
1,12,5,3,18,3,3,4,42,3,2,0,0,2,9,1,2,2,0.3761
2,3,2,2,12,2,1,1,9,2,1,1,0,3,4,0,2,2,0.7106
2,7,2,1,12,1,1,1,24,1,2,1,0,2,10,0,2,2,0.6511
2,21,2,1,12,2,1,1,75,1,1,1,0,2,2,1,2,3,0.982
3,6,5,2,18,2,2,2,23,2,2,1,0,3,8,0,2,1,0.3672
3,20,5,2,18,3,1,1,71,2,1,1,0,2,4,0,3,1,0.5411
1,19,4,3,18,3,3,5,69,3,3,1,1,1,12,0,3,1,0.2725
3,16,4,2,18,3,2,2,58,2,2,1,0,2,4,0,2,2,0.7295
2,7,1,1,12,1,2,2,26,1,3,1,0,2,3,0,2,2,0.8139
1,17,4,3,18,3,2,3,59,3,1,1,0,1,2,0,2,2,0.6279
1,19,4,2,18,3,2,3,67,2,2,1,1,1,4,0,3,1,0.5582
1,10,4,2,18,3,2,2,36,2,2,1,1,1,4,0,2,2,0.7458
1,19,4,2,18,3,2,3,67,2,1,0,0,2,10,1,2,2,0.4534
3,16,3,2,18,2,2,3,56,2,2,1,1,2,4,0,2,2,0.7715
3,5,4,2,18,2,1,1,16,2,2,0,0,3,7,0,1,3,0.4402
1,1,4,3,18,4,2,3,1,3,1,0,1,1,12,0,1,2,0.0641
3,16,3,2,18,2,3,4,57,2,3,1,0,3,1,1,1,3,0.9715
1,2,3,2,18,3,2,3,5,2,2,0,0,2,8,0,3,1,0.1305
1,18,4,3,18,4,3,5,65,3,2,0,1,1,7,0,1,3,0.2763
3,22,5,2,18,3,2,2,81,2,2,1,0,2,11,1,2,2,0.8305
3,20,5,2,18,3,2,3,72,2,2,1,1,1,9,0,3,1,0.4263
1,10,4,2,18,3,3,4,34,2,3,0,0,2,8,1,3,1,0.3481
1,17,4,3,18,3,2,2,62,3,1,0,1,2,12,0,2,2,0.1394
1,10,3,2,18,3,2,3,33,2,2,0,1,2,11,0,2,2,0.2007
2,7,2,1,12,1,1,1,24,1,2,1,0,3,10,1,2,2,0.893
2,14,2,1,12,1,1,1,49,1,2,1,0,3,1,1,1,3,0.9754
3,6,4,2,18,3,2,3,21,2,2,1,0,1,9,0,2,2,0.5817
1,17,4,3,18,3,2,2,62,3,1,0,0,2,5,0,3,1,0.1201
3,22,5,2,18,2,2,2,81,2,2,1,1,3,10,0,2,2,0.6624
2,8,1,1,12,1,1,1,27,1,3,1,0,3,1,1,1,3,0.978
1,1,5,3,18,4,2,2,4,3,1,1,1,1,1,0,1,3,0.8307
2,8,1,1,12,1,1,1,27,1,3,0,0,3,8,0,3,1,0.1878
1,19,4,2,18,3,2,2,70,2,1,0,0,1,9,0,2,2,0.1929
2,14,3,2,12,2,1,1,49,2,1,1,1,3,2,1,2,3,0.9793
1,18,4,3,18,4,2,3,63,3,1,1,1,1,2,0,3,1,0.4954
1,4,4,3,18,3,2,3,12,3,1,1,1,1,1,1,1,3,0.951
2,7,2,1,12,1,2,2,26,1,3,1,0,3,11,0,2,1,0.3511
1,1,4,3,18,4,2,3,1,3,1,0,1,1,8,0,2,1,0.0494
1,10,4,2,18,3,3,5,35,2,3,1,0,2,5,0,3,1,0.5066
2,8,2,1,12,1,1,1,27,1,3,0,0,3,10,0,2,2,0.2557
1,17,4,3,18,3,2,3,59,3,1,1,1,1,4,1,2,2,0.8712
1,4,4,3,18,4,3,4,13,3,2,0,1,1,12,0,2,2,0.1139
2,21,3,1,12,1,2,2,77,1,3,0,0,2,7,0,1,2,0.1739
2,3,3,1,12,2,2,2,11,1,2,1,0,2,7,0,1,3,0.8204
3,6,4,2,18,3,3,4,22,2,2,1,0,1,10,1,2,2,0.8375
3,13,3,2,18,2,1,1,45,2,1,0,0,3,12,0,1,2,0.1184
3,6,5,2,18,3,2,3,21,2,2,1,0,2,1,1,1,3,0.9625
1,18,4,3,18,4,2,3,63,3,1,1,1,1,4,0,2,2,0.6134
2,3,2,1,12,2,1,1,9,1,2,1,0,3,4,0,3,2,0.8697
2,9,2,1,12,1,1,1,30,1,2,1,0,3,2,1,2,2,0.9476
1,12,5,2,18,3,2,2,44,2,1,1,1,2,9,0,2,2,0.6445
3,20,4,2,18,3,1,1,71,2,1,1,0,1,9,0,2,2,0.578
3,20,5,3,18,3,3,4,73,3,2,1,1,1,2,0,2,2,0.6773
