whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,any_followup_responded,followup_response_rate,last_followup_task_type,agent_response_ratio,sale_closed
1,0,0,0.388888889,2,2,2,0,0,0.337238494,0,1,0.62962963,16,0,0,0.188376754,2,0.4925,0.6552
1,0,0,0.388888889,2,2,2,0,0,0.314225941,0,0.67,0.62962963,21,0,1,0.841683367,0,0.4275,0.4435
0.428571429,0.142857143,1,0.611111111,0,1,2,1,0.2,0.620502092,0,0.67,0.296296296,0,0,1,0.607214429,0,0.285,0.7638
0.857142857,0,0,0.333333333,2,2,2,0,0,0.051882845,0.5,0.67,0.555555556,16,0.125,0,0.024048096,3,0,0.7504
1,0,0,0.388888889,2,2,2,0,0,0.108995816,0.5,0.67,0.37037037,16,0,1,0.382765531,2,0.6525,0.8765
0.428571429,0.571428571,0.428571429,0.555555556,2,2,2,1,0.2,0.472803347,0,0.67,0.444444444,22,0,0,0.121242485,4,0.415,0.2697
0,0.714285714,0,0.277777778,1,1,1,0,0,0.510251046,0,0,0.444444444,11,0,1,0.503006012,2,0.915,0.2405
1,0.571428571,0.428571429,0.777777778,2,2,0,1,0.2,0.020920502,1,0.67,0.37037037,16,0.125,1,0.209418838,0,1,0.6166
0.142857143,1,0.428571429,0.611111111,1,2,0,1,0.2,0.019037657,1,0.67,0.407407407,9,0,0,0.098196393,2,0.7975,0.2338
0.857142857,1,1,1,1,2,1,1,0.6,0.04748954,0.5,0.67,0.740740741,15,0,0,0.145290581,2,0.5975,0.2397
0,0.571428571,0,0.222222222,1,1,1,0,0,0.088912134,0.5,0.67,0.407407407,11,0,0,0.009018036,2,0.0825,0.2349
1,0.285714286,1,0.888888889,0,2,0,1,0.8,0.066317992,0.5,0.33,0.407407407,5,0,0,0.123246493,2,0.36,0.2129
0.857142857,0,0,0.333333333,2,2,2,0,0,0.178033473,0.5,1,0.333333333,19,0,1,0.862725451,2,0.9525,0.3129
1,0,0,0.388888889,2,2,2,0,0,0.116945607,0.5,0.33,0.37037037,23,0,0,0.198396794,2,0.7675,0.6659
0.857142857,0.571428571,0.857142857,0.888888889,2,2,2,1,0.4,0.183054393,0.5,0.67,0.407407407,21,0,1,0.822645291,1,0.4525,0.5481
0,0,0.857142857,0.333333333,0,0,0,0,0,0.085564854,0.5,0.33,0.296296296,3,0,1,0.053106212,0,0,0.369
1,0.571428571,1,1,2,2,1,1,0.2,0.158368201,0.5,0.67,0.481481481,16,0,1,0.275551102,2,0.0475,0.8471
1,0,0,0.388888889,2,2,2,0,0,0.078242678,0.5,0.33,0.333333333,16,0,0,0.171342685,2,0,0.9407
0.714285714,0.714285714,0.142857143,0.611111111,1,1,2,1,0.2,0.409414226,0,0.33,0.37037037,12,0.75,1,0.328657315,1,0.7275,0.2123
0.428571429,0.714285714,0.571428571,0.666666667,0,2,1,1,0.2,0.065899582,0.5,1,0.407407407,0,0,1,0.539078156,2,0.7775,0.835
0.714285714,0.142857143,1,0.722222222,0,0,2,1,0.6,0.051464435,0.5,1,0.592592593,0,0,1,0.650300601,3,0.58,0.8748
0,0,1,0.388888889,0,0,0,0,0,0.10041841,0.5,0,0.592592593,5,0,1,0.585170341,1,0,0.5334
0,0,0.714285714,0.277777778,0,0,0,0,0,0.507112971,0,0.67,0.740740741,0,0.875,1,0.733466934,4,0.46,0.9033
0.142857143,1,0.571428571,0.666666667,1,2,1,1,0.8,0.055439331,0.5,0.33,0.666666667,13,0,0,0.151302605,3,0,0.1507
1,0,0,0.388888889,2,2,2,0,0,0.1958159,0.5,0.33,0.666666667,17,0,0,0.145290581,0,0.905,0.4237
0,0.714285714,0,0.277777778,1,1,1,0,0,0.210251046,0.5,0.67,0.296296296,8,0,0,0.186372745,0,0.2925,0.9013
0,0,0.571428571,0.222222222,0,0,0,0,0,0.165690377,0.5,0.33,0.555555556,5,0,1,0.896793587,1,0.6875,0.4999
1,0.714285714,0.571428571,0.888888889,2,1,0,1,0.6,0.15041841,0.5,0.67,0.333333333,20,0,0,0.191382766,3,0.635,0.2617
0.571428571,1,0.714285714,0.888888889,2,2,2,1,0.8,0.129079498,0.5,0,0.481481481,19,0,1,0.854709419,1,0.775,0.2711
0,0.714285714,0,0.277777778,1,1,1,0,0,0.30083682,0,0,0.296296296,11,0,0,0.00501002,1,0.7575,0.4114
0.428571429,0,0,0.166666667,2,2,2,0,0,0.035146444,1,0.33,0.555555556,22,0,1,0.683366733,0,0.2775,0.368
0.285714286,0.571428571,0.428571429,0.5,1,2,2,1,0.8,0.287656904,0,0,0.444444444,9,0,1,0.724448898,1,0,0.4998
0.857142857,1,1,1,0,1,0,1,0.8,0.453556485,0,0.67,0.296296296,0,0.625,0,0.175350701,2,0,0.854
0.857142857,0.285714286,0.571428571,0.666666667,0,1,1,1,1,0.066317992,0.5,0.33,0.555555556,0,0,0,0.142284569,1,1,0.894
0,0,0.571428571,0.222222222,0,0,0,0,0,0.291422594,0,0.67,0.444444444,0,0,0,0.014028056,1,0.3325,0.7381
0.857142857,0.714285714,1,1,2,2,1,1,0.8,0.041841004,1,0.67,0.703703704,16,0,0,0.023046092,0,0.83,0.7913
0.571428571,0,0,0.222222222,2,2,2,0,0,0.287656904,0,0.67,0.444444444,16,0,1,0.599198397,0,0.3,0.8224
0.571428571,0.571428571,1,0.833333333,2,1,2,1,0.2,0.104811715,0.5,0.33,0.518518519,17,0,0,0.174348697,0,0.425,0.5299
1,0,0,0.388888889,2,2,2,0,0,0.383054393,0,0.33,0.592592593,19,0,0,0.132264529,0,0.515,0.2981
0,1,0,0.388888889,1,1,1,0,0,0.467782427,0,0.33,0.259259259,9,0,1,0.478957916,0,0.1525,0.5115
0,0.571428571,0,0.222222222,1,1,1,0,0,0.015690377,1,0.33,0.481481481,8,0,1,0.138276553,4,0.825,0.7504
0,0,1,0.388888889,0,0,0,0,0,0.031799163,1,0.67,0.111111111,0,0,0,0.123246493,2,0.7875,0.7796
0,0,1,0.388888889,0,0,0,0,0,0.028033473,1,0.33,0.222222222,0,0,0,0.125250501,1,1,0.8433
0.857142857,0.857142857,1,1,0,2,1,1,0.8,0.125313808,0.5,0.67,0.444444444,3,0,1,0.570140281,3,0.9975,0.3824
1,0.142857143,0.285714286,0.555555556,0,2,0,1,0.6,0.224895397,0.5,0.33,0.703703704,6,0,0,0.110220441,1,1,0.2642
1,0.285714286,0.857142857,0.833333333,2,1,1,1,0.8,0.065481172,0.5,0.67,0.555555556,16,0,1,0.584168337,3,1,0.7844
1,0.285714286,0.714285714,0.777777778,2,0,2,1,1,0.130962343,0.5,0,0.407407407,17,0.625,1,0.825651303,2,0.41,0.4313
0.285714286,0.714285714,1,0.777777778,0,1,1,1,0.4,0.283891213,0,0.67,0.518518519,0,0,0,0.156312625,3,0.975,0.7954
0.142857143,0.142857143,1,0.5,0,2,2,1,0.2,0.54790795,0,0.33,0.37037037,4,0,0,0.108216433,2,0.4775,0.2356
0.285714286,0.714285714,0.428571429,0.555555556,0,0,1,1,0.6,0.150627615,0.5,0.33,0.518518519,4,0,0,0.159318637,0,0.6075,0.2398
1,0,0,0.388888889,2,2,2,0,0,0.388912134,0,0.67,0.592592593,16,0.75,1,0.249498998,0,0.57,0.8409
0,1,0,0.388888889,1,1,1,0,0,0.142887029,0.5,0.33,0.555555556,15,0,0,0.084168337,1,0.505,0.3538
0.857142857,1,1,1,1,0,2,1,0.8,0.006485356,1,0,0.296296296,11,0,1,0.473947896,3,0,0.286
0.285714286,0.857142857,1,0.833333333,1,2,2,1,1,0.066108787,0.5,0.33,0.407407407,8,0.5,1,0.559118236,2,0.315,0.9209
0,1,0,0.388888889,1,1,1,0,0,0.081380753,0.5,1,0.37037037,8,0,1,0.433867735,0,0.17,0.8339
1,0,0,0.388888889,2,2,2,0,0,0.001464435,1,0.33,0.444444444,16,0.125,1,0.4498998,3,0.0775,0.8635
0.571428571,0,0,0.222222222,2,2,2,0,0,0.012343096,1,1,0.481481481,16,0.75,1,0.323647295,2,1,0.7823
1,0.428571429,0.285714286,0.666666667,2,1,1,1,0.6,0.149790795,0.5,0.67,0.444444444,23,0.75,0,0.059118236,3,0.21,0.4751
0,1,0,0.388888889,1,1,1,0,0,0.040585774,1,0.33,0.407407407,8,0.25,1,0.713426854,2,1,0.8726
0.428571429,1,1,0.944444444,1,1,0,1,0.4,0.194142259,0.5,0.67,0.296296296,9,0.375,0,0.186372745,1,0,0.5881
1,0,0,0.388888889,2,2,2,0,0,0.352301255,0,0.33,0.555555556,22,0,1,0.635270541,2,0,0.426
0.285714286,0,0,0.111111111,2,2,2,0,0,0.022594142,1,0.67,0.666666667,16,0,1,0.44488978,3,0.5,0.818
0.285714286,0.857142857,1,0.833333333,1,0,1,1,0.4,0.031799163,1,0.33,0.444444444,14,0,1,0.405811623,0,0.3325,0.5541
1,1,0.142857143,0.833333333,2,1,1,1,0.8,0.135355649,0.5,0.33,0.296296296,17,0,0,0.018036072,1,0.41,0.6189
0.714285714,1,0.571428571,0.888888889,1,2,2,1,0.2,0.008577406,1,0,0.444444444,15,0,0,0.134268537,1,0.86,0.2191
0.857142857,0.142857143,0.857142857,0.722222222,0,2,0,1,0.4,0.793305439,0,0.67,0.666666667,0,0,1,0.824649299,0,0.495,0.8017
0.571428571,0.142857143,1,0.666666667,0,1,0,1,0.6,0.428242678,0,0.67,0.444444444,0,0.875,0,0.076152305,1,0,0.8687
1,0.714285714,1,1,0,0,1,1,1,0.070292887,0.5,0.33,0.444444444,2,0,1,0.551102204,1,0,0.3787
0.285714286,1,1,0.888888889,0,2,2,1,0.8,0.131799163,0.5,1,0.222222222,0,0,1,0.684368737,1,1,0.8469
0.285714286,0,0,0.111111111,2,2,2,0,0,0.733682008,0,0.33,0.481481481,16,0,0,0.150300601,1,1,0.8842
0.571428571,0,0,0.222222222,2,2,2,0,0,0.037866109,1,0.67,0.444444444,22,0.125,1,0.873747495,3,0.895,0.7203
0,0.571428571,0,0.222222222,1,1,1,0,0,0.10167364,0.5,0,0.37037037,15,0,0,0.062124248,1,0.25,0.2913
1,0.428571429,0.571428571,0.777777778,0,0,0,1,0.8,0.652719665,0,0,0.481481481,1,0,1,0.371743487,4,0.695,0.5277
1,0,0,0.388888889,2,2,2,0,0,0.034518828,1,0.33,0.592592593,16,0,1,0.746492986,4,0.98,0.7947
0.142857143,0.714285714,0.571428571,0.555555556,0,1,1,1,0.2,0.143305439,0.5,0,0.518518519,2,0.625,1,0.206412826,1,0.6175,0.5687
1,0,0,0.388888889,2,2,2,0,0,0.071757322,0.5,0.67,0.37037037,22,0,1,0.894789579,0,0.2275,0.2997
0.571428571,0.428571429,0.285714286,0.5,2,0,1,1,0.4,0.093096234,0.5,0.33,0.518518519,23,0,1,0.861723447,3,1,0.5481
0,0,1,0.388888889,0,0,0,0,0,0.019246862,1,1,0.407407407,0,0,1,0.708416834,3,1,0.6563
1,0.142857143,0.142857143,0.5,2,0,2,1,0.8,0.179079498,0.5,0.33,0.666666667,18,0.875,1,0.52004008,1,0.725,0.6674
0.714285714,0.142857143,0.714285714,0.611111111,0,2,1,1,0.8,0.002719665,1,0,0.222222222,3,0,0,0.029058116,1,0,0.2921
0.285714286,1,0.428571429,0.666666667,1,0,2,1,1,0.010041841,1,0.67,0.555555556,8,0,1,0.600200401,3,0.46,0.7653
1,0.142857143,1,0.833333333,2,2,2,1,0.8,0.011715481,1,0.67,0.481481481,16,0.25,0,0.19238477,1,0.6525,0.8401
0.571428571,0.571428571,0.571428571,0.666666667,0,2,0,1,0.8,0.285774059,0,0.67,0.518518519,6,0,1,0.687374749,0,0.535,0.339
0.428571429,0.571428571,0.571428571,0.611111111,2,0,0,1,0.8,0.003138075,1,0.67,0.333333333,16,0,0,0.114228457,1,0.7925,0.7094
1,1,0.142857143,0.833333333,1,0,2,1,0.8,0.012970711,1,0.33,0.333333333,8,0,1,0.487975952,1,0.07,0.8531
0.571428571,0.285714286,0.857142857,0.666666667,2,0,0,1,0.2,0.59916318,0,0,0.481481481,23,0,0,0.119238477,1,0.255,0.403
0.857142857,0.857142857,0.857142857,1,0,1,2,1,0.2,0.061715481,0.5,0.33,0.296296296,0,0.5,1,0.901803607,1,0.61,0.8158
1,0.857142857,1,1,2,1,2,1,0.2,0.036401674,1,0.67,0.407407407,20,0,0,0.016032064,0,1,0.2351
0.714285714,0.857142857,0.142857143,0.666666667,2,0,1,1,0.8,0.086401674,0.5,0.67,0.518518519,19,0.125,1,0.704408818,2,0.39,0.3973
1,0.571428571,1,1,0,1,0,1,0.4,0.04832636,0.5,0.67,0.259259259,0,0,1,0.29759519,3,1,0.9053
0,1,0,0.388888889,1,1,1,0,0,0.031589958,1,0.33,0.37037037,14,0,0,0.082164329,2,0,0.4804
0.571428571,1,0.428571429,0.777777778,1,1,1,1,0.4,0.173430962,0.5,0.67,0.407407407,8,0.875,0,0.00501002,3,0.49,0.8026
0.428571429,1,0.857142857,0.888888889,1,2,2,1,0.4,0.302301255,0,0.33,0.333333333,13,0,0,0.19739479,0,0.385,0.4829
1,0.142857143,0.857142857,0.777777778,0,2,0,1,0.4,0.056485356,0.5,0.67,0.592592593,3,0,1,0.907815631,0,0.34,0.3488
0,1,0,0.388888889,1,1,1,0,0,0.090794979,0.5,0.33,0.296296296,11,0,0,0.182364729,3,0.5475,0.3106
0.857142857,0.285714286,0.714285714,0.722222222,2,1,0,1,1,0.133682008,0.5,1,0.518518519,16,0,0,0.070140281,1,0.225,0.7277
1,0.571428571,0.714285714,0.888888889,1,1,1,1,1,0.018619247,1,0.67,0.407407407,8,0.375,1,0.316633267,3,0.73,0.9173
0.142857143,0.428571429,1,0.611111111,1,2,2,1,0.8,0.030962343,1,0.67,0.333333333,12,0,1,0.649298597,1,0.345,0.2142
0.857142857,0.571428571,1,0.944444444,0,1,2,1,0.6,0.283054393,0,0.67,0.333333333,4,0,1,0.48997996,3,0.7725,0.2091
0,0,0.857142857,0.333333333,0,0,0,0,0,0.008995816,1,0.33,0.481481481,0,0,1,0.486973948,4,0.13,0.6632
0,0,0.714285714,0.277777778,0,0,0,0,0,0.078870293,0.5,0,0.481481481,7,0,1,0.328657315,0,0.8075,0.1664
1,0,0,0.388888889,2,2,2,0,0,0.034100418,1,0.67,0.407407407,21,0,1,0.705410822,3,0.9275,0.5811
1,1,0.714285714,1,1,2,2,1,0.8,0.032635983,1,0.67,0.333333333,8,0,0,0.052104208,3,0.11,0.7498
0.714285714,0,0,0.277777778,2,2,2,0,0,0.061506276,0.5,0.33,0.518518519,22,0,0,0.169338677,3,0.8625,0.3232
0.428571429,0.285714286,0.714285714,0.555555556,2,1,1,1,1,0.186820084,0.5,0.33,0.592592593,16,0,0,0.198396794,0,0,0.8258
0.142857143,0.571428571,1,0.666666667,0,2,1,1,0.8,0.006903766,1,0.67,0.296296296,0,0,1,0.361723447,0,0.7775,0.8555
0.571428571,0.714285714,0.857142857,0.833333333,2,0,2,1,0.4,0.038493724,1,0,0.407407407,17,0,1,0.573146293,3,0.26,0.5032
0,0.571428571,0,0.222222222,1,1,1,0,0,0.294351464,0,0.33,0.555555556,13,1,1,0.376753507,0,0.4325,0.4088
0,1,0,0.388888889,1,1,1,0,0,0.031799163,1,1,0.777777778,8,0.125,0,0.002004008,0,0.54,0.8177
0.571428571,0,0,0.222222222,2,2,2,0,0,0.188912134,0.5,0,0.62962963,21,0,1,0.419839679,2,0.745,0.2673
0.285714286,0.285714286,0.571428571,0.444444444,2,2,0,1,0.6,0.111297071,0.5,0.67,0.555555556,16,0.5,0,0.100200401,4,0.0325,0.8294
0.857142857,0.571428571,0.285714286,0.666666667,0,0,0,1,0.4,0.089330544,0.5,0.33,0.444444444,1,0.125,0,0.011022044,3,0.675,0.2231
0,0.285714286,0,0.111111111,1,1,1,0,0,0.339121339,0,0.67,0.37037037,8,0,0,0.03006012,4,0.7325,0.9046
0.857142857,0,0,0.333333333,2,2,2,0,0,0.009623431,1,0.33,0.37037037,16,0,0,0.042084168,3,0.9325,0.7525
1,0,0,0.388888889,2,2,2,0,0,0.005857741,1,0.33,0.296296296,20,0,1,0.445891784,1,0.7225,0.2097
0.571428571,0.714285714,0.571428571,0.722222222,2,0,1,1,1,0.050209205,0.5,0.67,0.666666667,22,0,0,0.169338677,4,0.785,0.2266
0.428571429,0.714285714,1,0.833333333,2,2,0,1,0.6,0.059832636,0.5,0.33,0.444444444,23,0,0,0.193386774,1,1,0.6931
0,0,0.857142857,0.333333333,0,0,0,0,0,0.101464435,0.5,0,0.555555556,3,0,1,0.875751503,1,0.2625,0.4599
1,0.714285714,1,1,0,0,2,1,1,0.025313808,1,1,0.481481481,0,0.625,0,0.114228457,2,0.995,0.8592
0,0.571428571,0,0.222222222,1,1,1,0,0,0.144560669,0.5,0,0.481481481,9,0,0,0.078156313,0,0.63,0.4025
0.857142857,0.142857143,0.285714286,0.5,0,2,1,1,1,0.00125523,1,0.33,0.37037037,3,0,1,0.43987976,3,0.465,0.5412
0.857142857,1,0.571428571,0.944444444,1,2,0,1,1,0.245606695,0.5,0.33,0.592592593,9,0,1,0.442885772,0,0.0725,0.4697
0.285714286,1,0.571428571,0.722222222,1,1,1,1,0.8,0.026778243,1,0,0.185185185,11,0,1,0.518036072,0,0.9075,0.6293
0.857142857,0,0,0.333333333,2,2,2,0,0,0.087866109,0.5,0.67,0.444444444,16,0,1,0.613226453,0,0.8075,0.8174
0.857142857,0.285714286,1,0.833333333,2,0,1,1,1,0.021548117,1,0.33,0.333333333,19,0,0,0.096192385,2,0.115,0.4804
0.142857143,0.571428571,1,0.666666667,0,0,2,1,0.6,0.329288703,0,0.67,0.407407407,5,1,0,0.105210421,2,0.66,0.5548
0.428571429,1,0.571428571,0.777777778,1,0,2,1,0.2,0.180753138,0.5,0.33,0.333333333,14,0,1,0.637274549,1,0.4725,0.3325
0,0.571428571,0,0.222222222,1,1,1,0,0,0.10209205,0.5,1,0.407407407,8,0,1,0.577154309,0,0.2,0.8813
0.714285714,0.714285714,1,0.944444444,1,0,1,1,0.2,0.25251046,0,0.33,0.481481481,8,0,0,0.180360721,4,0.65,0.7641
1,1,0.285714286,0.888888889,2,1,0,1,0.8,0.476987448,0,1,0.407407407,16,0,0,0.186372745,0,0.5575,0.8356
0.857142857,0.714285714,0.285714286,0.722222222,2,1,0,1,1,0.09916318,0.5,0.33,0.333333333,16,0,0,0.129258517,3,0.5925,0.9236
0.571428571,1,0.571428571,0.833333333,1,1,0,1,0.8,0.193723849,0.5,0.67,0.481481481,8,0,1,0.428857715,3,0.7175,0.8577
0.571428571,1,0.571428571,0.833333333,1,1,1,1,1,0.04665272,0.5,0,0.814814815,11,0,1,0.771543086,2,0.51,0.2351
0.857142857,0.428571429,0.857142857,0.833333333,2,1,1,1,0.6,0.023640167,1,0.67,0.37037037,16,0,1,0.410821643,3,0.36,0.8104
1,0.571428571,0.714285714,0.888888889,2,0,1,1,1,0.053138075,0.5,0.33,0.703703704,17,0,0,0.188376754,1,0.3825,0.564
0.571428571,0.428571429,0.571428571,0.611111111,2,2,0,1,1,0.067154812,0.5,0.67,0.111111111,19,0,1,0.676352705,2,0.1425,0.2549
0,1,0,0.388888889,1,1,1,0,0,0.052719665,0.5,1,0.703703704,8,0,1,0.55511022,0,1,0.8953
1,0.857142857,0.857142857,1,1,1,2,1,1,0.041213389,1,0.33,0.666666667,14,0,0,0.133266533,2,0.415,0.5171
0.857142857,0,0,0.333333333,2,2,2,0,0,0.018619247,1,0,0.111111111,17,0,1,0.982965932,2,0.665,0.639
0.857142857,1,0.571428571,0.944444444,1,2,2,1,1,0.033263598,1,0.33,0.37037037,14,0,1,0.79258517,3,0.8125,0.518
0.571428571,1,0.571428571,0.833333333,2,1,2,1,1,0.294351464,0,0.67,0.592592593,16,0,1,0.872745491,2,0.365,0.8502
0,0,0.857142857,0.333333333,0,0,0,0,0,0.05376569,0.5,0.67,0.481481481,0,0,0,0.018036072,0,0.44,0.818
0,1,0,0.388888889,1,1,1,0,0,0.256276151,0,0,0.37037037,15,0,1,0.73747495,3,1,0.2262
0.142857143,0.571428571,1,0.666666667,0,2,0,1,0.2,0.294351464,0,0,0.592592593,5,0,0,0.087174349,0,0.845,0.2705
1,0.428571429,0.285714286,0.666666667,2,2,1,1,1,0.00083682,1,0.33,0.444444444,20,0,1,0.440881764,0,0.195,0.2156
0.571428571,0.714285714,0.857142857,0.833333333,2,1,0,1,1,0.092887029,0.5,0.33,0.259259259,21,0,1,0.744488978,0,0.45,0.4377
0.571428571,1,0.142857143,0.666666667,1,2,1,1,0.6,0.029497908,1,0.33,0.555555556,8,0.25,1,0.348697395,1,0.4725,0.935
0.285714286,0.571428571,0.857142857,0.666666667,2,0,0,1,0.4,0.105230126,0.5,0.67,0.296296296,16,0.25,1,0.849699399,2,1,0.6678
1,0,0,0.388888889,2,2,2,0,0,0.5541841,0,0.67,0.518518519,22,0,0,0.086172345,1,0.67,0.3447
1,0,0,0.388888889,2,2,2,0,0,0.087656904,0.5,0.67,0.481481481,22,0,0,0.065130261,1,0.51,0.3743
0.285714286,0.857142857,0.857142857,0.777777778,0,1,2,1,0.4,0.021129707,1,0.33,0.259259259,0,0.625,1,0.666332665,0,0.4925,0.9576
0.428571429,1,0.571428571,0.777777778,0,1,1,1,0.2,0.056903766,0.5,0.67,0.333333333,0,0,0,0.046092184,0,0.8725,0.9833
0.571428571,0,0,0.222222222,2,2,2,0,0,0.112133891,0.5,0.33,0.62962963,19,0,0,0.111222445,2,0.07,0.4731
0.857142857,0.571428571,0.857142857,0.888888889,1,1,0,1,1,0.179497908,0.5,0.33,0.481481481,14,0,0,0.032064128,4,0.3925,0.6544
0,0.714285714,0,0.277777778,1,1,1,0,0,0.049372385,0.5,0.33,0.666666667,11,0,1,0.206412826,1,0.7575,0.1478
0.428571429,0.714285714,0.285714286,0.555555556,1,2,2,1,0.8,0.343305439,0,0.33,0.444444444,8,0,1,0.558116232,3,0.9175,0.8742
0.142857143,1,0.285714286,0.555555556,1,2,0,1,0.4,0.170711297,0.5,0.67,0.703703704,8,0,1,0.622244489,0,0.35,0.8648
0.714285714,0.714285714,0.571428571,0.777777778,2,1,2,1,0.8,0.234728033,0.5,0.67,0.555555556,17,0,1,0.849699399,3,0.81,0.4219
0.428571429,0,0,0.166666667,2,2,2,0,0,0.247280335,0,1,0.481481481,16,0.25,1,0.578156313,4,0.96,0.7741
1,0,0,0.388888889,2,2,2,0,0,0.010878661,1,0.33,0.296296296,20,0,1,0.837675351,2,0,0.1592
0.857142857,0.857142857,1,1,0,1,2,1,0.2,0.275732218,0,0.33,0.518518519,2,0,0,0.051102204,3,0.7025,0.4673
1,0,0,0.388888889,2,2,2,0,0,0.00376569,1,0.33,0.481481481,16,0,1,0.25250501,2,0,0.8749
1,0,0,0.388888889,2,2,2,0,0,0.723430962,0,0.67,0.518518519,16,0,1,0.695390782,2,0.13,0.8217
1,0,0,0.388888889,2,2,2,0,0,0.122803347,0.5,0.67,0.518518519,16,0,1,0.285571142,4,0.6075,0.8014
0,0.714285714,0,0.277777778,1,1,1,0,0,0.464853556,0,1,0.407407407,8,0.25,0,0.054108216,2,0.575,0.8416
1,0,0,0.388888889,2,2,2,0,0,0.15,0.5,0.33,0.407407407,16,0,0,0.165330661,3,0.6075,0.8361
1,0.142857143,1,0.833333333,0,1,1,1,0.8,0.15460251,0.5,0.67,0.592592593,1,0,1,0.603206413,2,0.8475,0.4625
1,0.714285714,0.857142857,1,0,1,0,1,0.2,0.081799163,0.5,0.33,0.37037037,6,0,0,0.189378758,3,0.395,0.127
1,0,0,0.388888889,2,2,2,0,0,0.129497908,0.5,0.33,0.444444444,16,0,1,0.606212425,1,0.775,0.7566
0.857142857,1,0.428571429,0.888888889,1,0,2,1,1,0.106903766,0.5,0.67,0.333333333,9,0,0,0.168336673,3,0.895,0.2385
0.571428571,1,1,1,0,1,0,1,0.6,0.296861925,0,0.67,0.407407407,0,0.75,0,0.017034068,2,0.1325,0.8794
0,0.571428571,0,0.222222222,1,1,1,0,0,0.078661088,0.5,0.67,0.481481481,15,0,1,0.771543086,3,0.7225,0.3009
0,0.857142857,0,0.333333333,1,1,1,0,0,0.041422594,1,0.33,0.407407407,13,0,1,0.879759519,1,0.535,0.6331
0.714285714,0,0,0.277777778,2,2,2,0,0,0.192468619,0.5,0.67,0.37037037,22,0,0,0.190380762,3,0.99,0.2833
0,0,1,0.388888889,0,0,0,0,0,0.291213389,0,0.33,0.666666667,0,0,1,0.490981964,0,0.2875,0.8556
0.428571429,0.428571429,0.857142857,0.666666667,1,2,1,1,0.8,0.110460251,0.5,0.33,0.518518519,14,0,0,0.011022044,2,0.9875,0.569
0.857142857,0.571428571,0.428571429,0.722222222,0,0,1,1,0.4,0.030543933,1,1,0.37037037,4,0,0,0.054108216,2,0.205,0.2143
1,0.285714286,0.714285714,0.777777778,2,1,2,1,0.8,0.10376569,0.5,0.67,0.518518519,16,0,1,0.291583166,3,0.795,0.7768
0,1,0,0.388888889,1,1,1,0,0,0.319665272,0,0.67,0.666666667,11,0.875,0,0.133266533,1,1,0.4707
0.571428571,0.714285714,0.714285714,0.777777778,1,2,2,1,0.2,0.50251046,0,0,0.444444444,13,0.375,1,0.353707415,3,0.0575,0.852
0.285714286,0.285714286,0.857142857,0.555555556,0,1,2,1,0.8,0.042677824,1,0.67,0.37037037,0,0.25,1,0.45490982,2,0.4,0.8777
0.285714286,0.285714286,1,0.611111111,2,2,0,1,0.4,0.104393305,0.5,0,0.37037037,18,0,1,0.834669339,4,0.945,0.6205
0.571428571,0.142857143,1,0.666666667,0,2,2,1,0.6,0.291841004,0,0,0.481481481,1,0,0,0.189378758,0,0.85,0.4155
1,0.714285714,0.285714286,0.777777778,2,2,0,1,0.2,0.30251046,0,0.67,0.259259259,16,0.625,1,0.442885772,1,0,0.9053
0,1,0,0.388888889,1,1,1,0,0,0.033263598,1,0.67,0.37037037,8,0.5,1,0.671342685,1,0.95,0.8398
0.428571429,0.428571429,0.857142857,0.666666667,0,0,0,1,0.8,0.045188285,1,0.67,0.444444444,4,0,1,0.696392786,3,0.625,0.2446
0.428571429,0.285714286,0.857142857,0.611111111,2,1,0,1,0.8,0.220920502,0.5,0,0.481481481,17,0,1,0.53006012,0,0.0175,0.4228
0.428571429,1,0.857142857,0.888888889,0,0,0,1,0.8,0.087029289,0.5,0.33,0.555555556,6,0,0,0.123246493,3,0.3125,0.4256
0.857142857,0.285714286,1,0.833333333,0,2,1,1,0.6,0.178451883,0.5,0.33,0.37037037,5,0,1,0.176352705,2,1,0.3291
0.571428571,0,0,0.222222222,2,2,2,0,0,0.021338912,1,0.67,0.703703704,16,0,0,0.057114228,1,0.67,0.9809
1,0.285714286,0.285714286,0.611111111,2,1,1,1,0.6,0.369246862,0,0.67,0.407407407,20,0,0,0.088176353,0,0.235,0.2326
0,0,1,0.388888889,0,0,0,0,0,0.034937238,1,0.33,0.296296296,0,0,0,0.160320641,1,0.1675,0.8163
0,0,0.857142857,0.333333333,0,0,0,0,0,0.24623431,0.5,0.67,0.444444444,6,0,0,0.167334669,0,0.155,0.3537
0.714285714,0,0,0.277777778,2,2,2,0,0,0.130125523,0.5,0.67,0.444444444,17,0,0,0.034068136,3,0.235,0.2726
0.857142857,0.857142857,0.857142857,1,2,2,1,1,0.2,0.465062762,0,0.67,0.37037037,16,0,1,0.640280561,1,0.25,0.6
1,0,0,0.388888889,2,2,2,0,0,0.316527197,0,0.33,0.592592593,21,0,1,0.428857715,1,0.3825,0.5804
1,0.428571429,0.142857143,0.611111111,2,2,0,1,0.4,0.312133891,0,0,0.407407407,18,0,0,0.196392786,3,0.62,0.5706
